Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;3.10;0.93;3.14;-0.04;-1.58;0.02;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;3.13;0.22;2.74;-0.03;3.28;-1.11;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;3.43;0.55;-0.25;0.02;3.23;-1.11;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;3.44;-0.05;-0.40;0.02;3.02;-1.28;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;3.45;-0.28;-0.46;0.02;2.93;-1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;3.45;-0.28;-0.46;0.02;2.93;-1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;3.47;-1.00;-0.66;0.02;2.47;-0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;3.77;-0.78;-3.65;0.05;2.41;-0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;3.81;-1.45;-4.04;0.05;-3.93;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;4.11;-0.37;-7.04;0.26;-3.99;1.29;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;4.11;-0.38;-7.05;0.26;-4.25;1.31;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;4.11;-0.38;-7.05;0.26;-4.25;1.31;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;4.11;-0.39;-7.06;0.26;-4.51;1.33;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;2.13;1.31;4.07;-0.04;-4.87;1.34;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;2.17;0.65;3.69;-0.03;1.23;-0.39;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;2.47;0.80;0.70;-0.01;1.18;-0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;2.49;0.14;0.53;-0.01;1.60;-0.72;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;2.51;-0.77;0.30;-0.01;2.00;-0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;2.81;-0.65;-2.69;0.01;1.95;-0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;2.85;-1.33;-3.09;0.01;-2.82;1.40;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;3.03;-1.14;-4.93;0.05;-2.86;1.40;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;3.04;-1.15;-4.97;0.05;-3.60;1.57;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;4.03;1.18;5.04;-0.05;-3.68;1.63;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;4.03;1.17;5.01;-0.05;-2.93;1.45;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;3.84;1.35;3.17;-0.01;-2.90;1.45;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;3.81;0.67;2.77;-0.01;2.00;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;3.50;0.78;-0.22;0.01;2.05;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;3.48;-0.12;-0.46;0.01;1.72;-0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;3.46;-0.79;-0.62;0.01;1.35;-0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;3.17;-0.63;-3.61;0.03;1.41;-0.39;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;3.12;-1.30;-3.99;0.03;-4.58;1.31;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;4.19;0.43;7.20;-0.25;-4.94;1.39;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;4.19;0.42;7.19;-0.25;-4.67;1.37;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;4.19;0.42;7.19;-0.25;-4.67;1.37;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;4.19;0.40;7.19;-0.25;-4.41;1.34;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;3.89;1.47;4.19;-0.05;-4.35;1.34;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;3.86;0.80;3.80;-0.05;2.23;-0.69;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;3.55;1.01;0.81;-0.02;2.29;-0.69;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;3.53;0.29;0.60;-0.02;2.87;-1.24;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;3.53;0.29;0.60;-0.02;2.87;-1.24;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;3.53;0.06;0.55;-0.02;2.99;-1.28;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;3.51;-0.54;0.40;-0.02;3.29;-1.11;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;3.22;-0.20;-2.59;0.03;3.34;-1.11;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;3.18;-0.90;-2.99;0.04;-1.28;-0.03;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;4.19;0.43;7.20;-0.25;-4.94;1.39;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;2.13;1.31;4.07;-0.04;-4.87;1.34;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;3.89;1.47;4.19;-0.05;-4.35;1.34;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;V_y;3.81;-1.45;-4.04;0.05;-3.93;1.29;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;4.19;0.43;7.20;-0.25;-4.94;1.39;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;4.11;-0.39;-7.06;0.26;-4.51;1.33;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;4.11;-0.37;-7.04;0.26;-3.99;1.29;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;4.19;0.40;7.19;-0.25;-4.41;1.34;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;3.22;-0.20;-2.59;0.03;3.34;-1.11;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;4.19;0.43;7.20;-0.25;-4.94;1.39;Beam | 3 - HEA 140 | L : 0.075 m
1;4;4;0.000;M_z;4.03;1.18;5.04;-0.05;-3.68;1.63;Beam | 3 - HEA 140 | L : 0.150 m
1;188;;0.612;M_z;3.44;-0.05;-0.40;0.02;3.02;-1.28;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;;4.19;1.47;7.20;0.26;3.34;1.63;
1;;;;;2.13;-1.45;-7.06;-0.25;-4.94;-1.28;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-40.76;0.21;32.33;0.10;-59.17;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-40.60;0.29;30.86;0.12;-7.03;-0.32;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-40.02;0.18;24.87;0.10;-7.25;-0.32;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-39.88;0.22;23.38;0.10;32.57;-0.69;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-39.30;-0.22;17.39;-0.04;32.35;-0.69;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-39.29;-0.22;17.32;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-44.01;-0.21;9.03;-0.06;58.22;-0.46;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-43.87;-0.23;7.49;-0.05;71.85;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-43.28;-0.32;1.51;-0.06;71.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-43.14;-0.31;-0.03;-0.04;72.85;0.65;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-42.77;-0.42;-3.71;-0.08;72.71;0.65;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-42.76;-0.42;-3.85;-0.07;72.15;0.73;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-42.76;0.42;3.82;0.07;72.15;0.73;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-42.77;0.42;3.68;0.07;72.71;0.65;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-43.14;0.32;0.01;0.04;72.66;0.65;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-43.29;0.32;-1.53;0.06;71.41;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-43.88;0.24;-7.52;0.05;71.33;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-44.01;0.22;-9.05;0.05;57.66;-0.46;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-44.60;0.12;-15.04;0.04;57.58;-0.45;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-44.73;0.09;-16.49;0.04;32.75;-0.66;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-39.34;0.22;-17.34;0.04;32.75;-0.66;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-39.34;0.22;-17.41;0.04;31.44;-0.68;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-39.92;-0.21;-23.40;-0.10;31.37;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-40.06;-0.18;-24.90;-0.09;-8.48;-0.31;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-40.64;-0.28;-30.88;-0.12;-8.56;-0.31;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-40.80;-0.20;-32.35;-0.10;-60.74;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-41.39;-0.29;-38.33;-0.12;-60.82;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-41.59;-0.16;-39.76;-0.09;-125.26;0.06;Beam | 1 - IPE 500 | L : 1.650 m
