Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.25;-0.41;6.66;0.01;-5.00;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.20;-0.14;6.12;0.00;5.54;0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;0.42;-0.22;-0.22;-0.02;5.43;0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;0.44;0.01;-0.42;-0.01;5.23;0.59;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.45;0.10;-0.49;-0.01;5.13;0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.45;0.10;-0.49;-0.01;5.13;0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;0.48;0.38;-0.76;-0.01;4.62;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;1.12;0.30;-7.09;-0.03;4.50;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;1.17;0.59;-7.63;-0.03;-7.64;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.81;0.27;-13.97;-0.09;-7.76;-0.43;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.81;0.28;-13.98;-0.09;-8.28;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.81;0.28;-13.98;-0.09;-8.28;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.81;0.29;-13.99;-0.09;-8.81;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-0.51;-0.51;7.98;0.02;-9.23;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-0.44;-0.23;7.46;0.01;2.93;0.19;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;0.18;-0.26;1.13;0.00;2.81;0.19;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;0.20;0.00;0.90;0.00;3.51;0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;0.24;0.35;0.58;0.01;4.22;0.10;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;0.88;0.35;-5.75;0.00;4.11;0.10;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;0.93;0.61;-6.29;0.00;-5.83;-0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;1.31;0.56;-10.13;-0.01;-5.90;-0.76;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;1.31;0.57;-10.18;-0.01;-7.42;-0.85;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;1.26;-0.62;6.49;0.00;-6.26;-0.79;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;1.21;-0.36;5.94;0.00;4.00;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.57;-0.36;-0.39;0.00;4.12;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.54;-0.01;-0.70;0.00;3.59;0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.52;0.25;-0.93;0.00;3.03;0.19;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.10;0.23;-7.26;-0.01;3.15;0.19;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-0.17;0.50;-7.78;-0.02;-8.69;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.93;-0.30;14.20;0.09;-8.88;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.93;-0.30;14.20;0.09;-8.88;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.30;-0.60;7.86;0.03;-8.23;-0.46;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;1.25;-0.31;7.31;0.03;4.28;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.61;-0.38;0.98;0.01;4.40;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.58;-0.10;0.71;0.01;5.10;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.58;-0.10;0.71;0.01;5.10;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.57;-0.01;0.64;0.02;5.24;0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.55;0.22;0.44;0.02;5.58;0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.07;0.12;-5.89;0.00;5.69;0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.12;0.39;-6.44;-0.01;-4.48;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-0.51;-0.51;7.98;0.02;-9.23;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
1;192;145;1.650;V_y;0.93;0.61;-6.29;0.00;-5.83;-0.76;Beam | 3 - HEA 140 | L : 1.650 m
1;194;156;0.000;V_y;1.26;-0.62;6.49;0.00;-6.26;-0.79;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.81;0.29;-13.99;-0.09;-8.81;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.81;0.27;-13.97;-0.09;-7.76;-0.43;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;-0.07;0.12;-5.89;0.00;5.69;0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.612;M_z;0.44;0.01;-0.42;-0.01;5.23;0.59;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;1.94;0.61;14.22;0.09;5.69;0.59;
1;;;;;-0.51;-0.62;-13.99;-0.09;-9.41;-0.87;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-67.91;-0.32;66.06;-0.06;-126.67;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-67.64;-0.47;64.13;-0.10;-19.23;0.26;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-66.47;-0.32;51.46;-0.08;-19.70;0.26;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-66.30;-0.40;49.42;-0.09;63.56;0.90;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-65.11;0.04;36.76;0.03;63.09;0.90;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-65.10;0.05;36.66;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-52.33;0.11;20.86;0.05;119.76;0.93;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-52.18;0.15;18.73;0.03;152.43;0.54;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-50.95;0.28;6.07;0.05;151.96;0.54;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-50.76;0.29;3.93;0.00;160.21;-0.20;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-50.00;0.43;-3.74;0.04;159.93;-0.21;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-49.98;0.42;-3.93;0.03;159.35;-0.31;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-49.94;-0.43;3.96;-0.03;159.35;-0.31;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-49.95;-0.43;3.76;-0.03;159.93;-0.21;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-50.72;-0.29;-3.90;0.00;159.83;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-50.90;-0.29;-6.04;-0.05;151.62;0.53;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-52.13;-0.15;-18.70;-0.03;151.46;0.52;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-52.28;-0.12;-20.83;-0.05;118.83;0.91;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-53.49;0.04;-33.50;-0.02;118.66;0.91;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-53.62;0.08;-35.49;-0.03;64.32;0.88;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-65.03;-0.05;-36.64;-0.03;64.32;0.88;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-65.04;-0.05;-36.73;-0.03;61.57;0.88;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-66.22;0.39;-49.40;0.09;61.40;0.87;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-66.39;0.31;-51.43;0.08;-21.80;0.24;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-67.57;0.46;-64.10;0.10;-21.97;0.24;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-67.84;0.31;-66.03;0.06;-129.36;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-69.03;0.52;-78.69;0.11;-129.53;-0.22;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-69.48;0.22;-80.48;0.05;-260.90;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
