Node No.;Displacements [mm];;;;Rotations [mrad];;;
113;22.5;3.4;0.0;22.2;0.2;-4.5;0.0;
114;29.0;4.0;0.0;28.7;0.5;-3.2;-0.1;
115;33.1;4.4;0.0;32.8;0.6;-1.6;-0.1;
116;11.5;0.6;11.2;2.6;-29.6;-1.2;4.8;
117;34.2;4.5;0.1;33.9;0.5;0.2;0.0;
118;10.0;1.0;9.6;2.5;-25.7;1.2;0.2;
119;2.0;0.6;1.9;0.1;-4.1;0.5;-0.5;
120;5.1;0.5;4.8;1.6;-12.1;-1.1;2.6;
121;6.1;0.9;5.7;1.9;-14.9;0.8;0.5;
122;1.4;0.5;1.3;0.1;-2.8;0.1;-0.6;
123;8.4;7.2;0.1;4.3;-0.1;3.5;0.0;
124;13.2;6.6;0.1;11.4;0.1;4.7;0.0;
125;20.2;5.8;0.1;19.3;0.1;4.6;0.0;
126;26.9;5.1;0.0;26.4;0.4;3.7;0.0;
127;31.8;4.7;0.0;31.4;0.5;2.3;0.0;
128;34.1;4.5;0.1;33.8;0.5;0.5;0.0;
129;6.8;0.4;6.1;3.1;-16.5;1.2;-2.6;
130;6.1;0.0;5.4;2.8;-14.4;-1.5;-0.2;
131;1.2;0.4;1.1;0.1;-2.4;-0.4;0.3;
132;3.1;0.6;2.5;1.8;-6.2;1.2;-1.3;
133;3.4;0.2;2.6;2.3;-6.4;-0.9;0.0;
134;1.0;0.4;0.9;0.2;-1.8;-0.5;-0.5;
139;11.0;0.6;-10.6;2.6;29.0;-1.2;-4.7;
140;9.5;1.0;-9.1;2.5;25.2;1.2;-0.1;
141;1.4;0.6;-1.3;0.1;3.7;0.5;0.6;
142;4.5;0.5;-4.1;1.6;11.7;-1.1;-2.5;
143;5.5;0.9;-5.1;1.9;14.5;0.8;-0.5;
145;0.9;0.5;-0.7;0.1;2.6;0.1;0.6;
151;6.5;0.4;-5.7;3.1;15.9;1.2;2.6;
152;5.8;0.0;-5.0;2.8;14.0;-1.5;0.1;
153;0.8;0.4;-0.7;0.1;2.0;-0.4;-0.3;
154;2.7;0.6;-1.9;1.8;5.8;1.2;1.2;
155;3.0;0.2;-2.0;2.3;6.0;-0.9;0.0;
156;0.6;0.4;-0.3;0.2;1.5;-0.5;0.4;
Total;34.3;7.6;11.2;34.0;29.0;4.7;5.0;
max/min;0.0;0.0;-10.6;0.0;-29.6;-5.0;-5.0;
