Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-4.4;-0.4;0.0;
2;0.5;0.5;-0.1;0.0;3.9;-0.7;-5.0;
3;0.6;0.6;-0.2;0.1;-2.0;0.3;0.9;
4;0.5;0.5;-0.1;0.1;0.1;-0.2;0.6;
5;0.5;0.5;-0.1;0.1;-1.2;-0.2;-0.5;
6;0.8;0.8;0.0;0.0;1.6;1.5;2.6;
7;0.0;0.0;0.0;0.0;-1.9;-1.3;0.0;
8;0.0;0.0;0.0;0.0;-3.4;-0.1;0.0;
9;0.0;0.0;0.0;0.0;-3.7;-0.1;0.0;
10;0.0;0.0;0.0;0.0;-2.0;-0.1;0.0;
11;0.0;0.0;0.0;0.0;0.3;0.6;0.0;
12;1.3;1.3;0.0;0.1;-0.3;-2.5;0.0;
13;22.8;3.4;0.0;22.5;0.2;-4.4;0.0;
14;34.2;4.5;0.1;33.9;0.4;0.4;0.0;
15;20.5;5.8;0.1;19.7;0.1;4.6;0.0;
16;7.6;7.6;0.1;0.1;-0.3;1.0;0.0;
17;0.0;0.0;0.0;0.0;0.3;-3.2;0.0;
18;0.0;0.0;0.0;0.0;0.3;0.6;0.0;
19;1.3;1.3;0.1;0.1;-0.3;-2.5;0.0;
20;22.9;3.4;0.1;22.6;0.2;-4.4;0.0;
21;34.3;4.5;0.1;34.0;0.3;0.4;0.0;
22;20.6;5.8;0.1;19.7;0.1;4.6;0.0;
23;7.6;7.6;0.1;0.1;-0.3;1.0;0.0;
24;0.0;0.0;0.0;0.0;0.3;-3.2;0.0;
25;0.0;0.0;0.0;0.0;0.3;0.5;0.0;
26;1.4;1.4;0.2;0.1;-0.2;-2.5;0.0;
27;22.4;3.4;0.3;22.1;-0.2;-4.3;0.0;
28;33.5;4.5;0.3;33.2;-0.2;0.4;0.0;
29;20.1;5.8;0.2;19.3;-0.2;4.5;0.0;
30;7.6;7.6;0.1;0.1;-0.3;0.9;0.0;
31;0.0;0.0;0.0;0.0;0.3;-3.1;0.0;
32;0.0;0.0;0.0;0.0;0.4;0.5;0.0;
33;1.4;1.3;0.4;0.1;-0.2;-2.5;0.0;
34;22.4;3.4;0.5;22.1;-0.7;-4.3;0.1;
35;33.5;4.4;0.5;33.2;-0.6;0.4;0.0;
36;20.1;5.7;0.4;19.3;-0.5;4.5;-0.1;
37;7.5;7.5;0.2;0.1;-0.2;0.9;0.0;
38;0.0;0.0;0.0;0.0;0.3;-3.1;0.0;
39;0.0;0.0;0.0;0.0;4.9;-0.4;0.0;
40;0.7;0.5;0.5;0.0;-4.1;-0.7;5.0;
41;1.0;0.6;0.8;0.1;1.5;0.3;-0.8;
42;0.9;0.5;0.7;0.1;-0.3;-0.2;-0.6;
43;0.7;0.5;0.5;0.1;0.8;-0.2;0.4;
44;0.9;0.8;0.3;0.0;-1.8;1.5;-2.6;
45;0.0;0.0;0.0;0.0;2.2;-1.3;0.0;
46;0.0;0.0;0.0;0.0;3.8;-0.1;0.0;
47;0.0;0.0;0.0;0.0;4.3;-0.1;0.0;
48;0.0;0.0;0.0;0.0;2.4;-0.1;0.0;
49;6.4;1.9;0.4;6.1;-0.7;-4.3;0.1;
50;14.2;2.7;0.5;13.9;-0.7;-4.8;0.1;
51;22.1;3.4;0.5;21.8;-0.6;-4.4;0.1;
52;33.5;4.5;0.5;33.2;-0.7;0.2;0.0;
53;32.4;4.4;0.6;32.1;-0.9;-1.6;0.1;
54;28.5;4.0;0.6;28.2;-0.9;-3.2;0.1;
55;6.4;1.9;0.3;6.1;-0.3;-4.3;0.1;
57;14.2;2.7;0.3;14.0;-0.3;-4.9;0.1;
58;22.1;3.4;0.3;21.8;-0.2;-4.4;0.0;
59;28.5;4.0;0.3;28.2;-0.3;-3.2;0.0;
60;32.5;4.4;0.3;32.2;-0.2;-1.6;0.0;
62;33.4;4.4;0.5;33.1;-0.7;0.5;0.0;
63;33.6;4.5;0.3;33.3;-0.2;0.2;0.0;
64;8.3;7.2;0.2;4.2;-0.4;3.5;-0.1;
65;12.9;6.5;0.3;11.2;-0.5;4.6;-0.1;
66;19.8;5.8;0.4;18.9;-0.5;4.5;-0.1;
67;31.2;4.6;0.5;30.8;-0.8;2.2;-0.1;
68;26.4;5.1;0.4;25.9;-0.7;3.7;-0.1;
69;8.3;7.2;0.2;4.2;-0.3;3.5;0.0;
71;12.9;6.5;0.2;11.2;-0.2;4.6;0.0;
72;19.8;5.8;0.2;18.9;-0.2;4.5;0.0;
73;26.4;5.1;0.3;25.9;-0.2;3.7;0.0;
74;31.2;4.7;0.3;30.9;-0.2;2.2;0.0;
76;33.5;4.5;0.3;33.2;-0.2;0.5;0.0;
83;6.5;1.9;0.1;6.2;0.1;-4.4;0.0;
84;14.5;2.6;0.1;14.2;0.2;-5.0;0.0;
85;22.5;3.4;0.1;22.3;0.2;-4.5;0.0;
86;29.1;4.0;0.1;28.8;0.3;-3.3;0.0;
87;33.2;4.4;0.1;32.9;0.4;-1.6;0.0;
89;34.3;4.5;0.1;34.0;0.3;0.2;0.0;
95;8.4;7.2;0.1;4.3;-0.1;3.5;0.0;
96;13.2;6.6;0.1;11.4;0.0;4.7;0.0;
97;20.2;5.8;0.1;19.4;0.1;4.6;0.0;
98;27.0;5.1;0.1;26.5;0.2;3.7;0.0;
99;31.9;4.7;0.1;31.5;0.3;2.3;0.0;
100;34.2;4.5;0.1;33.9;0.3;0.5;0.0;
111;6.5;1.9;0.1;6.2;0.2;-4.4;0.0;
112;14.4;2.6;0.1;14.2;0.3;-4.9;0.0;
