Node No.;Displacements [mm];;;;Rotations [mrad];;;
42;6.6;0.0;-6.6;0.1;-6.7;0.0;0.1;
43;5.0;-0.1;-5.0;0.1;-14.4;-0.4;-1.5;
44;2.3;0.4;-2.2;0.0;1.8;1.9;4.8;
45;0.0;0.0;0.0;0.0;-3.3;-2.0;0.0;
46;0.0;0.0;0.0;0.0;-4.0;0.0;0.0;
47;0.0;0.0;0.0;0.0;-5.4;0.0;0.0;
48;0.0;0.0;0.0;0.0;-4.1;0.0;0.0;
49;5.0;-1.7;-3.3;3.3;-5.7;-2.5;-0.1;
50;9.1;-1.3;-4.2;8.0;-9.8;-3.0;0.5;
51;13.9;-0.8;-4.8;13.0;-13.0;-2.8;1.0;
52;22.1;0.0;-6.2;21.2;-6.4;-0.1;0.1;
53;20.8;-0.1;-5.6;20.1;-8.9;-1.2;0.6;
54;18.0;-0.4;-5.2;17.2;-11.2;-2.2;0.9;
55;4.8;-1.7;-3.2;3.3;-5.9;-2.4;0.0;
57;9.0;-1.2;-4.1;7.9;-10.1;-3.0;0.6;
58;13.7;-0.8;-4.7;12.8;-13.4;-2.8;1.1;
59;17.7;-0.4;-5.0;17.0;-11.8;-2.2;1.0;
60;20.5;-0.1;-5.3;19.8;-9.7;-1.2;0.7;
62;22.1;0.0;-6.2;21.2;-6.4;0.1;-0.1;
63;21.8;0.0;-6.0;20.9;-7.1;-0.1;0.1;
64;4.9;1.7;-3.3;3.3;-5.6;2.5;0.1;
65;9.1;1.3;-4.2;8.0;-9.6;3.0;-0.5;
66;13.9;0.8;-4.8;13.0;-12.7;2.8;-1.0;
67;20.8;0.1;-5.6;20.1;-8.8;1.2;-0.6;
68;18.0;0.4;-5.2;17.2;-11.0;2.2;-0.9;
69;4.8;1.7;-3.2;3.3;-5.9;2.4;0.0;
71;9.0;1.2;-4.1;7.9;-9.9;3.0;-0.5;
72;13.7;0.8;-4.7;12.8;-13.1;2.8;-1.0;
73;17.7;0.4;-5.0;17.0;-11.7;2.2;-1.0;
74;20.5;0.1;-5.3;19.8;-9.5;1.2;-0.7;
76;21.8;0.0;-6.0;20.9;-7.1;0.1;-0.1;
83;4.6;-1.4;-3.1;3.1;-6.2;-2.3;0.0;
84;8.4;-1.0;-3.9;7.4;-10.5;-2.7;0.6;
85;12.7;-0.6;-4.5;11.9;-13.9;-2.5;1.2;
86;16.3;-0.3;-4.7;15.6;-12.6;-1.9;1.1;
87;18.8;-0.1;-5.0;18.1;-10.5;-1.0;0.8;
89;19.9;0.0;-5.7;19.1;-7.8;-0.1;0.1;
95;4.6;1.4;-3.1;3.1;-6.1;2.3;0.0;
96;8.4;1.0;-3.9;7.4;-10.3;2.7;-0.6;
97;12.7;0.6;-4.5;11.9;-13.6;2.5;-1.1;
98;16.3;0.3;-4.7;15.6;-12.4;1.9;-1.1;
99;18.8;0.1;-5.0;18.1;-10.4;1.0;-0.8;
100;19.9;0.0;-5.7;19.1;-7.8;0.1;-0.1;
111;5.0;-2.0;-2.8;3.6;-6.9;-2.7;0.1;
112;9.7;-1.5;-3.7;8.9;-11.2;-3.3;0.7;
113;15.1;-0.9;-4.2;14.4;-14.5;-3.2;1.2;
114;19.8;-0.5;-4.5;19.3;-13.2;-2.5;1.2;
115;23.1;-0.1;-4.8;22.6;-11.1;-1.4;0.8;
116;11.6;0.0;-11.3;2.7;15.9;-0.9;-4.2;
117;24.5;0.0;-5.5;23.9;-8.3;-0.1;0.1;
118;11.6;0.4;-11.4;2.3;9.8;1.1;-0.1;
119;5.9;0.1;-5.9;0.1;-10.2;0.7;1.3;
120;8.8;-0.1;-8.8;0.7;-1.7;-0.6;-0.8;
121;9.3;0.1;-9.3;0.9;1.3;0.3;0.8;
122;6.8;0.0;-6.8;0.1;-4.8;0.1;0.3;
123;5.0;2.0;-2.8;3.6;-6.9;2.7;0.0;
124;9.7;1.5;-3.7;8.9;-11.0;3.3;-0.7;
125;15.1;0.9;-4.2;14.4;-14.3;3.2;-1.2;
126;19.8;0.4;-4.5;19.3;-13.0;2.5;-1.2;
127;23.1;0.1;-4.8;22.6;-11.0;1.4;-0.8;
128;24.5;0.0;-5.5;23.9;-8.3;0.1;-0.1;
129;11.6;-0.1;-11.3;2.6;16.6;0.8;4.2;
130;11.6;-0.4;-11.4;2.2;10.0;-1.2;0.0;
131;5.8;-0.1;-5.8;0.1;-10.1;-0.5;-1.3;
132;8.7;0.0;-8.6;0.8;-1.6;0.6;0.8;
133;9.2;-0.2;-9.2;1.1;1.1;-0.4;-0.8;
134;6.8;-0.1;-6.8;0.1;-4.9;-0.2;-0.2;
139;6.5;0.0;-6.2;2.2;2.1;-0.8;-2.1;
140;7.2;0.3;-6.9;1.9;-2.4;0.9;0.1;
141;4.6;0.1;-4.6;0.1;-13.4;0.5;1.3;
142;6.0;-0.1;-5.9;0.8;-9.2;-0.6;0.6;
143;6.2;0.1;-6.1;1.0;-7.4;0.4;1.2;
145;5.8;0.0;-5.7;0.1;-7.7;0.1;0.2;
151;6.5;-0.1;-6.2;2.1;2.5;0.7;2.1;
152;7.2;-0.4;-6.9;1.8;-2.2;-1.0;-0.1;
153;4.6;-0.1;-4.6;0.1;-13.2;-0.4;-1.3;
154;5.9;0.0;-5.9;0.9;-9.2;0.6;-0.6;
155;6.2;-0.2;-6.0;1.2;-7.5;-0.4;-1.2;
156;5.7;-0.1;-5.7;0.1;-7.8;-0.2;-0.1;
Total;24.5;2.3;0.0;23.9;16.6;3.3;4.8;
max/min;0.0;-2.3;-11.4;0.0;-15.2;-3.3;-4.8;
