Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
1;2;4.000;M_z;-4.22;1.36;0.13;0.00;-2.12;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-4.22;1.36;0.13;0.01;0.00;1.91;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-5.86;-2.16;-1.72;0.00;-2.23;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;0.88;-0.19;2.34;0.05;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;0.82;-0.95;2.89;0.06;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;0.88;-0.19;2.89;0.06;2.31;1.12;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;0.82;-0.95;2.34;0.05;-2.02;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.647;;-4.66;-1.30;3.20;0.03;-2.04;-0.66;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-4.66;-1.32;3.22;0.03;-2.22;-0.74;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-4.63;-0.74;2.90;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-4.69;-1.42;3.41;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-4.63;-0.74;3.41;0.03;0.79;0.32;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-4.69;-1.42;2.90;0.03;-4.18;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-4.00;-1.57;4.26;0.10;-2.88;-1.57;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-4.00;-1.57;4.26;0.10;-2.88;-1.57;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;-4.00;-1.56;4.24;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;-4.00;-1.58;4.28;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;-4.00;-1.56;4.28;0.10;-2.56;-1.45;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;-4.00;-1.58;4.24;0.10;-3.20;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;-3.92;-0.57;5.27;0.49;-3.35;-2.92;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;-3.92;-0.57;5.27;0.49;-3.35;-2.92;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;-3.92;-0.56;5.26;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;-3.92;-0.59;5.28;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;-3.92;-0.56;5.28;0.49;-3.16;-2.89;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;-3.92;-0.59;5.26;0.49;-3.54;-2.95;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-6.56;-4.91;-2.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-6.56;-4.91;-2.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-5.97;-0.79;0.18;-0.01;-1.60;4.28;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-5.97;-0.79;0.18;-0.01;-1.60;4.28;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-5.87;-0.14;0.56;-0.01;-1.51;4.39;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.190;;-5.69;1.02;1.17;-0.01;-1.12;4.18;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-6.56;-4.91;-2.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-6.56;-4.91;-2.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-6.56;-4.91;-2.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.500;M_T;-5.56;1.69;1.51;-0.01;-0.71;3.76;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.333;M_y;-6.04;-1.25;-0.10;-0.01;-1.61;4.11;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-5.87;-0.14;0.56;-0.01;-1.51;4.39;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-4.93;3.15;2.22;0.00;2.28;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-4.93;3.15;2.22;0.00;2.28;4.39;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-6.56;-4.91;-2.30;-0.01;-1.61;-0.23;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-15.72;0.05;0.68;0.00;4.90;-0.28;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-15.52;0.00;-0.49;0.00;4.95;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-14.58;-0.25;-3.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-14.58;-0.25;-3.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-14.58;-0.25;-3.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-14.58;-0.25;-3.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-14.58;-0.25;-3.03;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-16.02;0.15;2.50;0.00;3.73;-0.21;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.000;M_T;-15.20;-0.09;-1.92;0.00;3.99;-0.26;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-15.61;0.02;0.05;0.00;5.00;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-16.43;0.27;4.95;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-15.52;0.00;-0.49;0.00;4.95;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-14.58;0.27;4.95;0.00;5.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-16.43;-0.25;-3.03;0.00;0.00;-0.29;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-9.51;0.01;0.03;0.00;8.06;-0.20;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-8.36;-0.15;-4.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-8.36;-0.15;-4.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-8.36;-0.15;-4.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-8.36;-0.15;-4.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-8.36;-0.15;-4.39;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;0.500;M_T;-10.21;0.13;5.58;0.00;3.19;-0.07;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-8.99;-0.07;-3.09;0.00;5.93;-0.16;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-9.51;0.01;0.03;0.00;8.06;-0.20;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-10.40;0.17;7.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-9.40;-0.01;-0.77;0.00;7.96;-0.20;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-8.36;0.17;7.17;0.00;8.06;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-10.40;-0.15;-4.39;0.00;0.00;-0.20;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-9.97;0.03;1.09;0.00;7.82;-0.18;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-9.77;0.00;-0.79;0.00;7.89;-0.18;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-8.82;-0.15;-4.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-8.82;-0.15;-4.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-8.82;-0.15;-4.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-8.82;-0.15;-4.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-8.82;-0.15;-4.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;0.500;M_T;-10.46;0.13;5.95;0.00;3.46;-0.08;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-9.45;-0.06;-3.05;0.00;6.36;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-9.86;0.01;0.08;0.00;7.97;-0.18;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-10.66;0.17;7.90;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-9.77;0.00;-0.79;0.00;7.89;-0.18;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-8.82;0.17;7.90;0.00;7.97;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-10.66;-0.15;-4.83;0.00;0.00;-0.18;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.99;0.00;-34.11;0.00;-52.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.99;0.00;-34.11;0.00;-52.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;V_z;-46.60;0.00;-32.91;0.00;-119.12;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-46.01;0.00;-32.96;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-50.81;0.00;-35.81;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-46.01;0.00;-32.91;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-50.81;0.00;-35.81;0.00;-135.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-36.13;0.01;38.09;0.00;-135.67;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-35.86;0.02;36.14;0.01;-74.41;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-35.86;0.02;38.09;0.01;-74.41;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-36.13;0.01;36.14;0.00;-135.67;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-34.22;-0.01;16.00;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-34.40;-0.01;17.94;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-34.22;-0.01;17.94;0.01;44.57;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-34.40;-0.01;16.00;0.01;17.84;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-32.52;0.08;4.44;0.01;68.63;0.13;Beam | 1 - IPE 500 | L : 0.150 m
