Node No.;Displacements [mm];;;;Rotations [mrad];;;
60;20.5;4.4;0.3;20.0;-0.2;-0.8;0.0;
62;20.8;4.4;0.5;20.3;-0.7;0.5;0.0;
63;20.9;4.4;0.3;20.5;-0.2;0.3;0.0;
64;6.5;6.1;0.2;2.2;-0.3;2.0;-0.1;
65;8.5;5.7;0.3;6.3;-0.4;2.7;-0.1;
66;12.3;5.3;0.3;11.1;-0.4;2.8;-0.1;
67;19.2;4.6;0.5;18.7;-0.8;1.5;-0.1;
68;16.2;4.9;0.4;15.4;-0.7;2.3;-0.1;
69;6.5;6.1;0.1;2.2;-0.2;2.0;0.0;
71;8.5;5.8;0.2;6.3;-0.2;2.7;0.0;
72;12.3;5.3;0.2;11.1;-0.1;2.8;0.0;
73;16.2;4.9;0.2;15.4;-0.2;2.3;0.0;
74;19.2;4.6;0.3;18.7;-0.2;1.5;0.0;
76;20.8;4.4;0.3;20.3;-0.2;0.5;0.0;
83;5.1;2.9;0.1;4.2;0.2;-2.9;0.0;
84;9.9;3.3;0.1;9.4;0.2;-3.1;0.0;
85;14.9;3.8;0.1;14.4;0.2;-2.8;0.0;
86;18.8;4.2;0.1;18.3;0.4;-1.9;0.0;
87;21.1;4.4;0.1;20.7;0.4;-0.9;0.0;
89;21.6;4.4;0.1;21.2;0.4;0.3;0.0;
95;6.6;6.2;0.1;2.3;0.0;2.0;0.0;
96;8.8;5.8;0.1;6.6;0.1;2.9;0.0;
97;12.7;5.3;0.1;11.5;0.1;2.9;0.0;
98;16.8;4.9;0.1;16.0;0.3;2.4;0.0;
99;19.9;4.6;0.1;19.4;0.4;1.5;0.0;
100;21.5;4.4;0.1;21.1;0.3;0.5;0.0;
111;5.1;2.9;0.0;4.2;0.2;-2.9;0.0;
112;9.9;3.4;0.0;9.3;0.3;-3.1;0.0;
113;14.8;3.8;0.0;14.3;0.3;-2.7;0.0;
114;18.7;4.2;0.0;18.3;0.5;-1.9;-0.1;
115;21.1;4.4;0.0;20.6;0.6;-0.9;-0.1;
116;11.2;0.5;11.1;1.3;-29.4;-0.7;4.8;
117;21.6;4.4;0.0;21.1;0.5;0.3;0.0;
118;9.7;0.8;9.6;1.3;-25.6;0.6;0.2;
119;1.9;0.6;1.8;0.1;-4.1;0.2;-0.5;
120;4.9;0.5;4.7;0.9;-12.1;-0.6;2.6;
121;5.8;0.7;5.7;1.0;-14.8;0.5;0.5;
122;1.3;0.5;1.2;0.1;-2.8;0.0;-0.6;
123;6.6;6.2;0.1;2.3;0.0;2.0;0.0;
124;8.7;5.8;0.1;6.6;0.1;2.8;0.0;
125;12.6;5.3;0.0;11.5;0.1;2.9;0.0;
126;16.7;4.9;0.0;16.0;0.4;2.4;0.0;
127;19.8;4.6;0.0;19.3;0.5;1.5;0.0;
128;21.5;4.4;0.0;21.0;0.5;0.5;0.0;
129;6.3;0.4;6.0;1.8;-16.3;0.7;-2.6;
130;5.6;0.2;5.4;1.6;-14.4;-0.9;-0.1;
131;1.2;0.5;1.1;0.1;-2.3;-0.2;0.3;
132;2.7;0.5;2.4;1.1;-6.2;0.7;-1.3;
133;2.9;0.3;2.5;1.4;-6.4;-0.5;0.0;
134;1.0;0.4;0.9;0.2;-1.8;-0.4;-0.5;
139;10.7;0.5;-10.7;1.3;29.0;-0.7;-4.7;
140;9.2;0.8;-9.1;1.3;25.3;0.6;-0.1;
141;1.4;0.6;-1.3;0.1;3.7;0.2;0.5;
142;4.3;0.5;-4.2;0.9;11.7;-0.6;-2.5;
143;5.2;0.7;-5.1;1.0;14.5;0.5;-0.5;
145;0.9;0.5;-0.7;0.1;2.5;0.0;0.6;
151;6.0;0.4;-5.7;1.8;15.9;0.7;2.6;
152;5.3;0.2;-5.0;1.6;14.0;-0.9;0.1;
153;0.8;0.5;-0.7;0.1;2.0;-0.2;-0.3;
154;2.3;0.5;-2.0;1.1;5.8;0.7;1.2;
155;2.5;0.3;-2.0;1.4;6.0;-0.5;0.0;
156;0.6;0.4;-0.4;0.2;1.5;-0.4;0.4;
Total;21.6;6.4;11.1;21.2;29.0;2.9;5.0;
max/min;0.0;0.0;-10.7;0.0;-29.4;-3.1;-5.0;
