Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
1;21;;1.500;;-70.40;0.00;40.16;0.00;56.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-67.46;0.00;43.10;0.00;162.87;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-67.46;0.00;43.10;0.00;162.87;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-73.48;0.00;-52.03;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-73.48;0.00;-52.03;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-71.68;0.00;-50.53;0.00;-76.94;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-71.68;0.00;-50.53;0.00;-76.94;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-68.79;0.00;-49.62;0.00;-201.45;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-68.79;0.00;-49.62;0.00;-201.45;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-53.29;0.00;58.82;0.00;-201.62;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-52.95;0.00;56.95;0.00;-106.08;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-50.02;0.00;26.93;0.00;34.44;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-49.86;0.00;24.97;0.00;75.33;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-46.92;-0.02;6.45;0.00;107.53;-0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;25;;0.075;;-46.93;-0.02;6.36;0.00;108.01;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;25;;0.075;;-46.93;-0.02;6.36;0.00;108.01;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-46.94;-0.02;6.26;0.00;108.49;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-49.70;0.00;-22.90;0.00;56.64;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;26;;0.037;;-49.70;0.00;-22.95;0.00;55.78;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;26;;0.037;;-49.70;0.00;-22.95;0.00;55.78;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-49.70;0.00;-22.99;0.00;54.92;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-69.46;0.00;34.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;31;0.000;;-69.46;0.00;34.85;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-67.64;0.00;39.24;0.00;55.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;;1.500;;-67.64;0.00;39.24;0.00;55.58;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-64.69;0.00;42.24;0.01;159.24;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;27;30;4.000;;-64.69;0.00;42.24;0.01;159.24;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-73.42;0.00;-51.96;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;32;0.000;;-73.42;0.00;-51.96;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-71.62;0.00;-50.46;0.00;-76.84;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;;1.500;;-71.62;0.00;-50.46;0.00;-76.84;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-68.73;0.00;-49.56;-0.01;-201.18;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;28;33;4.000;;-68.73;0.00;-49.56;-0.01;-201.18;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;29;33;0.000;;-53.22;-0.02;58.77;-0.01;-201.35;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;29;49;1.650;;-52.88;-0.03;56.89;-0.01;-105.90;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;30;34;0.000;;-49.96;0.02;26.90;-0.01;34.43;0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;30;54;1.575;;-49.80;0.01;24.94;-0.01;75.26;0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;31;35;0.000;;-46.86;-0.10;6.46;-0.01;107.36;-0.15;Beam | 1 - IPE 500 | L : 0.150 m
1;31;;0.075;;-46.87;-0.10;6.36;-0.01;107.84;-0.14;Beam | 1 - IPE 500 | L : 0.150 m
1;31;;0.075;;-46.87;-0.10;6.36;-0.01;107.84;-0.14;Beam | 1 - IPE 500 | L : 0.150 m
1;31;62;0.150;;-46.88;-0.10;6.27;-0.02;108.32;-0.13;Beam | 1 - IPE 500 | L : 0.150 m
1;32;36;0.000;;-49.64;0.01;-22.85;0.01;56.52;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;32;;0.037;;-49.65;0.01;-22.90;0.01;55.67;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;32;;0.037;;-49.65;0.01;-22.90;0.01;55.67;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;32;66;0.075;;-49.65;0.01;-22.95;0.01;54.81;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;33;38;0.000;;-69.40;0.01;34.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;38;0.000;;-69.40;0.01;34.80;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-67.58;0.01;39.20;0.00;55.51;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;33;;1.500;;-67.58;0.01;39.19;0.00;55.51;-0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-64.63;0.01;42.20;0.01;159.06;-0.02;Beam | 1 - IPE 500 | L : 4.000 m
1;33;37;4.000;;-64.63;0.01;42.20;0.01;159.06;-0.02;Beam | 1 - IPE 500 | L : 4.000 m
1;84;49;0.000;;-52.06;-0.01;48.39;-0.01;-106.21;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;84;50;1.650;;-51.82;-0.01;46.44;0.00;-27.96;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;85;50;0.000;;-51.01;0.00;37.94;0.00;-28.27;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;85;51;1.650;;-50.81;0.00;35.93;0.00;32.69;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;86;51;0.000;;-50.01;-0.03;27.43;-0.01;32.38;0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;86;34;0.075;;-50.00;-0.03;27.34;-0.01;34.43;0.03;Beam | 1 - IPE 500 | L : 0.075 m
1;87;52;0.000;;-47.27;0.11;-2.27;0.02;107.72;-0.13;Beam | 1 - IPE 500 | L : 0.150 m
1;87;;0.075;;-47.26;0.11;-2.37;0.02;107.54;-0.14;Beam | 1 - IPE 500 | L : 0.150 m
1;87;;0.075;;-47.26;0.11;-2.37;0.02;107.54;-0.14;Beam | 1 - IPE 500 | L : 0.150 m
1;87;35;0.150;;-47.25;0.11;-2.46;0.02;107.36;-0.15;Beam | 1 - IPE 500 | L : 0.150 m
1;88;53;0.000;;-47.98;0.06;5.85;0.00;100.06;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;88;;0.795;;-47.89;0.06;4.84;0.00;104.31;-0.07;Beam | 1 - IPE 500 | L : 1.650 m
1;88;;0.825;;-47.88;0.06;4.79;0.00;104.45;-0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;88;;0.825;;-47.88;0.06;4.79;0.00;104.45;-0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;88;52;1.650;;-47.79;0.06;3.62;0.00;107.91;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;89;54;0.000;;-48.98;0.03;16.44;0.00;74.95;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;89;53;1.650;;-48.81;0.03;14.36;0.00;100.37;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;91;55;0.000;;-52.13;0.00;48.45;0.00;-106.39;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;91;57;1.650;;-51.88;0.00;46.50;0.00;-28.04;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;94;57;0.000;;-51.07;0.00;38.00;0.00;-28.35;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;94;58;1.650;;-50.88;0.00;35.98;0.00;32.70;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;96;58;0.000;;-50.07;-0.01;27.49;0.00;32.39;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;96;27;0.075;;-50.06;-0.01;27.39;0.00;34.44;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;98;59;0.000;;-49.04;0.01;16.47;0.00;75.02;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;98;60;1.650;;-48.87;0.01;14.39;0.00;100.49;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;100;60;0.000;;-48.04;0.01;5.88;0.00;100.18;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;100;;0.795;;-47.95;0.01;4.87;0.00;104.45;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;100;;0.825;;-47.94;0.01;4.82;0.00;104.59;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;100;;0.825;;-47.94;0.01;4.82;0.00;104.59;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;100;63;1.650;;-47.85;0.01;3.65;0.00;108.08;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;109;74;0.000;;-48.49;0.00;-9.70;0.00;108.21;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;109;;0.825;;-48.58;0.00;-10.76;0.00;99.77;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;109;;0.825;;-48.58;0.00;-10.76;0.00;99.77;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;109;73;1.650;;-48.67;0.00;-11.81;0.00;90.46;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;110;73;0.000;;-49.49;0.01;-20.40;0.00;90.35;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;110;;0.787;;-49.57;0.01;-21.40;0.00;73.89;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;110;;0.787;;-49.57;0.01;-21.40;0.00;73.89;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;110;29;1.575;;-49.65;0.01;-22.39;0.00;56.64;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;111;72;0.000;;-50.52;-0.01;-31.54;0.00;54.80;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;111;;0.825;;-50.60;-0.01;-32.58;0.00;28.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;111;;0.825;;-50.60;-0.01;-32.58;0.00;28.35;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;111;71;1.650;;-50.69;-0.01;-33.60;0.00;1.05;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;112;71;0.000;;-51.50;0.00;-42.19;0.00;0.93;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;112;;0.825;;-51.60;0.00;-43.20;0.00;-34.30;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;112;;0.825;;-51.60;0.00;-43.20;0.00;-34.30;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;112;69;1.650;;-51.72;0.00;-44.19;0.00;-70.35;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;113;69;0.000;;-52.53;0.01;-52.79;0.01;-70.47;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;113;;0.645;;-52.63;0.00;-53.55;0.01;-104.77;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;113;;0.825;;-52.67;0.00;-53.76;0.01;-114.43;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;113;;0.825;;-52.67;0.00;-53.76;0.01;-114.43;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;113;30;1.650;;-52.82;0.00;-54.72;0.01;-159.18;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;114;67;0.000;;-48.44;-0.03;-9.69;0.00;108.06;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;114;;0.825;;-48.53;-0.03;-10.74;0.00;99.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;114;;0.825;;-48.53;-0.03;-10.74;0.00;99.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;114;68;1.650;;-48.62;-0.03;-11.80;0.00;90.33;0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;115;68;0.000;;-49.44;0.02;-20.39;0.01;90.21;0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;115;;0.787;;-49.52;0.02;-21.39;0.01;73.76;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;115;;0.787;;-49.52;0.02;-21.39;0.01;73.76;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;115;36;1.575;;-49.60;0.01;-22.38;0.01;56.52;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;116;66;0.000;;-50.46;-0.03;-31.49;0.00;54.69;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;116;;0.825;;-50.55;-0.02;-32.52;0.00;28.29;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;116;;0.825;;-50.55;-0.02;-32.52;0.00;28.29;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;116;65;1.650;;-50.64;-0.02;-33.54;0.00;1.03;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;117;65;0.000;;-51.45;0.01;-42.13;0.01;0.92;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;117;;0.825;;-51.55;0.00;-43.14;0.01;-34.26;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;117;;0.825;;-51.55;0.00;-43.14;0.01;-34.26;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;117;64;1.650;;-51.67;0.00;-44.13;0.01;-70.27;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;118;64;0.000;;-52.48;0.05;-52.73;0.02;-70.39;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;118;;0.645;;-52.58;0.04;-53.49;0.02;-104.65;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;118;;0.825;;-52.62;0.03;-53.70;0.02;-114.30;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;118;;0.825;;-52.62;0.03;-53.70;0.02;-114.30;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;118;37;1.650;;-52.77;0.02;-54.66;0.03;-159.00;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;120;63;0.000;;-47.33;0.03;-2.24;0.00;107.88;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;120;;0.075;;-47.32;0.03;-2.34;0.00;107.71;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;120;;0.075;;-47.32;0.03;-2.34;0.00;107.71;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;120;28;0.150;;-47.31;0.03;-2.43;0.00;107.53;-0.04;Beam | 1 - IPE 500 | L : 0.150 m
1;122;76;0.000;;-47.46;-0.01;1.00;0.00;108.42;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;122;;0.825;;-47.56;-0.01;-0.05;0.00;108.81;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;122;;0.825;;-47.56;-0.01;-0.05;0.00;108.81;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;122;74;1.650;;-47.66;-0.01;-1.11;0.00;108.33;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;123;62;0.000;;-47.40;-0.05;1.01;0.00;108.24;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
1;123;;0.825;;-47.50;-0.05;-0.04;0.00;108.65;-0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;123;;0.825;;-47.50;-0.05;-0.04;0.00;108.65;-0.08;Beam | 1 - IPE 500 | L : 1.650 m
1;123;67;1.650;;-47.60;-0.05;-1.10;-0.01;108.17;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;136;83;0.000;;-54.25;0.01;49.39;0.00;-108.33;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;136;84;1.650;;-54.00;0.01;47.44;0.00;-28.43;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;137;84;0.000;;-53.19;0.01;38.94;0.00;-28.74;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;137;85;1.650;;-53.00;0.01;36.93;0.00;33.87;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;138;85;0.000;;-52.19;0.01;28.43;0.00;33.56;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;138;20;0.075;;-52.19;0.01;28.34;0.00;35.69;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;139;86;0.000;;-51.45;-0.02;16.73;0.00;76.67;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;139;87;1.650;;-51.28;-0.02;14.64;0.00;102.56;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;140;87;0.000;;-50.45;-0.03;6.13;0.00;102.25;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;140;;0.795;;-50.36;-0.03;5.12;0.00;106.72;0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;140;;0.825;;-50.35;-0.03;5.07;0.00;106.87;0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;140;;0.825;;-50.35;-0.03;5.07;0.00;106.87;0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;140;89;1.650;;-50.26;-0.03;3.90;0.00;110.56;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;141;89;0.000;;-49.74;-0.06;-2.00;-0.01;110.37;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;141;;0.075;;-49.73;-0.06;-2.09;-0.01;110.21;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;141;;0.075;;-49.73;-0.06;-2.09;-0.01;110.21;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;141;21;0.150;;-49.72;-0.06;-2.19;-0.01;110.05;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;142;100;0.000;;-50.09;0.04;0.75;0.00;110.90;0.06;Beam | 1 - IPE 500 | L : 1.650 m
1;142;;0.825;;-50.19;0.04;-0.31;0.00;111.08;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;142;;0.825;;-50.19;0.04;-0.31;0.00;111.08;0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;142;99;1.650;;-50.29;0.04;-1.37;0.00;110.38;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;143;99;0.000;;-51.12;0.02;-9.96;0.00;110.26;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;143;;0.825;;-51.21;0.02;-11.02;0.00;101.60;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;143;;0.825;;-51.21;0.02;-11.02;0.00;101.60;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;143;98;1.650;;-51.30;0.02;-12.08;0.00;92.07;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
1;144;98;0.000;;-52.12;0.00;-20.67;0.00;91.95;-0.04;Beam | 1 - IPE 500 | L : 1.575 m
1;144;;0.787;;-52.20;0.00;-21.67;0.00;75.28;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;144;;0.787;;-52.20;0.00;-21.67;0.00;75.28;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;144;22;1.575;;-52.28;0.00;-22.67;0.00;57.82;-0.03;Beam | 1 - IPE 500 | L : 1.575 m
1;145;97;0.000;;-53.03;0.00;-32.50;0.00;55.91;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;145;;0.825;;-53.11;0.00;-33.53;0.00;28.67;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;145;;0.825;;-53.11;0.00;-33.53;0.00;28.67;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;145;96;1.650;;-53.20;0.00;-34.55;0.00;0.58;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;146;96;0.000;;-54.01;-0.01;-43.15;0.00;0.46;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;146;;0.825;;-54.11;-0.01;-44.16;0.00;-35.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;146;;0.825;;-54.11;-0.01;-44.16;0.00;-35.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;146;95;1.650;;-54.23;-0.01;-45.15;0.00;-72.41;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;147;95;0.000;;-55.04;-0.04;-53.74;-0.01;-72.52;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;147;;0.645;;-55.15;-0.03;-54.50;-0.01;-107.44;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;147;;0.825;;-55.18;-0.03;-54.71;-0.01;-117.27;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;147;;0.825;;-55.18;-0.03;-54.71;-0.01;-117.27;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;147;23;1.650;;-55.34;-0.02;-55.67;-0.01;-162.81;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;162;111;0.000;;-54.19;0.01;49.34;0.00;-108.21;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;162;112;1.650;;-53.95;0.01;47.39;0.00;-28.38;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;163;112;0.000;;-53.14;0.00;38.89;0.00;-28.69;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
