Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;0.94;-0.45;3.30;0.01;-2.21;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;0.98;-0.16;2.90;0.00;2.91;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;1.28;-0.25;-0.09;-0.02;2.86;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;1.29;0.01;-0.24;-0.01;2.75;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.30;0.11;-0.29;-0.01;2.70;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.30;0.11;-0.29;-0.01;2.70;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;1.32;0.42;-0.50;-0.01;2.37;0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;1.62;0.33;-3.49;-0.03;2.31;0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;1.66;0.62;-3.89;-0.03;-3.77;-0.44;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.96;0.24;-6.89;-0.10;-3.83;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.96;0.25;-6.89;-0.10;-4.08;-0.45;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.96;0.25;-6.89;-0.10;-4.08;-0.45;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.96;0.25;-6.90;-0.10;-4.34;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-0.08;-0.52;4.03;0.02;-4.72;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-0.04;-0.24;3.64;0.02;1.32;0.20;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;0.26;-0.28;0.65;0.00;1.27;0.20;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;0.27;0.00;0.48;0.00;1.66;0.30;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;0.30;0.39;0.25;0.01;2.01;0.10;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;0.60;0.38;-2.74;0.00;1.95;0.10;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;0.64;0.67;-3.15;0.00;-2.91;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;0.82;0.60;-4.98;-0.01;-2.94;-0.83;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;0.82;0.60;-5.02;-0.01;-3.69;-0.92;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;1.59;-0.68;3.23;0.00;-2.98;-0.86;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;1.55;-0.39;2.82;0.00;2.01;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;1.25;-0.40;-0.17;0.00;2.06;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;1.23;-0.01;-0.40;0.00;1.79;0.30;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;1.21;0.27;-0.57;0.00;1.45;0.20;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;0.92;0.23;-3.56;-0.02;1.51;0.20;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;0.87;0.51;-3.95;-0.02;-4.41;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.97;-0.26;7.02;0.10;-4.49;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.97;-0.26;7.02;0.10;-4.49;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.67;-0.63;4.02;0.03;-4.17;-0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;1.63;-0.34;3.62;0.03;2.13;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;1.33;-0.43;0.63;0.01;2.18;0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.31;-0.12;0.42;0.01;2.61;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.31;-0.12;0.42;0.01;2.61;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;1.31;-0.02;0.37;0.01;2.70;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;1.29;0.24;0.22;0.02;2.88;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;0.99;0.14;-2.77;0.00;2.94;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;0.96;0.44;-3.17;-0.01;-1.96;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-0.08;-0.52;4.03;0.02;-4.72;-0.47;Beam | 3 - HEA 140 | L : 1.575 m
1;192;145;1.650;V_y;0.64;0.67;-3.15;0.00;-2.91;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;194;156;0.000;V_y;1.59;-0.68;3.23;0.00;-2.98;-0.86;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.96;0.25;-6.90;-0.10;-4.34;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.96;0.24;-6.89;-0.10;-3.83;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;0.99;0.14;-2.77;0.00;2.94;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.612;M_z;1.29;0.01;-0.24;-0.01;2.75;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;1.97;0.67;7.03;0.10;2.94;0.65;
1;;;;;-0.08;-0.68;-6.90;-0.10;-4.75;-0.95;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-34.32;-0.22;35.29;-0.09;-68.90;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-34.16;-0.31;33.83;-0.12;-11.87;0.33;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-33.58;-0.19;27.84;-0.09;-12.09;0.33;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-33.44;-0.24;26.35;-0.10;32.62;0.70;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-32.86;0.20;20.37;0.04;32.40;0.70;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-32.86;0.20;20.30;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-19.75;0.20;12.02;0.06;63.20;0.53;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-19.61;0.23;10.51;0.05;81.80;0.07;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-19.03;0.33;4.53;0.07;81.58;0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-18.88;0.34;3.01;0.04;87.80;-0.65;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-18.52;0.47;-0.66;0.08;87.66;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-18.50;0.47;-0.80;0.08;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-18.48;-0.47;0.98;-0.07;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-18.49;-0.47;0.84;-0.08;87.69;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-18.86;-0.35;-2.83;-0.04;87.64;-0.66;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-19.00;-0.34;-4.34;-0.07;81.72;0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-19.59;-0.24;-10.33;-0.05;81.64;0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-19.72;-0.21;-11.84;-0.06;63.35;0.53;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-20.31;-0.09;-17.83;-0.03;63.27;0.52;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-20.43;-0.06;-19.26;-0.03;34.06;0.69;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-32.84;-0.20;-20.11;-0.03;34.06;0.69;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-32.85;-0.20;-20.18;-0.03;32.55;0.71;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-33.42;0.22;-26.16;0.10;32.47;0.69;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-33.56;0.18;-27.66;0.09;-11.94;0.33;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-34.14;0.29;-33.64;0.12;-12.02;0.32;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-34.31;0.21;-35.11;0.09;-68.75;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-34.89;0.40;-41.10;0.15;-68.83;0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-35.10;0.23;-42.53;0.11;-137.83;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
