Node No.;Displacements [mm];;;;Rotations [mrad];;;
43;5.1;-0.1;-5.1;0.1;-14.5;-0.5;-1.5;
44;2.3;0.5;-2.2;0.0;1.7;2.5;4.8;
45;0.0;0.0;0.0;0.0;-3.2;-2.3;0.0;
46;0.0;0.0;0.0;0.0;-4.0;0.0;0.0;
47;0.0;0.0;0.0;0.0;-5.3;0.0;0.0;
48;0.0;0.0;0.0;0.0;-4.0;0.0;0.0;
49;6.8;-2.7;-3.3;5.3;-5.8;-4.0;-0.1;
50;13.7;-2.0;-4.2;12.9;-9.9;-4.8;0.5;
51;21.4;-1.2;-4.9;20.9;-13.1;-4.6;1.0;
52;34.6;0.0;-6.3;34.0;-6.5;-0.2;0.1;
53;32.7;-0.2;-5.6;32.3;-9.0;-1.9;0.6;
54;28.2;-0.6;-5.2;27.7;-11.3;-3.5;0.9;
55;6.7;-2.7;-3.2;5.2;-6.0;-4.0;0.0;
57;13.6;-2.0;-4.1;12.8;-10.2;-4.8;0.6;
58;21.3;-1.2;-4.7;20.7;-13.5;-4.5;1.1;
59;27.9;-0.6;-5.0;27.5;-11.9;-3.5;1.0;
60;32.5;-0.2;-5.3;32.0;-9.7;-1.9;0.7;
62;34.6;0.0;-6.3;34.0;-6.5;0.2;-0.1;
63;34.3;0.0;-6.1;33.8;-7.2;-0.2;0.1;
64;6.8;2.7;-3.3;5.3;-5.7;4.0;0.1;
65;13.7;2.0;-4.2;12.9;-9.7;4.8;-0.5;
66;21.4;1.2;-4.9;20.9;-12.8;4.6;-1.0;
67;32.7;0.1;-5.6;32.3;-8.9;1.9;-0.6;
68;28.2;0.6;-5.3;27.7;-11.1;3.5;-0.9;
69;6.7;2.7;-3.2;5.2;-6.0;4.0;0.0;
71;13.6;2.0;-4.1;12.8;-10.0;4.8;-0.5;
72;21.3;1.2;-4.7;20.7;-13.2;4.5;-1.1;
73;27.9;0.6;-5.0;27.5;-11.7;3.5;-1.0;
74;32.5;0.1;-5.3;32.0;-9.6;1.9;-0.7;
76;34.3;0.0;-6.1;33.8;-7.2;0.2;-0.1;
83;6.4;-2.5;-3.1;5.1;-6.3;-3.8;0.0;
84;13.0;-1.8;-3.9;12.3;-10.6;-4.5;0.6;
85;20.3;-1.1;-4.5;19.8;-14.0;-4.3;1.2;
86;26.5;-0.5;-4.7;26.1;-12.6;-3.2;1.1;
87;30.7;-0.1;-5.0;30.3;-10.6;-1.8;0.8;
89;32.4;0.0;-5.8;31.9;-7.9;-0.1;0.1;
95;6.4;2.5;-3.1;5.1;-6.2;3.8;0.0;
96;13.0;1.8;-3.9;12.3;-10.4;4.5;-0.6;
97;20.3;1.1;-4.5;19.8;-13.7;4.3;-1.1;
98;26.5;0.5;-4.7;26.1;-12.5;3.2;-1.1;
99;30.7;0.1;-5.0;30.3;-10.5;1.8;-0.8;
100;32.4;0.0;-5.8;31.9;-7.9;0.1;-0.1;
111;7.0;-3.0;-2.8;5.6;-7.0;-4.2;0.1;
112;14.4;-2.2;-3.7;13.7;-11.3;-5.2;0.7;
113;22.7;-1.4;-4.2;22.3;-14.6;-4.9;1.2;
114;30.0;-0.7;-4.5;29.7;-13.3;-3.8;1.2;
115;35.0;-0.2;-4.8;34.7;-11.2;-2.1;0.8;
116;12.0;0.0;-11.3;4.0;15.8;-1.4;-4.2;
117;37.1;0.0;-5.6;36.7;-8.4;-0.2;0.1;
118;11.9;0.6;-11.4;3.5;9.7;1.7;-0.1;
119;5.9;0.1;-5.9;0.2;-10.3;0.9;1.3;
120;8.9;-0.1;-8.8;1.4;-1.7;-1.1;-0.8;
121;9.5;0.2;-9.3;1.8;1.2;0.7;0.8;
122;6.9;0.0;-6.9;0.1;-4.9;0.3;0.3;
123;6.9;3.0;-2.8;5.6;-7.0;4.2;0.0;
124;14.4;2.2;-3.7;13.7;-11.1;5.2;-0.7;
125;22.7;1.4;-4.2;22.3;-14.4;4.9;-1.2;
126;30.0;0.7;-4.5;29.7;-13.1;3.8;-1.2;
127;35.0;0.2;-4.8;34.7;-11.1;2.1;-0.8;
128;37.1;0.0;-5.6;36.7;-8.4;0.2;-0.1;
129;12.0;-0.1;-11.3;3.9;16.5;1.3;4.2;
130;11.9;-0.6;-11.4;3.4;9.9;-1.8;0.0;
131;5.9;-0.1;-5.9;0.2;-10.2;-0.7;-1.3;
132;8.8;0.0;-8.7;1.5;-1.7;1.1;0.8;
133;9.4;-0.4;-9.2;1.9;1.0;-0.8;-0.8;
134;6.9;-0.1;-6.9;0.2;-5.0;-0.3;-0.2;
139;7.1;0.0;-6.2;3.5;2.0;-1.3;-2.1;
140;7.6;0.5;-6.9;3.1;-2.4;1.5;0.1;
141;4.7;0.1;-4.7;0.2;-13.5;0.8;1.3;
142;6.2;-0.1;-6.0;1.5;-9.3;-1.1;0.6;
143;6.4;0.3;-6.1;1.9;-7.5;0.8;1.2;
145;5.8;0.0;-5.8;0.1;-7.8;0.3;0.2;
151;7.0;-0.1;-6.2;3.4;2.4;1.2;2.1;
152;7.6;-0.6;-6.9;3.0;-2.3;-1.6;-0.1;
153;4.7;-0.1;-4.7;0.1;-13.3;-0.6;-1.3;
154;6.1;0.0;-5.9;1.6;-9.3;1.1;-0.6;
155;6.4;-0.4;-6.1;2.0;-7.6;-0.8;-1.2;
156;5.8;-0.1;-5.8;0.2;-7.8;-0.3;-0.1;
Total;37.1;3.5;0.0;36.7;16.5;5.2;4.8;
max/min;0.0;-3.5;-11.4;0.0;-15.3;-5.2;-4.8;
