Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
1;2;4.000;M_z;-3.70;2.03;-1.58;0.00;-1.68;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-3.70;2.03;1.57;0.01;1.08;2.84;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.91;-3.19;-1.58;0.00;-1.68;-0.17;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;-3.22;-1.01;2.12;0.07;-0.47;1.00;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;-3.22;-1.01;2.12;0.07;-0.47;1.00;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;-3.22;-0.87;2.08;0.07;-0.09;1.17;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;-3.20;-0.11;1.91;0.06;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;-3.24;-1.33;2.32;0.07;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-3.20;-0.11;2.32;0.07;1.21;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;-3.24;-1.33;1.91;0.06;-2.30;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;-3.24;-1.47;2.16;0.04;-0.71;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.787;;-3.24;-1.47;2.16;0.04;-0.71;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-3.25;-1.55;2.21;0.04;-1.14;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-3.22;-0.93;1.97;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-3.26;-1.66;2.35;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-3.22;-0.93;2.35;0.04;0.92;0.33;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-3.26;-1.66;1.97;0.04;-2.48;-1.91;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;1.05;-0.78;3.25;0.04;-1.85;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;1.05;-0.78;3.25;0.04;-1.85;-1.06;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;1.05;-0.77;3.23;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;1.06;-0.78;3.27;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;1.06;-0.77;3.27;0.04;-1.61;-1.00;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;1.05;-0.78;3.23;0.04;-2.10;-1.12;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.16;-0.21;4.08;0.19;-2.73;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.16;-0.21;4.08;0.19;-2.73;-1.06;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.16;-0.21;4.07;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.16;-0.21;4.09;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.16;-0.21;4.09;0.19;-2.58;-1.05;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.16;-0.21;4.07;0.19;-2.88;-1.08;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-3.71;-0.20;0.47;0.00;1.26;1.19;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-3.71;-0.20;0.47;0.00;1.26;1.19;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-3.64;-0.02;0.36;0.00;1.36;1.21;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-3.86;-0.59;0.72;0.00;0.96;0.99;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-3.35;0.56;0.04;0.00;1.53;0.94;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-4.16;-1.38;1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-3.64;-0.02;0.36;0.00;1.36;1.21;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-2.95;0.85;-0.14;0.00;1.42;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-2.95;0.85;1.21;0.00;1.53;1.21;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-4.16;-1.38;-0.14;0.00;0.00;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-7.44;0.00;0.70;0.00;5.07;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-7.29;0.00;-0.52;0.00;5.11;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-6.59;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-6.59;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-6.59;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-6.59;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-6.59;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-7.36;0.00;0.04;0.00;5.17;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-7.36;0.00;0.04;0.00;5.17;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-7.96;0.00;5.14;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_z;-7.36;0.00;0.04;0.00;5.17;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-6.59;0.00;5.14;0.00;5.17;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-7.96;0.00;-3.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-11.27;0.00;0.00;0.00;5.15;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-10.42;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-10.42;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-10.42;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-10.42;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-10.42;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.000;M_T;-11.34;0.00;0.49;0.00;5.09;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-11.27;0.00;0.00;0.00;5.15;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-11.94;0.00;4.59;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-11.19;0.00;-0.51;0.00;5.08;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-10.42;0.00;4.59;0.00;5.15;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-11.94;0.00;-2.75;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-7.61;0.00;0.43;0.00;3.12;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-7.46;0.00;-0.32;0.00;3.14;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-6.77;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-6.77;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-6.77;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-6.77;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-6.77;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-7.53;0.00;0.02;0.00;3.18;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-7.53;0.00;0.02;0.00;3.18;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-8.13;0.00;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.500;M_z;-7.38;0.00;-0.68;0.00;3.01;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-6.77;0.00;3.16;0.00;3.18;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-8.13;0.00;-1.89;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-33.70;0.11;-16.85;0.00;-22.72;-0.43;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-33.70;0.10;-16.85;0.00;-22.72;-0.43;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.000;M_T;-34.15;0.23;-15.71;0.00;-14.58;-0.35;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-35.06;0.47;-13.44;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-31.46;-0.44;-19.66;0.01;-69.56;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-33.25;-0.01;-17.87;0.00;-31.41;-0.45;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-31.46;0.47;-13.44;0.01;0.00;0.01;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-35.06;-0.44;-19.66;0.00;-69.56;-0.45;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-26.85;0.02;24.61;0.01;-49.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;;1.005;;-26.83;0.02;24.44;0.01;-44.60;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-26.93;0.01;25.34;0.01;-69.63;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-26.77;0.02;23.86;0.01;-29.02;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-26.77;0.02;25.34;0.01;-29.02;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-26.93;0.01;23.86;0.01;-69.63;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-25.57;0.00;9.42;0.01;36.77;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-25.57;0.00;9.42;0.01;36.77;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-25.64;0.00;10.14;0.01;29.07;0.00;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-25.51;0.01;8.70;0.01;43.91;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
