Node No.;Displacements [mm];;;;Rotations [mrad];;;
38;0.0;0.0;0.0;0.0;-0.3;-2.8;0.0;
39;0.0;0.0;0.0;0.0;-2.0;1.9;0.0;
40;1.6;-0.5;-1.5;0.1;1.1;-2.5;-2.9;
41;3.2;0.1;-3.2;0.1;-8.8;0.7;0.9;
42;4.1;0.0;-4.1;0.1;-4.0;0.1;0.0;
43;3.2;-0.1;-3.2;0.1;-8.6;-0.5;-0.9;
44;1.5;0.5;-1.4;0.1;1.1;2.6;2.9;
45;0.0;0.0;0.0;0.0;-2.0;-2.0;0.0;
46;0.0;0.0;0.0;0.0;-2.5;-0.5;0.0;
47;0.0;0.0;0.0;0.0;-3.3;-0.6;0.0;
48;0.0;0.0;0.0;0.0;-2.5;-0.5;0.0;
49;8.3;-3.3;-2.1;7.3;-3.3;-5.5;-0.1;
50;18.0;-2.3;-2.6;17.7;-5.8;-6.6;0.3;
51;28.8;-1.3;-3.0;28.6;-7.8;-6.2;0.6;
52;46.6;0.4;-3.9;46.5;-3.9;-0.2;0.0;
53;44.3;0.2;-3.5;44.1;-5.4;-2.6;0.4;
54;38.0;-0.4;-3.3;37.9;-6.7;-4.8;0.6;
55;8.2;-3.3;-2.0;7.3;-3.5;-5.5;0.0;
57;18.0;-2.3;-2.6;17.6;-6.0;-6.6;0.3;
58;28.7;-1.3;-2.9;28.5;-8.0;-6.2;0.6;
59;37.9;-0.4;-3.1;37.8;-7.1;-4.7;0.6;
60;44.1;0.2;-3.3;44.0;-5.8;-2.6;0.4;
62;46.6;0.4;-3.9;46.5;-3.9;0.3;0.0;
63;46.4;0.4;-3.7;46.3;-4.3;-0.2;0.0;
64;8.5;4.1;-2.1;7.1;-3.3;5.4;0.1;
65;18.0;3.1;-2.6;17.5;-5.7;6.6;-0.3;
66;28.6;2.1;-3.0;28.4;-7.6;6.2;-0.6;
67;44.2;0.6;-3.5;44.0;-5.3;2.7;-0.4;
68;37.9;1.2;-3.3;37.7;-6.6;4.8;-0.5;
69;8.5;4.1;-2.0;7.1;-3.4;5.4;0.0;
71;17.9;3.1;-2.6;17.4;-5.9;6.6;-0.3;
72;28.5;2.1;-2.9;28.3;-7.9;6.2;-0.6;
73;37.7;1.2;-3.1;37.6;-7.0;4.8;-0.6;
74;44.0;0.6;-3.3;43.9;-5.7;2.7;-0.4;
76;46.4;0.4;-3.7;46.3;-4.3;0.3;0.0;
83;8.1;-3.2;-1.9;7.2;-3.7;-5.4;0.0;
84;17.7;-2.2;-2.5;17.4;-6.3;-6.5;0.4;
85;28.3;-1.2;-2.8;28.1;-8.3;-6.1;0.7;
86;37.3;-0.3;-3.0;37.2;-7.5;-4.6;0.7;
87;43.3;0.2;-3.1;43.2;-6.3;-2.5;0.5;
89;45.6;0.4;-3.6;45.5;-4.7;-0.2;0.1;
95;8.3;4.0;-1.9;7.0;-3.6;5.3;0.0;
96;17.6;3.0;-2.5;17.2;-6.2;6.5;-0.3;
97;28.1;2.0;-2.8;27.9;-8.2;6.1;-0.7;
98;37.1;1.1;-3.0;37.0;-7.4;4.7;-0.7;
99;43.2;0.6;-3.1;43.1;-6.2;2.6;-0.5;
100;45.6;0.4;-3.6;45.4;-4.7;0.2;-0.1;
111;8.5;-3.5;-1.8;7.5;-4.1;-5.7;0.0;
112;18.6;-2.4;-2.3;18.3;-6.7;-6.8;0.4;
113;29.8;-1.3;-2.7;29.7;-8.7;-6.5;0.7;
114;39.4;-0.4;-2.8;39.3;-7.9;-5.0;0.7;
115;45.9;0.2;-3.0;45.8;-6.7;-2.8;0.5;
116;8.5;0.1;-6.9;4.9;9.7;-1.8;-2.6;
117;48.4;0.4;-3.5;48.3;-5.0;-0.2;0.1;
118;8.3;0.8;-7.0;4.4;6.0;2.2;-0.1;
119;3.7;0.1;-3.7;0.2;-6.1;1.0;0.8;
120;5.9;-0.1;-5.4;2.2;-1.0;-1.6;-0.5;
121;6.4;0.4;-5.7;2.8;0.8;1.1;0.5;
122;4.3;0.1;-4.3;0.2;-2.9;0.5;0.2;
123;8.7;4.3;-1.8;7.4;-4.1;5.6;0.0;
124;18.5;3.3;-2.3;18.1;-6.6;6.8;-0.4;
125;29.6;2.2;-2.7;29.4;-8.6;6.5;-0.7;
126;39.3;1.3;-2.8;39.2;-7.8;5.0;-0.7;
127;45.8;0.6;-3.0;45.7;-6.6;2.8;-0.5;
128;48.4;0.4;-3.5;48.3;-5.0;0.3;-0.1;
129;8.5;-0.2;-6.9;4.9;10.1;1.7;2.5;
130;8.3;-0.8;-7.0;4.4;6.1;-2.3;0.0;
131;3.6;-0.2;-3.6;0.2;-6.0;-0.8;-0.8;
132;5.8;0.0;-5.3;2.3;-0.9;1.6;0.5;
133;6.3;-0.5;-5.7;2.8;0.7;-1.2;-0.5;
134;4.2;-0.1;-4.2;0.2;-3.0;-0.4;-0.1;
139;5.9;0.1;-3.8;4.5;1.3;-1.8;-1.3;
140;6.0;0.7;-4.3;4.2;-1.4;2.1;0.1;
141;2.9;0.1;-2.9;0.2;-8.0;0.9;0.8;
142;4.4;-0.1;-3.7;2.3;-5.5;-1.6;0.4;
143;4.7;0.4;-3.8;2.8;-4.4;1.1;0.7;
145;3.6;0.1;-3.6;0.2;-4.7;0.5;0.1;
151;5.9;-0.2;-3.8;4.5;1.5;1.7;1.3;
152;6.0;-0.8;-4.3;4.1;-1.3;-2.2;-0.1;
153;2.9;-0.2;-2.9;0.2;-7.9;-0.7;-0.8;
154;4.3;0.0;-3.7;2.3;-5.5;1.6;-0.4;
155;4.8;-0.5;-3.8;2.8;-4.5;-1.2;-0.7;
156;3.6;-0.1;-3.6;0.2;-4.7;-0.4;-0.1;
Total;48.5;5.0;0.0;48.3;10.1;6.8;2.9;
max/min;0.0;-4.2;-7.0;0.0;-9.1;-6.8;-2.9;
