Node No.;Displacements [mm];;;;Rotations [mrad];;;
59;13.0;-0.1;-3.3;12.6;-7.8;-1.6;0.7;
60;15.0;0.1;-3.4;14.6;-6.3;-0.9;0.5;
62;16.1;0.1;-4.1;15.6;-4.1;0.1;0.0;
63;15.9;0.1;-3.9;15.4;-4.6;-0.1;0.1;
64;3.5;1.4;-2.2;2.4;-3.6;1.8;0.1;
65;6.6;1.1;-2.8;5.9;-6.3;2.2;-0.3;
66;10.1;0.7;-3.2;9.5;-8.3;2.1;-0.6;
67;15.2;0.2;-3.6;14.8;-5.7;0.9;-0.4;
68;13.1;0.4;-3.4;12.6;-7.2;1.6;-0.6;
69;3.5;1.4;-2.1;2.4;-3.8;1.8;0.0;
71;6.5;1.0;-2.7;5.8;-6.5;2.2;-0.4;
72;9.9;0.7;-3.1;9.4;-8.6;2.1;-0.7;
73;12.9;0.4;-3.3;12.5;-7.6;1.6;-0.7;
74;15.0;0.2;-3.4;14.6;-6.2;0.9;-0.5;
76;15.9;0.1;-3.9;15.4;-4.6;0.1;0.0;
83;3.2;-0.9;-2.0;2.3;-4.0;-1.7;0.0;
84;6.1;-0.6;-2.6;5.5;-6.9;-2.0;0.4;
85;9.4;-0.3;-2.9;8.9;-9.1;-1.9;0.8;
86;12.1;0.0;-3.1;11.7;-8.3;-1.4;0.8;
87;13.9;0.1;-3.2;13.5;-6.9;-0.8;0.5;
89;14.7;0.2;-3.7;14.2;-5.1;-0.1;0.1;
95;3.3;1.2;-2.0;2.2;-4.0;1.7;0.0;
96;6.1;0.9;-2.6;5.5;-6.8;2.0;-0.4;
97;9.3;0.6;-2.9;8.8;-9.0;1.9;-0.8;
98;12.0;0.4;-3.1;11.6;-8.1;1.4;-0.7;
99;13.9;0.2;-3.2;13.5;-6.8;0.8;-0.5;
100;14.7;0.2;-3.7;14.2;-5.1;0.1;-0.1;
111;3.5;-1.3;-1.8;2.7;-4.5;-2.0;0.0;
112;7.0;-0.9;-2.4;6.5;-7.3;-2.5;0.5;
113;11.0;-0.5;-2.8;10.6;-9.6;-2.3;0.8;
114;14.4;-0.2;-2.9;14.1;-8.7;-1.8;0.8;
115;16.8;0.1;-3.1;16.5;-7.3;-1.0;0.6;
116;7.8;0.0;-7.6;1.9;10.8;-0.6;-2.8;
117;17.8;0.2;-3.6;17.5;-5.4;-0.1;0.1;
118;7.8;0.3;-7.6;1.7;6.7;0.8;-0.1;
119;3.9;0.1;-3.9;0.1;-6.7;0.5;0.9;
120;5.8;-0.1;-5.8;0.5;-1.0;-0.4;-0.5;
121;6.2;0.1;-6.1;0.7;1.0;0.3;0.5;
122;4.5;0.0;-4.5;0.1;-3.1;0.1;0.2;
123;3.6;1.6;-1.8;2.6;-4.5;2.0;0.0;
124;7.0;1.2;-2.4;6.5;-7.2;2.4;-0.4;
125;10.9;0.8;-2.8;10.5;-9.4;2.3;-0.8;
126;14.4;0.5;-2.9;14.1;-8.6;1.8;-0.8;
127;16.8;0.3;-3.1;16.5;-7.2;1.0;-0.5;
128;17.8;0.2;-3.6;17.5;-5.4;0.1;-0.1;
129;7.8;-0.1;-7.6;1.9;11.3;0.6;2.8;
130;7.7;-0.3;-7.6;1.6;6.9;-0.8;0.0;
131;3.9;-0.1;-3.9;0.1;-6.6;-0.4;-0.9;
132;5.7;0.0;-5.7;0.6;-0.9;0.5;0.5;
133;6.1;-0.1;-6.0;0.8;0.9;-0.3;-0.5;
134;4.4;-0.1;-4.4;0.1;-3.1;-0.2;-0.1;
139;4.4;0.0;-4.1;1.6;1.5;-0.6;-1.4;
140;4.8;0.2;-4.6;1.4;-1.5;0.7;0.1;
141;3.1;0.1;-3.0;0.1;-8.8;0.4;0.9;
142;3.9;0.0;-3.9;0.5;-6.0;-0.4;0.4;
143;4.0;0.1;-4.0;0.7;-4.8;0.3;0.8;
145;3.7;0.0;-3.7;0.1;-5.0;0.1;0.2;
151;4.4;0.0;-4.1;1.5;1.8;0.5;1.4;
152;4.8;-0.3;-4.6;1.3;-1.3;-0.7;-0.1;
153;3.0;0.0;-3.0;0.1;-8.7;-0.2;-0.9;
154;3.9;0.0;-3.9;0.7;-6.0;0.5;-0.4;
155;4.1;-0.2;-3.9;0.9;-4.9;-0.3;-0.8;
156;3.7;-0.1;-3.7;0.1;-5.0;-0.2;-0.1;
Total;17.8;1.8;0.0;17.5;11.3;2.4;3.2;
max/min;0.0;-1.5;-7.6;0.0;-10.0;-2.5;-3.2;
