Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.1;0.8;0.0;
2;1.1;-0.2;-1.1;0.0;0.4;-0.9;-2.0;
3;2.8;0.0;-2.8;0.0;-10.0;0.3;1.0;
4;3.7;0.0;-3.7;0.1;-5.4;-0.1;0.0;
5;2.8;0.0;-2.8;0.0;-9.9;-0.2;-1.0;
6;1.1;0.2;-1.1;0.0;0.4;0.9;1.9;
7;0.0;0.0;0.0;0.0;-1.1;-0.8;0.0;
8;0.0;0.0;0.0;0.0;-1.5;-0.2;0.0;
9;0.0;0.0;0.0;0.0;-1.9;-0.2;0.0;
10;0.0;0.0;0.0;0.0;-1.5;-0.2;0.0;
11;0.0;0.0;0.0;0.0;-0.2;0.9;0.0;
12;1.9;-1.5;-1.1;0.1;-0.3;-0.9;-0.4;
13;11.2;-0.5;-2.8;10.8;-9.5;-2.3;0.8;
14;17.8;0.2;-3.7;17.5;-5.2;0.0;0.0;
15;11.1;0.8;-2.8;10.7;-9.4;2.3;-0.8;
16;2.1;1.8;-1.1;0.1;-0.3;0.9;0.4;
17;0.0;0.0;0.0;0.0;-0.2;-1.1;0.0;
18;0.0;0.0;0.0;0.0;-0.3;0.8;0.0;
19;1.7;-1.1;-1.3;0.1;-0.4;-0.8;-0.4;
20;9.5;-0.3;-2.9;9.0;-9.1;-1.9;0.8;
21;14.7;0.2;-3.8;14.2;-4.9;0.0;0.0;
22;9.4;0.6;-2.9;8.9;-8.9;1.9;-0.8;
23;2.0;1.4;-1.3;0.1;-0.4;0.7;0.4;
24;0.0;0.0;0.0;0.0;-0.3;-0.9;0.0;
25;0.0;0.0;0.0;0.0;-0.3;0.9;0.0;
26;1.9;-1.3;-1.4;0.1;-0.4;-0.8;-0.4;
27;10.1;-0.4;-3.1;9.6;-8.8;-2.1;0.7;
28;15.9;0.1;-4.0;15.4;-4.4;0.0;0.0;
29;10.1;0.7;-3.1;9.6;-8.6;2.1;-0.7;
30;2.1;1.6;-1.4;0.1;-0.4;0.8;0.4;
31;0.0;0.0;0.0;0.0;-0.3;-0.9;0.0;
32;0.0;0.0;0.0;0.0;-0.3;0.9;0.0;
33;2.0;-1.4;-1.5;0.1;-0.4;-0.8;-0.4;
34;10.3;-0.4;-3.2;9.7;-8.5;-2.1;0.7;
35;16.1;0.1;-4.1;15.6;-4.0;0.0;0.0;
36;10.2;0.7;-3.2;9.7;-8.3;2.1;-0.6;
37;2.2;1.6;-1.5;0.1;-0.4;0.8;0.4;
38;0.0;0.0;0.0;0.0;-0.3;-1.0;0.0;
39;0.0;0.0;0.0;0.0;-2.2;1.4;0.0;
40;1.6;-0.3;-1.5;0.0;1.2;-1.3;-3.2;
41;3.3;0.0;-3.3;0.0;-9.7;0.4;1.1;
42;4.3;0.0;-4.3;0.1;-4.3;-0.1;0.0;
43;3.3;0.0;-3.3;0.0;-9.5;-0.3;-1.0;
44;1.5;0.3;-1.5;0.0;1.2;1.3;3.2;
45;0.0;0.0;0.0;0.0;-2.2;-1.4;0.0;
46;0.0;0.0;0.0;0.0;-2.7;-0.2;0.0;
47;0.0;0.0;0.0;0.0;-3.6;-0.2;0.0;
48;0.0;0.0;0.0;0.0;-2.7;-0.2;0.0;
49;3.5;-1.1;-2.2;2.4;-3.6;-1.8;0.0;
50;6.6;-0.8;-2.8;5.9;-6.4;-2.2;0.3;
51;10.1;-0.4;-3.2;9.6;-8.5;-2.1;0.7;
52;16.1;0.1;-4.1;15.6;-4.2;-0.1;0.0;
53;15.2;0.1;-3.6;14.8;-5.8;-0.9;0.4;
54;13.2;-0.1;-3.4;12.7;-7.3;-1.6;0.6;
55;3.4;-1.1;-2.1;2.4;-3.8;-1.8;0.0;
57;6.5;-0.8;-2.7;5.9;-6.6;-2.2;0.4;
58;10.0;-0.4;-3.1;9.5;-8.8;-2.1;0.7;
