Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
2;2;0.000;φ_z;1.7;-0.5;-1.6;0.0;-2.3;-2.5;-4.6;CO17
Total;;;;9.6;0.6;8.2;4.8;29.3;-0.1;4.6;
2;;;;1.7;-0.5;-5.9;0.0;-16.3;-3.2;-4.6;
;;;;;;;;;;;
3;3;0.000;max;7.6;0.5;7.6;0.2;15.2;0.8;0.7;
3;3;0.000;min;7.3;-0.5;-7.3;0.1;-15.4;0.1;-0.2;
3;;0.647;max;7.9;0.5;7.9;0.6;10.0;-0.3;0.9;
3;;0.647;min;7.5;-0.5;-7.5;0.0;-12.9;-1.4;-1.0;
3;;0.787;max;8.1;0.5;8.0;0.9;8.8;-0.4;1.0;
3;;0.787;min;7.6;-0.5;-7.5;0.1;-12.4;-1.6;-1.2;
3;;0.787;max;8.1;0.5;8.0;0.9;8.8;-0.4;1.0;
3;;0.787;min;7.6;-0.5;-7.5;0.1;-12.4;-1.6;-1.2;
3;142;1.575;max;9.2;0.5;8.8;2.4;11.9;-0.6;0.9;
3;142;1.575;min;7.9;-0.5;-7.9;0.6;-9.3;-1.6;-1.3;
Extremes;3;0.000;u_x;7.6;0.5;7.6;0.2;15.2;0.8;0.7;CO17
3;142;1.575;u_x;7.9;-0.5;-7.9;0.6;-9.3;-1.6;-1.3;CO15
3;142;1.575;u_y;9.2;0.5;8.8;2.4;11.9;-0.6;0.9;CO16
3;142;1.575;u_y;7.9;-0.5;-7.9;0.6;-9.3;-1.6;-1.3;CO18
3;142;1.575;u_z;9.2;0.5;8.8;2.4;11.9;-0.6;0.9;CO7
3;;0.315;u_z;7.4;-0.5;-7.4;0.0;-14.2;-0.6;-0.3;CO10
3;3;0.000;φ_x;7.6;0.5;7.6;0.2;15.2;0.8;0.7;CO16
3;3;0.000;φ_x;7.3;-0.5;-7.3;0.1;-15.4;0.1;-0.2;CO19
3;3;0.000;φ_y;7.6;0.5;7.6;0.2;15.2;0.8;0.7;CO5
3;;1.181;φ_y;7.7;-0.5;-7.7;0.3;-10.9;-1.9;-1.4;CO3
3;;1.102;φ_z;8.5;0.5;8.4;1.5;7.7;-0.6;1.1;CO16
3;;1.260;φ_z;7.8;-0.5;-7.7;0.4;-10.6;-1.9;-1.4;CO12
Total;;;;9.2;0.5;8.8;2.4;15.2;0.8;1.1;
3;;;;7.3;-0.5;-7.9;0.0;-15.4;-1.9;-1.4;
;;;;;;;;;;;
4;4;0.000;max;7.6;0.5;7.6;0.2;7.6;0.1;0.9;
4;4;0.000;min;7.5;-0.5;-7.5;0.0;-8.3;-0.3;-0.8;
4;;0.075;max;7.5;0.5;7.5;0.2;6.8;-0.1;0.8;
4;;0.075;min;7.5;-0.5;-7.5;0.1;-8.1;-0.4;-0.7;
4;;0.075;max;7.5;0.5;7.5;0.2;6.8;-0.1;0.8;
4;;0.075;min;7.5;-0.5;-7.5;0.1;-8.1;-0.4;-0.7;
4;156;0.150;max;7.5;0.5;7.5;0.2;5.9;-0.2;0.6;
4;156;0.150;min;7.4;-0.5;-7.4;0.1;-7.8;-0.6;-0.8;
Extremes;156;0.150;u_x;7.5;0.5;7.5;0.2;5.9;-0.2;0.6;CO17
4;156;0.150;u_x;7.4;-0.5;-7.4;0.1;-7.8;-0.6;-0.8;CO15
4;4;0.000;u_y;7.6;0.5;7.6;0.2;7.6;0.1;0.9;CO16
4;4;0.000;u_y;7.5;-0.5;-7.5;0.0;-8.3;-0.3;-0.8;CO18
4;156;0.150;u_z;7.5;0.5;7.5;0.2;5.9;-0.2;0.6;CO5
4;4;0.000;u_z;7.5;-0.5;-7.5;0.0;-8.3;-0.3;-0.8;CO12
4;4;0.000;φ_x;7.6;0.5;7.6;0.2;7.6;0.1;0.9;CO16
4;4;0.000;φ_x;7.5;-0.5;-7.5;0.0;-8.3;-0.3;-0.8;CO19
4;4;0.000;φ_y;7.6;0.5;7.6;0.2;7.6;0.1;0.9;CO6
4;156;0.150;φ_y;7.4;-0.5;-7.4;0.1;-7.8;-0.6;-0.8;CO7
4;4;0.000;φ_z;7.6;0.5;7.6;0.2;7.6;0.1;0.9;CO19
4;4;0.000;φ_z;7.5;-0.5;-7.5;0.0;-8.3;-0.3;-0.8;CO16
Total;;;;7.6;0.5;7.6;0.2;7.6;0.1;0.9;
4;;;;7.4;-0.5;-7.5;0.0;-8.3;-0.6;-0.8;
;;;;;;;;;;;
5;5;0.000;max;7.5;0.5;7.5;0.2;15.0;0.1;0.1;
5;5;0.000;min;7.2;-0.6;-7.2;0.0;-15.2;-0.5;-0.6;
5;;0.037;max;7.5;0.5;7.5;0.2;12.8;0.0;0.2;
5;;0.037;min;7.2;-0.6;-7.2;0.0;-14.3;-0.7;-0.7;
5;;0.037;max;7.5;0.5;7.5;0.2;12.8;0.0;0.2;
5;;0.037;min;7.2;-0.6;-7.2;0.0;-14.3;-0.7;-0.7;
5;153;0.075;max;7.5;0.5;7.5;0.2;10.6;-0.1;0.3;
5;153;0.075;min;7.2;-0.6;-7.2;0.0;-13.4;-0.8;-0.9;
Extremes;153;0.075;u_x;7.5;0.5;7.5;0.2;10.6;-0.1;0.3;CO17
5;153;0.075;u_x;7.2;-0.6;-7.2;0.0;-13.4;-0.8;-0.9;CO15
5;153;0.075;u_y;7.5;0.5;7.5;0.2;10.6;-0.1;0.3;CO16
5;5;0.000;u_y;7.2;-0.6;-7.2;0.0;-15.2;-0.5;-0.6;CO18
5;153;0.075;u_z;7.5;0.5;7.5;0.2;10.6;-0.1;0.3;CO5
5;5;0.000;u_z;7.2;-0.6;-7.2;0.0;-15.2;-0.5;-0.6;CO12
5;5;0.000;φ_x;7.5;0.5;7.5;0.2;15.0;0.1;0.1;CO16
5;5;0.000;φ_x;7.2;-0.6;-7.2;0.0;-15.2;-0.5;-0.6;CO19
5;5;0.000;φ_y;7.5;0.5;7.5;0.2;15.0;0.1;0.1;CO10
5;153;0.075;φ_y;7.2;-0.6;-7.2;0.0;-13.4;-0.8;-0.9;CO6
5;153;0.075;φ_z;7.5;0.5;7.5;0.2;10.6;-0.1;0.3;CO11
5;153;0.075;φ_z;7.2;-0.6;-7.2;0.0;-13.4;-0.8;-0.9;CO15
Total;;;;7.5;0.5;7.5;0.2;15.0;0.1;0.3;
5;;;;7.2;-0.6;-7.2;0.0;-15.2;-0.8;-0.9;
;;;;;;;;;;;
6;7;0.000;max;0.0;0.0;0.0;0.0;0.0;0.7;3.3;
6;7;0.000;min;0.0;0.0;0.0;0.0;0.0;-2.3;-4.6;
6;7;0.000;max;0.0;0.0;0.0;0.0;0.0;0.7;3.3;
6;7;0.000;min;0.0;0.0;0.0;0.0;0.0;-2.3;-4.6;
6;;1.500;max;4.9;0.0;4.0;2.9;1.8;0.2;1.4;
6;;1.500;min;5.3;0.0;-5.3;-0.8;-1.9;-1.0;-1.5;
6;;1.500;max;4.9;0.0;4.0;2.9;1.8;0.2;1.4;
6;;1.500;min;5.3;0.0;-5.3;-0.8;-1.9;-1.0;-1.5;
6;;1.738;max;5.2;0.0;4.2;3.0;2.1;0.1;0.9;
6;;1.738;min;5.6;0.0;-5.5;-0.8;-2.2;-0.6;-0.7;
6;;2.000;max;5.4;0.0;4.4;3.2;2.4;0.0;0.4;
6;;2.000;min;5.7;0.0;-5.6;-0.8;-2.5;-0.4;-0.4;
6;;2.000;max;5.4;0.0;4.4;3.2;2.4;0.0;0.4;
6;;2.000;min;5.7;0.0;-5.6;-0.8;-2.5;-0.4;-0.4;
6;;2.190;max;5.4;0.0;4.4;3.1;2.6;0.2;0.8;
6;;2.190;min;5.6;0.0;-5.5;-0.8;-2.7;-0.2;-0.2;
6;6;4.000;max;2.3;0.0;2.2;0.8;4.8;2.6;4.0;
6;6;4.000;min;1.9;-0.1;-1.8;-0.5;-5.0;0.1;-1.9;
6;6;4.000;max;2.3;0.0;2.2;0.8;4.8;2.6;4.0;
6;6;4.000;min;1.9;-0.1;-1.8;-0.5;-5.0;0.1;-1.9;
Extremes;7;0.000;u_x;0.0;0.0;0.0;0.0;0.0;0.7;3.3;CO1
6;6;4.000;u_x;1.9;-0.1;-1.8;-0.5;-5.0;0.1;-1.9;CO5
6;;2.000;u_y;5.4;0.0;4.4;3.2;2.4;0.0;0.4;CO16
6;;2.000;u_y;5.7;0.0;-5.6;-0.8;-2.5;-0.4;-0.4;CO15
6;;2.000;u_z;5.4;0.0;4.4;3.2;2.4;0.0;0.4;CO16
6;;2.000;u_z;5.7;0.0;-5.6;-0.8;-2.5;-0.4;-0.4;CO10
6;6;4.000;φ_x;2.3;0.0;2.2;0.8;4.8;2.6;4.0;CO16
6;6;4.000;φ_x;1.9;-0.1;-1.8;-0.5;-5.0;0.1;-1.9;CO15
6;6;4.000;φ_y;2.3;0.0;2.2;0.8;4.8;2.6;4.0;CO6
6;7;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-2.3;-4.6;CO16
6;6;4.000;φ_z;2.3;0.0;2.2;0.8;4.8;2.6;4.0;CO15
6;7;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-2.3;-4.6;CO15
Total;;;;5.7;0.0;4.4;3.2;4.8;2.6;4.0;
6;;;;0.0;-0.1;-5.6;-0.8;-5.0;-2.3;-4.6;
;;;;;;;;;;;
7;8;0.000;max;0.0;0.0;0.0;0.0;0.0;4.1;0.5;
7;8;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.4;0.0;
7;8;0.000;max;0.0;0.0;0.0;0.0;0.0;4.1;0.5;
7;8;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.4;0.0;
7;;1.738;max;4.6;0.0;0.7;4.5;0.0;2.0;0.2;
7;;1.738;min;5.9;-0.1;0.0;-5.9;0.0;-1.4;0.0;
7;;2.238;max;4.8;0.0;0.8;4.8;0.0;1.0;0.1;
7;;2.238;min;6.6;-0.1;0.0;-6.6;0.0;-1.0;-0.1;
7;3;4.500;max;4.5;-0.1;0.6;4.5;0.0;3.0;0.1;
7;3;4.500;min;4.8;-0.1;-0.4;-4.8;0.0;-1.7;-0.6;
7;3;4.500;max;4.5;-0.1;0.6;4.5;0.0;3.0;0.1;
7;3;4.500;min;4.8;-0.1;-0.4;-4.8;0.0;-1.7;-0.6;
Extremes;8;0.000;u_x;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO1
7;3;4.500;u_x;4.8;-0.1;-0.4;-4.8;0.0;-1.7;-0.6;CO5
7;;2.250;u_y;4.8;0.0;0.8;4.8;0.0;0.9;0.1;CO6
7;3;4.500;u_y;4.8;-0.1;-0.4;-4.8;0.0;-1.7;-0.6;CO15
7;;2.238;u_z;4.8;0.0;0.8;4.8;0.0;1.0;0.1;CO12
7;;2.500;u_z;6.8;-0.1;0.0;-6.8;0.0;-0.7;-0.2;CO16
7;8;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO1
7;8;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-3.4;0.0;CO1
7;8;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO16
7;8;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-3.4;0.0;CO12
7;8;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO5
7;3;4.500;φ_z;4.8;-0.1;-0.4;-4.8;0.0;-1.7;-0.6;CO5
Total;;;;6.8;0.0;0.8;4.8;0.0;4.1;0.5;
7;;;;0.0;-0.1;-0.4;-6.8;0.0;-3.4;-0.6;
;;;;;;;;;;;
8;9;0.000;max;0.0;0.0;0.0;0.0;0.0;5.4;0.6;
8;9;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.9;0.0;
8;9;0.000;max;0.0;0.0;0.0;0.0;0.0;5.4;0.6;
8;9;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.9;0.0;
8;;2.238;max;6.1;0.0;1.0;6.0;0.0;1.7;0.1;
8;;2.238;min;9.2;-0.1;0.0;-9.2;0.0;-1.4;-0.1;
8;4;5.000;max;6.0;-0.1;0.5;6.0;0.0;3.5;0.1;
8;4;5.000;min;6.2;-0.2;-0.6;-6.2;0.0;-2.6;-0.7;
8;4;5.000;max;6.0;-0.1;0.5;6.0;0.0;3.5;0.1;
8;4;5.000;min;6.2;-0.2;-0.6;-6.2;0.0;-2.6;-0.7;
Extremes;9;0.000;u_x;0.0;0.0;0.0;0.0;0.0;5.4;0.6;CO1
8;4;5.000;u_x;6.2;-0.2;-0.6;-6.2;0.0;-2.6;-0.7;CO7
8;;2.500;u_y;6.2;0.0;1.0;6.1;0.0;1.1;0.1;CO6
8;4;5.000;u_y;6.2;-0.2;-0.6;-6.2;0.0;-2.6;-0.7;CO15
8;;3.500;u_z;6.4;0.0;0.8;6.4;0.0;2.2;0.1;CO18
8;;3.000;u_z;9.8;-0.1;0.0;-9.7;0.0;-0.6;-0.3;CO16
8;9;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;5.4;0.6;CO1
8;9;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-3.9;0.0;CO1
8;9;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;5.4;0.6;CO16
8;9;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-3.9;0.0;CO15
8;9;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;5.4;0.6;CO6
8;4;5.000;φ_z;6.2;-0.2;-0.6;-6.2;0.0;-2.6;-0.7;CO5
Total;;;;9.8;0.0;1.0;6.4;0.0;5.4;0.6;
8;;;;0.0;-0.2;-0.6;-9.7;0.0;-3.9;-0.7;
;;;;;;;;;;;
9;10;0.000;max;0.0;0.0;0.0;0.0;0.0;4.1;0.5;
9;10;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.5;0.0;
9;10;0.000;max;0.0;0.0;0.0;0.0;0.0;4.1;0.5;
9;10;0.000;min;0.0;0.0;0.0;0.0;0.0;-3.5;0.0;
9;;1.738;max;4.7;0.0;0.6;4.7;0.0;2.0;0.1;
9;;1.738;min;5.9;-0.1;-0.1;-5.9;0.0;-1.4;0.0;
9;;2.238;max;5.0;0.0;0.7;4.9;0.0;1.0;0.1;
9;;2.238;min;6.6;-0.1;-0.1;-6.6;0.0;-1.0;-0.1;
9;5;4.500;max;4.5;-0.1;0.5;4.5;0.0;3.1;0.1;
9;5;4.500;min;4.8;-0.1;-0.6;-4.8;0.0;-1.7;-0.6;
9;5;4.500;max;4.5;-0.1;0.5;4.5;0.0;3.1;0.1;
9;5;4.500;min;4.8;-0.1;-0.6;-4.8;0.0;-1.7;-0.6;
Extremes;10;0.000;u_x;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO1
9;5;4.500;u_x;4.8;-0.1;-0.6;-4.8;0.0;-1.7;-0.6;CO6
9;;2.238;u_y;5.0;0.0;0.7;4.9;0.0;1.0;0.1;CO6
9;5;4.500;u_y;4.8;-0.1;-0.6;-4.8;0.0;-1.7;-0.6;CO15
9;;2.238;u_z;5.0;0.0;0.7;4.9;0.0;1.0;0.1;CO15
9;;2.500;u_z;6.8;-0.1;-0.1;-6.8;0.0;-0.7;-0.2;CO16
9;10;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO1
9;10;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-3.5;0.0;CO1
9;10;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO16
9;10;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-3.5;0.0;CO15
9;10;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;4.1;0.5;CO6
9;5;4.500;φ_z;4.8;-0.1;-0.6;-4.8;0.0;-1.7;-0.6;CO5
Total;;;;6.8;0.0;0.7;4.9;0.0;4.1;0.5;
9;;;;0.0;-0.1;-0.6;-6.8;0.0;-3.5;-0.6;
;;;;;;;;;;;
10;11;0.000;max;0.0;0.0;0.0;0.0;0.0;3.2;0.5;
10;11;0.000;min;0.0;0.0;0.0;0.0;0.0;-0.1;-0.4;
10;11;0.000;max;0.0;0.0;0.0;0.0;0.0;3.2;0.5;
10;11;0.000;min;0.0;0.0;0.0;0.0;0.0;-0.1;-0.4;
10;;1.500;max;0.8;0.0;0.7;0.2;0.3;2.5;0.5;
10;;1.500;min;4.8;-0.1;-0.6;-4.7;-0.2;-0.3;-0.4;
10;;1.500;max;0.8;0.0;0.7;0.2;0.3;2.5;0.5;
10;;1.500;min;4.8;-0.1;-0.6;-4.7;-0.2;-0.3;-0.4;
10;12;4.000;max;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;
10;12;4.000;min;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;
10;12;4.000;max;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;
10;12;4.000;min;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;
Extremes;11;0.000;u_x;0.0;0.0;0.0;0.0;0.0;3.2;0.5;CO1
10;12;4.000;u_x;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;CO8
10;12;4.000;u_y;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;CO16
10;12;4.000;u_y;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;CO18
10;12;4.000;u_z;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;CO12
10;;3.500;u_z;7.7;-0.2;-1.5;-7.5;-0.5;-1.7;-0.8;CO15
10;12;4.000;φ_x;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;CO18
10;12;4.000;φ_x;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;CO16
10;11;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;3.2;0.5;CO5
10;12;4.000;φ_y;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;CO7
10;12;4.000;φ_z;3.2;-0.1;2.1;2.5;0.7;-0.3;0.6;CO16
10;12;4.000;φ_z;7.5;-0.2;-1.8;-7.3;-0.6;-2.9;-0.9;CO19
Total;;;;7.7;0.0;2.1;2.5;0.7;3.2;0.6;
10;;;;0.0;-0.2;-1.8;-7.5;-0.6;-2.9;-0.9;
;;;;;;;;;;;
11;12;0.000;max;3.2;2.5;2.1;0.3;0.5;-0.3;0.7;
11;12;0.000;min;7.5;-7.3;-1.8;-0.6;-0.8;-2.9;-0.7;
11;;0.825;max;4.8;2.4;2.6;3.2;3.1;-1.3;0.7;
11;;0.825;min;7.7;-7.3;-2.4;0.2;-3.9;-4.5;-0.7;
11;;0.825;max;4.8;2.4;2.6;3.2;3.1;-1.3;0.7;
11;;0.825;min;7.7;-7.3;-2.4;0.2;-3.9;-4.5;-0.7;
11;;1.005;max;5.5;2.4;2.8;4.1;3.6;-1.5;0.6;
11;;1.005;min;7.7;-7.3;-2.5;0.5;-4.6;-4.8;-0.7;
11;111;1.650;max;8.6;2.4;3.2;7.7;5.6;-2.1;0.6;
11;111;1.650;min;8.1;-7.3;-2.9;1.7;-7.0;-5.7;-0.7;
Extremes;12;0.000;u_x;3.2;2.5;2.1;0.3;0.5;-0.3;0.7;CO12
11;111;1.650;u_x;8.1;-7.3;-2.9;1.7;-7.0;-5.7;-0.7;CO15
11;111;1.650;u_y;8.6;2.4;3.2;7.7;5.6;-2.1;0.6;CO16
11;111;1.650;u_y;8.1;-7.3;-2.9;1.7;-7.0;-5.7;-0.7;CO18
11;111;1.650;u_z;8.6;2.4;3.2;7.7;5.6;-2.1;0.6;CO7
11;12;0.000;u_z;7.5;-7.3;-1.8;-0.6;-0.8;-2.9;-0.7;CO15
11;111;1.650;φ_x;8.6;2.4;3.2;7.7;5.6;-2.1;0.6;CO16
11;111;1.650;φ_x;8.1;-7.3;-2.9;1.7;-7.0;-5.7;-0.7;CO19
11;12;0.000;φ_y;3.2;2.5;2.1;0.3;0.5;-0.3;0.7;CO10
11;111;1.650;φ_y;8.1;-7.3;-2.9;1.7;-7.0;-5.7;-0.7;CO7
11;;0.165;φ_z;3.4;2.5;2.2;0.7;1.0;-0.6;0.7;CO16
11;;0.165;φ_z;7.5;-7.3;-1.9;-0.4;-1.4;-3.2;-0.7;CO18
Total;;;;8.6;2.5;3.2;7.7;5.6;-0.3;0.7;
11;;;;3.2;-7.3;-2.9;-0.6;-7.0;-5.7;-0.7;
;;;;;;;;;;;
12;13;0.000;max;30.4;2.4;4.6;29.9;13.4;-2.6;0.2;
12;13;0.000;min;14.1;-7.4;-4.4;11.2;-14.6;-6.4;-0.2;
12;;0.787;max;35.2;2.4;4.8;34.8;12.7;-2.3;0.1;
12;;0.787;min;16.0;-7.4;-4.6;13.4;-14.0;-5.8;-0.1;
12;;0.787;max;35.2;2.4;4.8;34.8;12.7;-2.3;0.1;
12;;0.787;min;16.0;-7.4;-4.6;13.4;-14.0;-5.8;-0.1;
12;114;1.575;max;39.5;2.4;4.9;39.1;12.0;-1.9;0.1;
12;114;1.575;min;17.8;-7.4;-4.7;15.5;-13.4;-5.0;-0.1;
Extremes;13;0.000;u_x;30.4;2.4;4.6;29.9;13.4;-2.6;0.2;CO12
12;114;1.575;u_x;17.8;-7.4;-4.7;15.5;-13.4;-5.0;-0.1;CO15
12;114;1.575;u_y;39.5;2.4;4.9;39.1;12.0;-1.9;0.1;CO16
12;114;1.575;u_y;17.8;-7.4;-4.7;15.5;-13.4;-5.0;-0.1;CO18
12;114;1.575;u_z;39.5;2.4;4.9;39.1;12.0;-1.9;0.1;CO8
12;13;0.000;u_z;14.1;-7.4;-4.4;11.2;-14.6;-6.4;-0.2;CO10
12;13;0.000;φ_x;30.4;2.4;4.6;29.9;13.4;-2.6;0.2;CO16
12;13;0.000;φ_x;14.1;-7.4;-4.4;11.2;-14.6;-6.4;-0.2;CO19
12;114;1.575;φ_y;39.5;2.4;4.9;39.1;12.0;-1.9;0.1;CO12
12;13;0.000;φ_y;14.1;-7.4;-4.4;11.2;-14.6;-6.4;-0.2;CO9
12;13;0.000;φ_z;30.4;2.4;4.6;29.9;13.4;-2.6;0.2;CO16
12;13;0.000;φ_z;14.1;-7.4;-4.4;11.2;-14.6;-6.4;-0.2;CO18
Total;;;;39.5;2.4;4.9;39.1;13.4;-1.9;0.2;
12;;;;14.1;-7.4;-4.7;11.2;-14.6;-6.4;-0.2;
;;;;;;;;;;;
13;14;0.000;max;49.0;7.8;6.0;48.1;7.1;0.4;0.8;
13;14;0.000;min;20.4;-2.1;-5.9;19.4;-8.0;-0.4;-0.7;
13;;0.075;max;49.0;7.8;5.9;48.1;7.2;0.5;0.8;
13;;0.075;min;20.3;-2.1;-5.8;19.4;-8.2;-0.3;-0.7;
13;;0.075;max;49.0;7.8;5.9;48.1;7.2;0.5;0.8;
13;;0.075;min;20.3;-2.1;-5.8;19.4;-8.2;-0.3;-0.7;
13;128;0.150;max;49.0;7.8;5.8;48.0;7.4;0.5;0.7;
