Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.30;0.29;-0.75;-0.01;-3.14;-1.73;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.30;0.29;-0.75;-0.01;-3.14;-1.73;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-3.23;0.02;-0.34;-0.01;-3.27;-1.77;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;-3.15;-0.26;0.08;-0.01;-3.31;-1.74;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;-3.15;-0.26;0.08;-0.01;-3.31;-1.74;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.500;M_T;-2.69;-1.21;1.51;-0.01;-1.89;-0.49;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-3.45;0.87;-1.65;-0.01;-2.55;-1.44;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-3.75;2.01;-3.44;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;M_y;-3.15;-0.26;0.08;-0.01;-3.31;-1.74;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-2.54;-1.28;1.60;-0.01;-1.10;0.13;Beam | 2 - HEA 160 | L : 4.000 m
