Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.4;-2.0;-0.4;
8;4;;0.0;0.0;0.0;0.0;-0.2;-1.3;0.0;
9;5;;0.0;0.0;0.0;0.0;0.2;-1.3;0.2;
40;41;;0.0;0.0;0.0;0.0;0.3;1.8;-0.4;
41;42;;0.0;0.0;0.0;0.0;0.2;1.4;0.0;
42;43;;0.0;0.0;0.0;0.0;-0.2;1.1;0.2;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.7;-18.3;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.2;
92;26;;0.1;0.1;0.0;0.0;0.0;-3.6;-9.6;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.5;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.7;-18.4;
93;50;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.3;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.7;
95;51;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.6;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.4;
97;54;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.4;
99;53;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.3;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.2;
102;64;;0.0;0.0;0.0;0.0;0.0;-6.2;-18.1;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.7;-18.2;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.5;
103;30;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.6;
104;65;;0.0;0.0;0.0;0.0;0.0;-6.2;-18.2;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
105;66;;0.0;0.0;0.0;0.0;0.0;-6.2;-17.8;
105;72;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.9;
106;68;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.2;
106;73;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
107;67;;0.0;0.0;0.0;0.0;0.0;-6.1;-18.2;
107;74;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
108;19;;0.1;0.1;0.0;0.0;0.0;-3.6;-9.6;
108;26;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.4;
119;63;;0.0;0.0;0.0;0.0;0.0;-4.0;-11.1;
