Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_T;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_z;-4.46;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-3.25;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-3.25;0.00;-0.31;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.46;0.00;-0.44;0.00;-1.52;0.00;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;-0.57;0.00;1.73;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;-0.61;0.00;2.14;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-0.57;0.00;2.14;0.00;1.52;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;-0.61;0.00;1.73;0.00;-1.67;0.00;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-1.86;0.00;2.43;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-1.82;0.00;2.04;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-1.82;0.00;2.43;0.00;0.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-1.86;0.00;2.04;0.00;-2.76;0.00;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;-0.01;0.00;3.05;0.00;-2.22;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;-0.01;0.00;3.01;0.00;-1.76;0.00;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;N;-0.01;0.00;3.05;0.00;-2.22;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;N;-0.01;0.00;3.01;0.00;-1.76;0.00;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;-0.01;0.00;3.05;0.00;-2.22;-0.01;Beam | 3 - HEA 140 | L : 0.150 m
