Node No.;Displacements [mm];;;;Rotations [mrad];;;
41;0.6;0.3;0.5;0.1;1.0;0.2;-0.5;
42;0.5;0.3;0.5;0.1;-0.2;-0.1;-0.4;
43;0.4;0.3;0.3;0.1;0.5;-0.1;0.3;
44;0.5;0.5;0.2;0.0;-1.2;1.1;-1.7;
45;0.0;0.0;0.0;0.0;1.5;-0.9;0.0;
46;0.0;0.0;0.0;0.0;2.5;-0.1;0.0;
47;0.0;0.0;0.0;0.0;2.8;-0.1;0.0;
48;0.0;0.0;0.0;0.0;1.6;-0.1;0.0;
49;4.4;1.1;0.3;4.3;-0.4;-3.0;0.1;
50;10.0;1.7;0.3;9.8;-0.5;-3.4;0.1;
51;15.6;2.2;0.4;15.4;-0.4;-3.1;0.1;
52;23.8;3.0;0.3;23.6;-0.5;0.1;0.0;
53;23.0;2.9;0.4;22.8;-0.6;-1.1;0.0;
54;20.1;2.6;0.4;20.0;-0.6;-2.3;0.1;
55;4.4;1.1;0.2;4.3;-0.2;-3.0;0.0;
57;10.0;1.7;0.2;9.9;-0.2;-3.4;0.0;
58;15.6;2.2;0.2;15.4;-0.1;-3.1;0.0;
59;20.2;2.6;0.2;20.0;-0.2;-2.3;0.0;
60;23.0;2.9;0.2;22.8;-0.2;-1.1;0.0;
62;23.7;3.0;0.3;23.5;-0.5;0.4;0.0;
63;23.8;3.0;0.2;23.6;-0.1;0.1;0.0;
64;5.7;4.9;0.2;3.0;-0.3;2.5;0.0;
65;9.1;4.4;0.2;8.0;-0.3;3.2;-0.1;
66;14.1;3.9;0.2;13.5;-0.3;3.2;-0.1;
67;22.2;3.1;0.3;21.9;-0.5;1.6;-0.1;
68;18.7;3.4;0.3;18.4;-0.5;2.6;-0.1;
69;5.8;4.9;0.1;3.0;-0.2;2.5;0.0;
71;9.1;4.4;0.1;8.0;-0.2;3.3;0.0;
72;14.1;3.9;0.1;13.5;-0.1;3.2;0.0;
73;18.8;3.4;0.2;18.4;-0.1;2.6;0.0;
74;22.2;3.1;0.2;22.0;-0.1;1.6;0.0;
76;23.8;3.0;0.2;23.6;-0.1;0.4;0.0;
83;4.5;1.1;0.1;4.4;0.1;-3.1;0.0;
84;10.2;1.6;0.1;10.1;0.1;-3.5;0.0;
85;15.9;2.2;0.1;15.8;0.1;-3.2;0.0;
86;20.6;2.6;0.1;20.4;0.2;-2.3;0.0;
87;23.5;2.9;0.1;23.3;0.3;-1.2;0.0;
89;24.4;3.0;0.1;24.2;0.2;0.1;0.0;
95;5.8;4.9;0.1;3.1;0.0;2.5;0.0;
96;9.3;4.4;0.1;8.2;0.0;3.3;0.0;
97;14.4;3.9;0.1;13.9;0.1;3.3;0.0;
98;19.2;3.4;0.1;18.9;0.2;2.6;0.0;
99;22.7;3.1;0.1;22.5;0.2;1.6;0.0;
100;24.3;3.0;0.1;24.1;0.2;0.4;0.0;
111;4.5;1.1;0.1;4.4;0.1;-3.1;0.0;
112;10.2;1.7;0.1;10.0;0.2;-3.5;0.0;
113;15.9;2.2;0.0;15.7;0.1;-3.2;0.0;
114;20.5;2.6;0.0;20.4;0.3;-2.3;0.0;
115;23.5;2.9;0.0;23.3;0.3;-1.1;0.0;
116;7.7;0.3;7.4;1.8;-19.7;-0.9;3.2;
117;24.3;3.0;0.1;24.1;0.3;0.1;0.0;
118;6.7;0.6;6.4;1.8;-17.1;0.9;0.1;
119;1.3;0.4;1.2;0.1;-2.8;0.4;-0.3;
120;3.4;0.3;3.2;1.2;-8.1;-0.7;1.7;
121;4.1;0.5;3.8;1.3;-9.9;0.6;0.4;
122;0.9;0.3;0.8;0.1;-1.9;0.1;-0.4;
123;5.8;4.9;0.1;3.1;-0.1;2.5;0.0;
124;9.3;4.4;0.1;8.2;0.0;3.3;0.0;
125;14.4;3.9;0.1;13.8;0.0;3.3;0.0;
126;19.1;3.4;0.0;18.8;0.2;2.6;0.0;
127;22.6;3.1;0.0;22.4;0.3;1.6;0.0;
128;24.2;3.0;0.1;24.0;0.3;0.4;0.0;
129;4.6;0.2;4.0;2.2;-11.0;0.8;-1.8;
130;4.1;-0.1;3.6;2.0;-9.6;-1.1;-0.1;
131;0.8;0.2;0.7;0.1;-1.6;-0.3;0.2;
132;2.1;0.3;1.6;1.3;-4.1;0.8;-0.8;
133;2.3;0.0;1.7;1.6;-4.3;-0.6;0.0;
134;0.7;0.2;0.6;0.2;-1.2;-0.4;-0.3;
139;7.3;0.3;-7.1;1.8;19.2;-0.9;-3.1;
140;6.3;0.6;-6.0;1.8;16.7;0.9;-0.1;
141;0.9;0.4;-0.8;0.1;2.4;0.4;0.4;
142;3.0;0.3;-2.8;1.2;7.8;-0.7;-1.7;
143;3.7;0.5;-3.4;1.3;9.6;0.6;-0.3;
145;0.5;0.3;-0.4;0.1;1.7;0.1;0.4;
151;4.4;0.2;-3.8;2.2;10.5;0.8;1.7;
152;3.9;-0.1;-3.3;2.0;9.3;-1.1;0.0;
153;0.5;0.2;-0.4;0.1;1.3;-0.3;-0.2;
154;1.8;0.3;-1.3;1.3;3.8;0.8;0.8;
155;2.1;0.0;-1.3;1.6;4.0;-0.6;0.0;
156;0.3;0.2;-0.2;0.2;1.0;-0.4;0.3;
Total;24.4;5.2;7.4;24.2;19.2;3.3;3.3;
max/min;0.0;-0.1;-7.1;0.0;-19.7;-3.5;-3.3;
