Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
33;38;0.000;κ_y;-0.04;0.00;0.17;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
33;38;0.000;κ_z;-0.04;0.00;0.17;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
33;;2.000;κ_z;-0.04;0.00;0.17;0.1;1.3;-0.3;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-0.04;0.00;0.17;0.3;2.6;0.0;Beam | 1 - IPE 500 | L : 4.000 m
33;;;;-0.04;0.00;0.17;-1.2;0.0;-0.3;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
34;39;0.000;;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.500;;-0.01;0.00;-0.02;-0.7;-0.1;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.500;;-0.01;0.00;-0.02;-0.7;-0.1;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.738;;-0.01;0.00;-0.02;-0.7;-0.2;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
34;;2.190;;-0.01;0.00;-0.03;-0.6;-0.4;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;40;4.000;ε_x;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;ε_x;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;γ_xy;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;γ_xy;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;γ_xz;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;γ_xz;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;κ_x;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;κ_x;-0.02;0.02;0.01;-0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;;0.500;κ_y;-0.02;0.01;0.00;-0.7;0.0;-1.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;κ_y;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;κ_z;-0.01;-0.01;-0.04;0.6;-1.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.738;κ_z;-0.01;0.00;-0.02;-0.7;-0.2;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-0.01;0.02;0.01;0.6;0.0;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;;;-0.02;-0.01;-0.04;-0.8;-1.5;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
35;40;0.000;;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;;0.825;;-0.01;0.01;0.13;-9.8;-0.2;-1.1;Beam | 3 - HEA 140 | L : 1.650 m
35;;0.825;;-0.01;0.01;0.13;-9.8;-0.2;-1.1;Beam | 3 - HEA 140 | L : 1.650 m
35;;1.005;;-0.01;0.00;0.13;-9.4;0.4;-1.3;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;116;1.650;ε_x;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;ε_x;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;γ_xy;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;γ_xy;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;γ_xz;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;γ_xz;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_x;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_x;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_y;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_y;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_z;-0.01;0.01;0.14;-11.8;-2.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_z;-0.01;0.00;0.13;-8.8;2.3;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-0.01;0.01;0.14;-8.8;2.3;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;;;;-0.01;0.00;0.13;-11.8;-2.8;-1.6;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
36;41;0.000;;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;;0.787;;-0.01;0.01;0.15;-5.5;-1.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
36;;0.787;;-0.01;0.01;0.15;-5.5;-1.3;0.7;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;120;1.575;ε_x;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;ε_x;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;γ_xy;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;γ_xy;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;γ_xz;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;γ_xz;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_x;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;;0.591;κ_x;-0.01;0.01;0.15;-5.5;-2.0;1.0;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;κ_y;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_y;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_z;-0.01;0.01;0.16;-4.9;-4.1;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;κ_z;-0.01;0.00;0.15;-5.0;1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-0.01;0.01;0.16;-4.9;1.4;2.1;Beam | 3 - HEA 140 | L : 1.575 m
36;;;;-0.01;0.00;0.15;-5.5;-4.1;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
37;42;0.000;;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;;0.075;;0.00;0.00;0.21;-5.5;-3.2;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;;0.075;;0.00;0.00;0.21;-5.5;-3.2;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;;0.075;ε_x;0.00;0.00;0.21;-5.5;-3.2;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;ε_x;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;γ_xy;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;γ_xy;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;γ_xz;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;γ_xz;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_x;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;κ_x;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;κ_y;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_y;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_z;0.00;0.00;0.21;-5.4;-3.6;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;κ_z;0.00;0.00;0.21;-5.6;-2.8;1.1;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.00;0.00;0.21;-5.4;-2.8;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;;;;0.00;0.00;0.21;-5.6;-3.6;1.1;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
38;43;0.000;;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;131;0.075;ε_x;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;ε_x;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;γ_xy;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;γ_xy;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;γ_xz;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;γ_xz;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_x;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_x;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_y;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_y;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_z;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_z;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;0.00;0.00;0.28;-26.0;-3.8;1.2;Beam | 3 - HEA 140 | L : 0.075 m
38;;;;0.00;0.00;0.28;-26.0;-4.3;1.2;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
39;45;0.000;;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.500;;-0.01;0.00;0.02;0.4;0.7;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.500;;-0.01;0.00;0.02;0.4;0.7;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.738;;-0.01;0.00;0.02;0.4;0.8;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;44;4.000;ε_x;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;ε_x;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;γ_xy;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;γ_xy;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;γ_xz;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;γ_xz;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.000;κ_x;-0.01;0.00;0.03;0.5;0.5;-0.8;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_x;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_y;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;κ_y;-0.01;0.01;0.03;0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_z;-0.01;-0.01;0.01;-0.2;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.738;κ_z;-0.01;0.00;0.02;0.4;0.8;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-0.01;0.01;0.03;0.5;1.4;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;;;-0.01;-0.01;0.01;-0.2;0.0;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
40;46;0.000;;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;1.738;;-0.03;0.00;-0.01;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.238;;-0.03;0.00;0.01;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;41;4.500;ε_x;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;ε_x;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;γ_xy;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;4.000;γ_xy;-0.03;0.00;0.05;0.0;-0.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;γ_xz;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;γ_xz;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;κ_x;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.000;κ_x;-0.03;0.00;0.00;-0.1;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;κ_y;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.000;κ_y;-0.03;0.00;0.00;-0.1;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;κ_z;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.000;κ_z;-0.03;0.00;0.00;-0.1;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;;;-0.03;0.00;-0.08;-0.1;-1.5;0.0;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
41;47;0.000;;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.238;;-0.03;0.00;0.00;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;42;5.000;ε_x;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;ε_x;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;γ_xy;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;γ_xy;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;γ_xz;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;γ_xz;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;κ_x;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.500;κ_x;-0.03;0.00;0.01;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;κ_y;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.238;κ_y;-0.03;0.00;0.00;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;κ_z;-0.03;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.500;κ_z;-0.03;0.00;0.01;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-0.03;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;;;-0.03;0.00;-0.08;0.0;-1.5;0.0;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
42;48;0.000;;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;1.738;;-0.03;0.00;-0.01;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.238;;-0.03;0.00;0.00;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;;-0.03;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;;-0.03;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;43;4.500;ε_x;-0.03;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;ε_x;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;γ_xy;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;4.000;γ_xy;-0.03;0.00;0.03;0.0;-0.3;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;γ_xz;-0.03;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;γ_xz;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;κ_x;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.000;κ_x;-0.03;0.00;0.00;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;κ_y;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.000;κ_y;-0.03;0.00;0.00;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;κ_z;-0.03;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.000;κ_z;-0.03;0.00;0.00;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-0.03;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;;;-0.03;0.00;-0.05;0.0;-1.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
43;2;0.000;;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;0.825;;0.02;-0.03;0.01;0.0;3.4;12.8;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;;0.02;0.00;0.00;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;;0.02;0.00;0.00;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;4.175;;0.02;0.03;-0.01;0.0;3.4;12.8;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;;0.02;0.03;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;12;5.000;ε_x;0.02;0.03;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;ε_x;0.02;0.00;0.00;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;γ_xy;0.02;0.03;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;γ_xy;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;γ_xz;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;γ_xz;0.02;0.03;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;4.500;κ_x;0.02;0.03;-0.01;0.0;2.2;7.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;0.500;κ_x;0.02;-0.03;0.01;0.0;2.2;7.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;κ_y;0.02;0.00;0.00;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;κ_y;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;κ_z;0.02;0.00;0.00;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;κ_z;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.02;0.03;0.01;0.0;6.6;27.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;;;0.02;-0.03;-0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
44;12;0.000;;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;0.825;;0.00;-0.02;0.01;0.0;1.0;2.6;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;;0.00;0.00;0.00;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;;0.00;0.00;0.00;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;4.175;;0.00;0.02;-0.01;0.0;1.0;2.6;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;;0.00;0.02;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;12;0.000;ε_x;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;ε_x;0.00;0.00;0.00;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xy;0.00;0.02;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xy;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xz;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xz;0.00;0.02;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;4.500;κ_x;0.00;0.02;-0.01;0.0;0.7;1.6;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;0.500;κ_x;0.00;-0.02;0.01;0.0;0.7;1.6;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_y;0.00;0.00;0.00;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_y;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_z;0.00;0.00;0.00;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_z;0.00;-0.02;0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;0.00;0.02;0.01;0.0;1.9;5.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;;;0.00;-0.02;-0.01;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
45;19;0.000;;0.02;-0.03;0.01;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;0.825;;0.02;-0.03;0.01;0.0;3.3;12.4;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.02;0.00;0.00;0.0;6.4;26.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.02;0.00;0.00;0.0;6.4;26.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
