Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;1.29;-0.45;2.00;0.01;-1.16;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;1.33;-0.16;1.60;0.00;1.82;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;1.49;-0.25;0.00;-0.01;1.79;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;1.50;0.01;-0.15;-0.01;1.74;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.51;0.11;-0.21;-0.01;1.70;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;1.51;0.11;-0.21;-0.01;1.70;0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;1.53;0.42;-0.41;-0.01;1.45;0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;1.69;0.33;-2.01;-0.03;1.42;0.42;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;1.73;0.61;-2.41;-0.03;-2.23;-0.43;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.89;0.21;-4.02;-0.10;-2.26;-0.43;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.89;0.22;-4.03;-0.10;-2.41;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.89;0.22;-4.03;-0.10;-2.41;-0.44;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.89;0.22;-4.04;-0.10;-2.56;-0.45;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;0.04;-0.51;2.47;0.02;-2.90;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;0.08;-0.23;2.08;0.02;0.69;0.20;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;0.24;-0.28;0.48;0.00;0.66;0.20;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;0.26;0.00;0.31;0.00;0.93;0.30;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;0.28;0.39;0.08;0.00;1.12;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;0.44;0.37;-1.53;0.00;1.09;0.09;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;0.48;0.66;-1.93;0.00;-1.76;-0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;0.59;0.59;-2.95;-0.01;-1.78;-0.82;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;0.59;0.59;-2.98;-0.01;-2.22;-0.91;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.88;-0.60;3.00;0.01;-2.14;-0.94;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.88;-0.60;2.97;0.01;-1.70;-0.85;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;1.78;-0.67;1.95;0.00;-1.68;-0.85;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;1.74;-0.38;1.55;0.00;1.21;0.08;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;1.58;-0.40;-0.06;0.00;1.24;0.08;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;1.55;-0.01;-0.29;0.00;1.07;0.29;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;1.53;0.27;-0.46;0.00;0.81;0.20;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;1.38;0.22;-2.06;-0.02;0.84;0.20;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;1.34;0.50;-2.44;-0.02;-2.70;-0.44;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.96;-0.23;4.14;0.10;-2.76;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.96;-0.23;4.14;0.10;-2.76;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.96;-0.23;4.13;0.10;-2.61;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.80;-0.62;2.53;0.03;-2.58;-0.46;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;1.76;-0.34;2.12;0.03;1.26;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;1.60;-0.43;0.52;0.01;1.29;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.58;-0.11;0.32;0.01;1.63;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;1.58;-0.11;0.32;0.01;1.63;0.63;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;1.57;-0.01;0.27;0.01;1.70;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;1.56;0.24;0.12;0.01;1.82;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;1.40;0.14;-1.49;0.00;1.85;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;1.36;0.44;-1.89;-0.01;-0.94;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;0.04;-0.51;2.47;0.02;-2.90;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
1;192;145;1.650;V_y;0.48;0.66;-1.93;0.00;-1.76;-0.82;Beam | 3 - HEA 140 | L : 1.650 m
1;194;156;0.000;V_y;1.78;-0.67;1.95;0.00;-1.68;-0.85;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.89;0.22;-4.04;-0.10;-2.56;-0.45;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.96;-0.23;4.13;0.10;-2.61;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.89;0.21;-4.02;-0.10;-2.26;-0.43;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;1.40;0.14;-1.49;0.00;1.85;0.57;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.612;M_z;1.50;0.01;-0.15;-0.01;1.74;0.65;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;1.88;-0.60;3.00;0.01;-2.14;-0.94;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;1.96;0.66;4.15;0.10;1.85;0.65;
1;;;;;0.04;-0.67;-4.04;-0.10;-2.92;-0.94;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-21.69;-0.16;23.56;-0.10;-45.87;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-21.53;-0.21;22.08;-0.12;-8.22;0.36;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-21.22;-0.12;18.87;-0.10;-8.33;0.36;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-21.07;-0.15;17.38;-0.10;21.57;0.59;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-20.76;0.26;14.18;0.04;21.46;0.59;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-20.75;0.26;14.11;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-7.73;0.23;8.62;0.06;42.16;0.34;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-7.59;0.25;7.13;0.05;55.15;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-7.27;0.33;3.92;0.07;55.04;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-7.13;0.35;2.43;0.05;60.27;-0.80;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-6.93;0.47;0.40;0.09;60.20;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-6.91;0.47;0.26;0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-6.89;-0.47;-0.44;-0.09;60.19;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-7.09;-0.35;-2.47;-0.05;60.17;-0.81;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-7.24;-0.34;-3.96;-0.07;54.86;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-7.55;-0.26;-7.17;-0.05;54.82;-0.14;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-7.69;-0.24;-8.66;-0.06;41.76;0.34;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-8.01;-0.14;-11.87;-0.03;41.72;0.34;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-8.14;-0.12;-13.30;-0.03;21.90;0.57;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-20.68;-0.26;-14.15;-0.03;21.90;0.57;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-20.68;-0.26;-14.22;-0.03;20.83;0.59;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-21.00;0.14;-17.42;0.10;20.79;0.57;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-21.14;0.11;-18.91;0.09;-9.18;0.35;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-21.45;0.20;-22.12;0.12;-9.23;0.35;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-21.61;0.15;-23.60;0.10;-46.94;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-21.92;0.33;-26.80;0.16;-46.99;0.12;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-22.10;0.22;-28.27;0.14;-92.43;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
