Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
4;;0.075;;0.4;-0.3;-0.2;0.1;0.8;-0.2;-0.4;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;0.4;-0.3;-0.2;0.1;0.8;-0.2;-0.4;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;4;0.000;u_x;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_x;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_y;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_y;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;u_z;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;u_z;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_x;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_x;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_y;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_y;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;φ_z;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;φ_z;0.4;-0.3;-0.2;0.1;1.6;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.4;-0.3;-0.1;0.1;1.6;0.0;-0.3;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;0.3;-0.3;-0.2;0.1;0.0;-0.3;-0.5;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;;
5;5;0.000;;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;0.5;-0.3;-0.4;0.1;0.5;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;0.5;-0.3;-0.4;0.1;0.5;-0.1;-0.5;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;u_x;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_x;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;u_y;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_y;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;u_z;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;u_z;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_x;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_x;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_y;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_y;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;φ_z;0.5;-0.3;-0.4;0.1;-1.3;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;φ_z;0.5;-0.3;-0.4;0.1;2.4;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;0.5;-0.3;-0.4;0.1;2.4;0.0;-0.4;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;0.5;-0.3;-0.4;0.1;-1.3;-0.2;-0.6;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;;
6;7;0.000;;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;3.5;0.0;-3.5;-0.2;-1.3;0.0;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;3.5;0.0;-3.5;-0.2;-1.3;0.0;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;3.7;0.0;-3.7;-0.2;-1.5;-0.1;-0.5;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.190;;3.7;0.0;-3.7;-0.1;-1.8;-0.1;0.5;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;7;0.000;u_x;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;u_x;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;u_y;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;u_y;3.7;0.0;-3.7;-0.1;-1.7;-0.1;0.1;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;u_z;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;u_z;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;φ_x;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;φ_y;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.190;φ_y;3.7;0.0;-3.7;-0.1;-1.8;-0.1;0.5;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;φ_z;0.3;0.0;-0.1;-0.3;-3.3;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;0.2;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;3.7;0.0;0.0;0.0;0.0;0.5;2.7;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;0.0;0.0;-3.7;-0.3;-3.3;-0.1;-3.1;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
7;8;0.000;;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;2.0;0.0;0.4;1.9;0.0;-0.4;0.1;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;2.1;0.0;0.4;2.0;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;8;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;u_x;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;u_y;2.1;0.0;0.4;2.0;0.0;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;u_y;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;u_z;2.1;0.0;0.4;2.0;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;φ_y;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-1.5;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;φ_z;0.2;-0.1;-0.2;0.1;0.0;1.3;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;2.1;0.0;0.4;2.0;0.0;1.3;0.3;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;0.0;-0.1;-0.2;0.0;0.0;-1.5;-0.4;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;;
8;9;0.000;;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;4.0;0.0;0.3;4.0;0.0;-0.3;0.0;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;9;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;u_x;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;u_y;4.0;0.0;0.3;4.0;0.0;-0.3;0.0;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;u_y;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;u_z;4.0;0.0;0.3;4.0;0.0;0.1;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;φ_y;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-2.6;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;φ_z;0.3;-0.1;-0.3;0.1;0.0;2.3;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;4.0;0.0;0.3;4.0;0.0;2.3;0.2;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;0.0;-0.1;-0.3;0.0;0.0;-2.6;-0.4;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;;
9;10;0.000;;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;3.1;0.0;0.2;3.1;0.0;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;3.3;0.0;0.2;3.3;0.0;0.0;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;10;0.000;u_x;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;u_x;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;u_y;3.1;0.0;0.2;3.1;0.0;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;u_y;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;u_z;3.3;0.0;0.2;3.3;0.0;0.0;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;u_z;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;φ_y;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;-2.3;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;φ_z;0.4;-0.1;-0.3;0.2;0.0;2.1;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;3.3;0.0;0.2;3.3;0.0;2.1;0.2;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;0.0;-0.1;-0.3;0.0;0.0;-2.3;-0.3;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;;
10;11;0.000;;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;3.1;0.0;0.0;-3.1;0.0;1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;3.1;0.0;0.0;-3.1;0.0;1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;11;0.000;u_x;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;u_x;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;u_y;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;u_y;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;u_z;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;u_z;5.2;-0.1;0.0;-5.2;0.0;-0.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;φ_x;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;φ_y;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;φ_z;5.0;-0.1;0.0;-5.0;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;5.2;0.0;0.0;0.0;0.0;2.1;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;0.0;-0.1;0.0;-5.2;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;;
11;12;0.000;;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;12;0.000;u_x;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;u_x;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;u_y;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;u_y;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;u_z;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;u_z;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;φ_x;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;φ_x;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;φ_y;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;φ_y;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;φ_z;5.0;-5.0;0.0;-0.4;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;φ_z;5.7;-5.0;0.0;2.7;0.1;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;5.7;-5.0;0.0;2.7;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;5.0;-5.0;0.0;-0.4;0.0;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;;
12;13;0.000;;14.6;-5.1;0.0;13.7;0.1;-3.3;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;19.2;-5.1;0.0;18.5;0.3;-2.6;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;13;0.000;u_x;14.6;-5.1;0.0;13.7;0.1;-3.3;0.0;Beam | 1 - IPE 500 | L : 1.575 m
