Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;0.24;-0.95;4.86;0.06;-3.66;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;0.30;-0.15;4.31;0.05;3.92;1.09;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;0.71;-0.56;0.07;-0.01;3.84;1.10;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;0.73;0.09;-0.14;-0.01;3.82;1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.74;0.33;-0.22;-0.01;3.78;1.21;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.74;0.33;-0.22;-0.01;3.78;1.21;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;0.77;1.11;-0.50;0.00;3.49;0.60;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;1.20;0.83;-4.74;-0.04;3.41;0.60;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.194;;1.24;1.46;-5.13;-0.05;-2.49;-0.83;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;1.25;1.54;-5.28;-0.05;-4.86;-1.53;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.68;0.25;-9.53;-0.28;-4.93;-1.53;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.68;0.27;-9.54;-0.28;-5.29;-1.55;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.68;0.27;-9.54;-0.28;-5.29;-1.55;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.68;0.29;-9.55;-0.28;-5.64;-1.57;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-5.23;-1.43;5.74;0.03;-6.91;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.647;;-5.20;-1.30;5.54;0.03;-3.26;-0.66;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-5.16;-0.72;5.23;0.03;1.73;0.32;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-4.74;-0.91;0.99;0.00;1.66;0.32;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-4.72;-0.19;0.75;0.00;2.25;0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-4.69;0.78;0.42;0.00;2.82;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-4.26;0.65;-3.84;-0.02;2.74;0.40;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.795;;-4.23;1.15;-4.10;-0.02;-0.42;-0.33;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.23;1.16;-4.12;-0.02;-0.54;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.23;1.16;-4.12;-0.02;-0.54;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-4.21;1.37;-4.44;-0.02;-4.08;-1.44;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-3.95;1.12;-7.39;-0.06;-4.13;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-3.95;1.13;-7.42;-0.06;-4.68;-1.53;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-3.95;1.13;-7.42;-0.06;-4.68;-1.53;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-3.95;1.13;-7.44;-0.06;-5.24;-1.61;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-4.02;-1.58;7.41;0.11;-5.60;-1.69;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-4.02;-1.57;7.39;0.11;-5.04;-1.56;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-4.02;-1.57;7.39;0.11;-5.04;-1.56;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-4.02;-1.55;7.37;0.11;-4.49;-1.44;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-4.28;-1.87;4.74;0.05;-4.44;-1.44;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-4.30;-1.52;4.47;0.05;-0.65;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-4.30;-1.52;4.47;0.05;-0.65;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-4.33;-0.68;4.19;0.04;2.93;0.94;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-4.76;-1.05;-0.10;-0.01;3.01;0.94;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-4.79;0.25;-0.40;-0.01;2.80;1.30;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-4.79;0.25;-0.40;-0.01;2.80;1.30;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;-4.79;0.51;-0.46;-0.01;2.74;1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-4.81;1.65;-0.70;-0.01;2.34;0.49;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-5.23;1.33;-5.00;-0.05;2.41;0.49;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.496;;-5.25;1.92;-5.16;-0.06;-0.11;-0.32;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-5.26;2.17;-5.26;-0.06;-1.62;-0.92;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-5.26;2.17;-5.26;-0.06;-1.62;-0.92;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;-3.85;-0.60;9.63;0.49;-6.34;-2.96;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-3.85;-0.57;9.62;0.49;-5.99;-2.92;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-3.85;-0.57;9.62;0.49;-5.99;-2.92;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;-3.85;-0.54;9.61;0.49;-5.63;-2.88;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-4.27;-2.73;5.33;0.09;-5.56;-2.88;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.583;;-4.28;-2.55;5.16;0.09;-2.51;-1.30;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-4.29;-2.40;5.09;0.09;-1.27;-0.69;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-4.29;-2.40;5.09;0.09;-1.27;-0.69;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-4.32;-1.59;4.81;0.08;2.81;0.98;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-4.75;-2.06;0.53;0.01;2.89;0.98;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-4.78;-0.81;0.22;0.02;3.20;2.18;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-4.78;-0.81;0.22;0.02;3.20;2.18;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;-4.79;-0.41;0.13;0.02;3.24;2.31;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.290;;-4.79;0.06;0.03;0.02;3.26;2.35;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.490;;-4.80;0.47;-0.05;0.02;3.26;2.30;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-4.81;0.82;-0.12;0.02;3.25;2.19;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-5.23;0.04;-4.39;-0.10;3.33;2.19;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.645;;-5.24;1.19;-4.63;-0.10;0.40;1.79;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-5.25;1.42;-4.69;-0.11;-0.45;1.55;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-5.25;1.42;-4.69;-0.11;-0.45;1.55;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-5.27;1.92;-4.95;-0.12;-4.44;0.08;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;190;3;0.075;N;1.68;0.29;-9.55;-0.28;-5.64;-1.57;Beam | 3 - HEA 140 | L : 0.075 m
1;196;5;1.575;N;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;V_y;-5.29;2.46;-5.50;-0.05;-5.85;-2.81;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;-4.27;-2.73;5.33;0.09;-5.56;-2.88;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;-3.85;-0.60;9.63;0.49;-6.34;-2.96;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.68;0.29;-9.55;-0.28;-5.64;-1.57;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;-3.85;-0.54;9.61;0.49;-5.63;-2.88;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.68;0.25;-9.53;-0.28;-4.93;-1.53;Beam | 3 - HEA 140 | L : 0.075 m
1;2;139;1.650;M_y;0.30;-0.15;4.31;0.05;3.92;1.09;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_y;-5.23;-1.43;5.74;0.03;-6.91;-1.57;Beam | 3 - HEA 140 | L : 1.575 m
1;198;;1.238;M_z;-4.79;-0.04;0.05;0.02;3.26;2.35;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_z;-3.85;-0.60;9.63;0.49;-6.34;-2.96;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;;1.68;2.46;9.63;0.49;3.92;2.35;
1;;;;;-5.29;-2.73;-9.55;-0.28;-6.91;-2.96;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-55.36;0.01;59.71;0.00;-204.90;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-55.01;0.02;57.84;0.01;-107.89;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-54.19;0.01;49.34;0.00;-108.21;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-53.95;0.01;47.39;0.00;-28.38;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-53.14;0.00;38.89;0.00;-28.69;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-52.95;0.00;36.88;0.00;33.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-52.14;0.03;28.39;0.01;33.52;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-52.13;0.03;28.29;0.01;35.65;-0.03;Beam | 1 - IPE 500 | L : 0.075 m
