Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-4.33;0.44;-1.07;-0.02;-4.63;-2.60;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-4.33;0.44;-1.07;-0.02;-4.63;-2.60;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-4.24;0.03;-0.45;-0.01;-4.81;-2.66;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;-4.13;-0.39;0.19;-0.01;-4.84;-2.61;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;-4.13;-0.39;0.19;-0.01;-4.84;-2.61;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;3.500;M_T;-3.51;-1.83;2.34;-0.01;-2.62;-0.74;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-4.53;1.30;-2.41;-0.02;-3.76;-2.16;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-4.93;3.01;-5.11;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;M_y;-4.13;-0.39;0.19;-0.01;-4.84;-2.61;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-3.30;-1.92;2.47;-0.01;-1.40;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-4.24;0.03;-0.45;-0.01;-4.81;-2.66;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-3.30;3.01;2.47;-0.01;0.00;0.20;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.93;-1.92;-5.11;-0.02;-4.84;-2.66;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;5.32;1.39;2.41;-0.06;-0.47;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;5.37;0.35;1.87;-0.05;3.08;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;5.37;1.39;2.41;-0.05;3.08;0.03;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;5.32;0.35;1.87;-0.06;-0.47;-1.67;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;4.23;1.96;3.40;-0.05;-4.14;1.99;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;4.29;0.97;2.90;-0.05;0.81;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;4.29;0.97;2.90;-0.05;0.81;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;4.23;1.96;3.40;-0.05;-4.14;1.99;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;4.23;1.96;3.40;-0.05;-4.14;1.99;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;4.29;0.97;2.90;-0.05;0.81;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
