Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;4.75;1.39;4.37;-0.06;-2.08;0.03;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;4.80;0.32;3.83;-0.05;4.69;-1.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;5.22;0.83;-0.41;0.04;4.62;-1.64;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;5.24;-0.06;-0.62;0.03;4.29;-1.90;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;5.24;-0.41;-0.70;0.03;4.15;-1.86;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;5.24;-0.41;-0.70;0.03;4.15;-1.86;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;5.27;-1.49;-0.97;0.03;3.46;-1.05;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;5.70;-1.16;-5.21;0.08;3.38;-1.06;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;5.76;-2.19;-5.73;0.08;-5.64;1.95;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;6.18;-0.58;-9.99;0.38;-5.72;1.95;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;6.18;-0.60;-10.00;0.38;-6.09;1.99;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;6.18;-0.60;-10.00;0.38;-6.09;1.99;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;6.18;-0.63;-10.01;0.38;-6.46;2.03;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;4.14;0.98;5.23;-0.05;1.77;-0.58;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;4.56;1.20;0.98;-0.01;1.70;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;4.59;0.21;0.76;-0.01;2.30;-1.08;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;4.62;-1.15;0.45;-0.01;2.88;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;5.04;-0.97;-3.80;0.02;2.80;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;5.10;-2.00;-4.34;0.02;-3.91;2.10;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;5.36;-1.72;-6.94;0.08;-3.96;2.10;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;5.36;-1.74;-6.99;0.07;-5.00;2.37;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;6.04;1.76;7.07;-0.07;-4.19;2.18;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;5.78;2.03;4.47;-0.02;-4.15;2.18;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;5.73;1.00;3.93;-0.02;2.77;-0.55;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;5.30;1.17;-0.32;0.01;2.85;-0.55;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;5.27;-0.19;-0.63;0.01;2.39;-1.07;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;5.25;-1.18;-0.85;0.01;1.89;-0.59;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;4.83;-0.95;-5.10;0.05;1.96;-0.59;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;4.77;-1.97;-5.60;0.05;-6.45;1.98;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;6.28;0.66;10.18;-0.38;-6.59;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;6.28;0.66;10.18;-0.38;-6.59;2.07;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;5.86;2.22;5.91;-0.08;-6.13;2.03;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;5.81;1.18;5.39;-0.08;3.18;-1.03;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;5.38;1.51;1.15;-0.03;3.26;-1.03;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;5.35;0.43;0.87;-0.03;4.10;-1.84;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;5.35;0.43;0.87;-0.03;4.10;-1.84;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;5.34;0.08;0.80;-0.03;4.28;-1.89;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;5.32;-0.82;0.59;-0.04;4.71;-1.64;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;4.90;-0.28;-3.65;0.05;4.79;-1.64;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;4.86;-1.35;-4.19;0.07;-1.70;-0.04;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;4.08;1.99;5.73;-0.05;-6.84;2.03;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;5.86;2.22;5.91;-0.08;-6.13;2.03;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;V_y;5.76;-2.19;-5.73;0.08;-5.64;1.95;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;6.18;-0.63;-10.01;0.38;-6.46;2.03;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;6.18;-0.58;-9.99;0.38;-5.72;1.95;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;6.28;0.64;10.17;-0.38;-6.21;2.03;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;4.90;-0.28;-3.65;0.05;4.79;-1.64;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;6.28;0.68;10.19;-0.38;-6.96;2.11;Beam | 3 - HEA 140 | L : 0.075 m
1;4;4;0.000;M_z;6.05;1.78;7.12;-0.07;-5.25;2.45;Beam | 3 - HEA 140 | L : 0.150 m
1;188;;0.612;M_z;5.24;-0.06;-0.62;0.03;4.29;-1.90;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;;6.28;2.22;10.19;0.38;4.79;2.45;
1;;;;;4.08;-2.19;-10.01;-0.38;-6.96;-1.90;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-58.87;0.26;55.70;0.11;-172.94;0.12;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-58.57;0.52;53.81;0.17;-82.57;0.12;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-57.75;0.39;45.31;0.14;-82.88;0.12;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-57.52;0.56;43.34;0.18;-9.72;-0.46;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-56.71;0.37;34.84;0.15;-10.04;-0.46;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-56.53;0.45;32.81;0.16;45.79;-1.21;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-55.72;-0.24;24.32;-0.05;45.48;-1.21;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-55.71;-0.24;24.23;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-63.88;-0.04;23.06;-0.05;47.30;-1.18;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-63.72;-0.10;21.08;-0.05;82.08;-0.99;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-62.90;-0.28;12.58;-0.08;81.77;-0.98;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-62.72;-0.32;10.48;-0.06;100.80;-0.31;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-61.89;-0.47;1.98;-0.09;100.49;-0.30;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-61.69;-0.46;-0.13;-0.05;102.02;0.73;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-61.17;-0.63;-5.33;-0.09;101.83;0.73;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-61.15;-0.63;-5.53;-0.09;101.01;0.86;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-61.15;0.63;5.49;0.08;101.01;0.86;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-61.17;0.63;5.30;0.09;101.82;0.73;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-61.69;0.47;0.10;0.04;101.75;0.74;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-61.89;0.47;-2.02;0.08;100.17;-0.29;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-62.72;0.32;-10.51;0.06;100.05;-0.28;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-62.90;0.29;-12.62;0.08;80.96;-0.97;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-63.72;0.11;-21.12;0.05;80.85;-0.96;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-63.89;0.05;-23.10;0.05;46.02;-1.17;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-55.78;0.24;-24.26;0.05;46.02;-1.17;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-55.79;0.24;-24.35;0.05;44.20;-1.19;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-56.60;-0.44;-32.85;-0.16;44.09;-1.16;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-56.78;-0.36;-34.87;-0.14;-11.79;-0.44;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-57.59;-0.54;-43.37;-0.18;-11.91;-0.43;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-57.82;-0.38;-45.34;-0.13;-85.11;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-58.64;-0.52;-53.84;-0.17;-85.23;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-58.95;-0.26;-55.72;-0.10;-175.64;0.12;Beam | 1 - IPE 500 | L : 1.650 m
