Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.3;0.2;-3.3;0.0;-1.0;0.0;-1.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;3.3;0.2;-3.3;0.0;-1.0;0.0;-1.2;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;3.5;0.2;-3.5;0.0;-0.4;0.1;-1.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;3.5;0.2;-3.5;0.0;0.5;0.1;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;u_X;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_X;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Y;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_Y;3.6;0.2;-3.5;0.0;0.1;0.1;-1.7;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_Z;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_Z;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_X;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_X;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;φ_Y;3.2;0.1;-3.2;0.0;1.1;0.1;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Y;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_Z;0.0;0.0;0.0;0.0;-2.9;-0.2;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_Z;0.2;0.2;-0.1;0.0;2.6;-0.5;-3.3;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;3.6;0.2;0.0;0.0;2.6;0.1;0.0;Beam | 2 - HEA 160 | L : 4.000 m
