Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.2;-1.2;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.2;-1.4;0.4;
9;5;;0.0;0.0;0.0;0.0;0.3;-2.0;0.6;
40;41;;0.0;0.0;0.0;0.0;0.2;1.1;-0.1;
41;42;;0.0;0.0;0.0;0.0;-0.2;1.3;0.4;
42;43;;0.0;0.0;0.0;0.0;-0.3;1.9;0.6;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.2;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.2;
92;26;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.2;
93;50;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.2;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.9;
95;51;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.9;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
97;54;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.2;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
99;53;;0.0;0.0;0.0;0.0;0.0;-6.2;-18.2;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.2;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.2;
102;64;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.2;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.5;
103;30;;0.1;0.1;0.0;0.0;0.0;-3.3;-9.5;
104;65;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.4;
105;66;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.7;
105;72;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.7;
106;68;;0.0;0.0;0.0;0.0;0.0;-6.2;-18.3;
106;73;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.4;
107;67;;0.0;0.0;0.0;0.0;0.0;-6.2;-18.3;
107;74;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.4;
