Node No.;Displacements [mm];;;;Rotations [mrad];;;
123;6.6;2.8;3.2;5.1;5.6;3.8;-0.1;
124;13.1;2.2;4.0;12.3;9.8;4.6;0.5;
125;20.5;1.4;4.6;19.9;13.1;4.3;1.1;
126;26.8;0.8;4.9;26.4;11.8;3.3;1.1;
127;31.1;0.4;5.1;30.7;9.9;1.8;0.7;
128;32.9;0.3;5.8;32.3;7.4;0.2;0.1;
129;7.3;-0.1;6.5;3.4;-3.6;1.2;-2.2;
130;7.8;-0.6;7.2;3.1;1.2;-1.6;0.0;
131;5.0;-0.1;5.0;0.1;12.1;-0.6;1.2;
132;6.6;0.0;6.4;1.6;7.7;1.1;0.4;
133;6.9;-0.4;6.6;2.0;5.7;-0.8;1.0;
134;6.2;-0.1;6.2;0.2;6.5;-0.3;0.1;
139;11.9;0.0;11.2;4.0;-16.0;-1.4;4.2;
140;11.8;0.6;11.2;3.5;-9.7;1.7;0.1;
141;5.6;0.1;5.6;0.2;10.7;0.9;-1.4;
142;8.5;-0.1;8.4;1.4;2.5;-1.1;0.7;
143;9.0;0.3;8.8;1.8;-0.1;0.7;-0.9;
145;6.4;0.0;6.4;0.2;5.9;0.3;-0.3;
151;11.9;-0.1;11.2;4.0;-16.6;1.3;-4.2;
152;11.7;-0.6;11.2;3.4;-9.9;-1.8;0.0;
153;5.6;-0.1;5.6;0.2;10.5;-0.7;1.4;
154;8.4;0.1;8.3;1.5;2.5;1.1;-0.7;
155;8.9;-0.3;8.7;1.9;0.2;-0.8;0.9;
156;6.4;-0.1;6.4;0.2;5.9;-0.3;0.2;
Total;37.4;3.9;11.2;36.9;15.1;5.2;4.8;
max/min;0.0;-3.2;0.0;0.0;-16.6;-5.2;-4.8;
