Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;3.3;2.3;0.0;
2;2.3;-0.6;2.2;0.0;-1.8;-2.4;4.8;
3;4.8;0.1;4.8;0.1;15.1;0.7;-1.7;
4;6.2;0.0;6.2;0.1;7.7;0.0;-0.1;
5;4.8;-0.1;4.8;0.1;14.9;-0.5;1.6;
6;2.2;0.5;2.2;0.0;-1.9;2.5;-4.8;
7;0.0;0.0;0.0;0.0;3.3;-2.3;0.0;
8;0.0;0.0;0.0;0.0;4.1;-0.4;0.0;
9;0.0;0.0;0.0;0.0;5.4;-0.5;0.0;
10;0.0;0.0;0.0;0.0;4.1;-0.4;0.0;
11;0.0;0.0;0.0;0.0;0.5;1.8;0.0;
12;3.4;-2.7;2.1;0.1;0.6;-1.8;0.6;
13;21.0;-0.7;4.6;20.4;13.3;-4.3;-1.1;
14;32.9;0.3;6.0;32.4;7.1;0.0;0.0;
15;20.8;1.4;4.6;20.3;13.1;4.3;1.1;
16;3.9;3.3;2.1;0.1;0.6;1.7;-0.6;
17;0.0;0.0;0.0;0.0;0.5;-2.0;0.0;
18;0.0;0.0;0.0;0.0;0.4;2.0;0.0;
19;3.7;-3.2;1.8;0.2;0.5;-1.9;0.7;
20;23.3;-1.0;4.4;22.9;13.9;-4.9;-1.2;
21;37.4;0.3;5.8;36.9;7.5;0.0;0.0;
22;23.2;1.7;4.4;22.7;13.6;4.9;1.1;
23;4.2;3.9;1.7;0.2;0.5;1.8;-0.7;
24;0.0;0.0;0.0;0.0;0.4;-2.2;0.0;
25;0.0;0.0;0.0;0.0;0.4;1.8;0.0;
26;3.4;-2.9;1.8;0.1;0.5;-1.8;0.7;
27;21.5;-0.9;4.5;21.0;13.6;-4.5;-1.1;
28;34.1;0.3;6.0;33.6;7.1;0.0;0.0;
29;21.4;1.5;4.5;20.8;13.4;4.5;1.1;
30;3.9;3.4;1.8;0.1;0.5;1.7;-0.7;
31;0.0;0.0;0.0;0.0;0.4;-2.0;0.0;
32;0.0;0.0;0.0;0.0;0.4;1.8;0.0;
33;3.4;-2.9;1.9;0.1;0.5;-1.8;0.7;
34;21.5;-0.9;4.6;21.0;13.4;-4.5;-1.1;
35;34.1;0.3;6.1;33.5;6.8;0.0;0.0;
36;21.4;1.5;4.6;20.8;13.1;4.5;1.0;
37;3.9;3.4;1.8;0.1;0.5;1.7;-0.7;
38;0.0;0.0;0.0;0.0;0.4;-2.0;0.0;
39;0.0;0.0;0.0;0.0;1.6;1.4;0.0;
40;1.9;-0.4;1.9;0.0;-0.5;-1.8;2.9;
41;4.6;0.1;4.6;0.1;14.1;0.6;-1.3;
42;6.2;0.0;6.2;0.1;7.0;0.0;0.0;
43;4.6;-0.1;4.6;0.1;13.9;-0.3;1.3;
44;1.9;0.3;1.9;0.0;-0.5;1.8;-2.8;
45;0.0;0.0;0.0;0.0;1.6;-1.4;0.0;
46;0.0;0.0;0.0;0.0;2.3;-0.4;0.0;
47;0.0;0.0;0.0;0.0;3.0;-0.5;0.0;
48;0.0;0.0;0.0;0.0;2.3;-0.4;0.0;
49;6.5;-2.4;3.0;5.3;6.1;-3.9;0.0;
50;13.5;-1.7;3.9;12.8;10.2;-4.8;-0.6;
51;21.2;-0.9;4.5;20.6;13.5;-4.5;-1.1;
52;34.1;0.3;6.0;33.5;7.0;-0.1;-0.1;
53;32.3;0.1;5.3;31.8;9.6;-1.9;-0.7;
54;27.8;-0.3;4.9;27.4;11.9;-3.4;-1.0;
55;6.5;-2.4;3.0;5.3;6.2;-4.0;0.0;
57;13.5;-1.7;3.9;12.8;10.4;-4.8;-0.6;
58;21.2;-0.9;4.5;20.7;13.7;-4.5;-1.1;
59;27.8;-0.3;4.8;27.4;12.2;-3.4;-1.1;
60;32.3;0.1;5.1;31.9;10.0;-1.9;-0.7;
62;34.1;0.3;6.0;33.5;7.0;0.2;0.1;
63;34.1;0.3;5.9;33.6;7.4;-0.1;-0.1;
64;6.7;3.0;3.0;5.2;6.0;3.9;0.0;
65;13.4;2.3;3.9;12.6;10.1;4.7;0.5;
66;21.0;1.5;4.5;20.5;13.2;4.5;1.0;
67;32.2;0.4;5.3;31.8;9.5;1.9;0.7;
68;27.7;0.9;4.9;27.2;11.7;3.5;1.0;
69;6.6;3.0;2.9;5.2;6.1;3.9;0.0;
71;13.4;2.3;3.9;12.6;10.2;4.7;0.6;
72;21.0;1.5;4.5;20.5;13.4;4.5;1.1;
73;27.7;0.9;4.8;27.2;12.0;3.5;1.0;
74;32.2;0.4;5.1;31.8;9.9;1.9;0.7;
76;34.1;0.3;5.9;33.6;7.4;0.2;0.1;
83;6.9;-2.7;2.9;5.7;6.4;-4.3;0.0;
84;14.5;-1.9;3.8;13.9;10.6;-5.2;-0.6;
85;23.0;-1.1;4.4;22.5;14.0;-4.9;-1.2;
86;30.3;-0.3;4.6;29.9;12.6;-3.8;-1.1;
87;35.3;0.2;4.9;35.0;10.5;-2.1;-0.8;
89;37.3;0.3;5.7;36.9;7.9;-0.2;-0.1;
95;7.1;3.3;2.9;5.6;6.3;4.2;0.0;
96;14.5;2.6;3.8;13.7;10.4;5.2;0.6;
97;22.8;1.7;4.4;22.4;13.7;5.0;1.1;
98;30.2;1.0;4.6;29.8;12.4;3.9;1.1;
99;35.2;0.5;4.9;34.9;10.4;2.2;0.8;
100;37.3;0.3;5.7;36.9;7.8;0.2;0.1;
111;6.5;-2.2;3.2;5.2;5.6;-3.9;0.0;
112;13.2;-1.5;4.0;12.5;9.9;-4.6;-0.5;
113;20.6;-0.8;4.6;20.1;13.4;-4.3;-1.1;
114;27.0;-0.2;4.9;26.5;12.0;-3.3;-1.1;
115;31.2;0.2;5.1;30.8;10.0;-1.8;-0.7;
116;7.3;0.0;6.5;3.4;-3.3;-1.3;2.2;
117;32.9;0.3;5.8;32.3;7.4;-0.1;-0.1;
118;7.8;0.5;7.2;3.1;1.4;1.5;0.0;
119;5.0;0.1;5.0;0.2;12.3;0.8;-1.2;
120;6.6;-0.1;6.4;1.5;7.8;-1.1;-0.4;
121;7.0;0.3;6.7;1.9;5.7;0.8;-1.0;
122;6.2;0.0;6.2;0.1;6.4;0.3;-0.2;
