Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-93.58;1.35;-52.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-91.78;0.37;-49.26;0.03;-76.70;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-91.78;0.37;-49.26;0.03;-76.70;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-88.88;-1.21;-45.90;0.18;-194.45;-0.15;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-49.13;-0.37;60.10;-0.13;-194.62;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-48.80;-0.72;58.20;-0.21;-96.99;-0.19;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-27.28;-0.04;27.48;0.05;47.72;1.23;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-27.13;0.03;25.54;0.05;89.48;1.15;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-24.55;-0.70;1.22;-0.08;123.97;-0.81;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-24.57;-0.70;1.03;-0.08;124.14;-0.65;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-45.92;-0.19;-28.38;-0.05;47.91;1.23;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-45.93;-0.18;-28.47;-0.05;45.78;1.25;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-93.27;1.34;52.98;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-93.27;1.34;52.98;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-91.47;0.37;49.26;-0.03;76.71;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-91.47;0.36;49.26;-0.03;76.71;-1.28;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-88.57;-1.21;45.90;-0.18;194.46;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-88.57;-1.21;45.90;-0.18;194.46;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.94;1.01;-47.54;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.94;1.01;-47.54;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-68.13;0.28;-43.84;0.04;-68.55;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-68.13;0.27;-43.84;0.04;-68.55;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-65.20;-0.88;-40.59;0.16;-172.87;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-65.20;-0.88;-40.59;0.16;-172.87;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-61.84;-0.30;55.49;-0.12;-173.03;-0.17;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-61.53;-0.59;53.61;-0.19;-83.00;-0.12;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-66.76;0.03;22.90;0.05;46.20;1.18;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-66.60;0.09;20.92;0.05;80.72;1.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-64.00;-0.67;5.95;-0.09;99.07;-0.94;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-64.02;-0.68;5.76;-0.10;99.95;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-58.66;-0.24;-23.77;-0.05;46.40;1.18;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-58.66;-0.24;-23.87;-0.05;44.61;1.21;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-69.68;1.00;47.54;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-69.68;1.00;47.54;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-67.87;0.28;43.84;-0.04;68.55;-0.95;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-67.87;0.27;43.84;-0.04;68.55;-0.95;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.94;-0.88;40.59;-0.16;172.86;-0.13;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-64.94;-0.88;40.59;-0.16;172.86;-0.13;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-70.80;1.02;-50.81;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-70.80;1.02;-50.81;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-69.00;0.28;-46.00;0.04;-72.63;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-69.00;0.27;-46.00;0.04;-72.63;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
