Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.6;1.4;0.0;
2;1.8;-0.4;-1.8;0.0;0.5;-1.8;-3.0;
3;4.5;0.1;-4.5;0.1;-15.2;0.6;1.4;
4;6.0;0.0;-6.0;0.1;-8.3;0.0;0.0;
5;4.5;-0.1;-4.5;0.1;-15.0;-0.3;-1.4;
6;1.8;0.3;-1.8;0.0;0.6;1.8;2.9;
7;0.0;0.0;0.0;0.0;-1.6;-1.4;0.0;
8;0.0;0.0;0.0;0.0;-2.3;-0.4;0.0;
9;0.0;0.0;0.0;0.0;-3.0;-0.5;0.0;
10;0.0;0.0;0.0;0.0;-2.3;-0.4;0.0;
11;0.0;0.0;0.0;0.0;-0.4;2.0;0.0;
12;3.6;-3.2;-1.8;0.2;-0.5;-1.9;-0.7;
13;23.2;-1.0;-4.4;22.8;-14.4;-4.9;1.2;
14;37.2;0.3;-5.9;36.7;-8.0;0.0;0.0;
15;23.1;1.7;-4.4;22.6;-14.2;4.9;-1.2;
16;4.2;3.8;-1.7;0.2;-0.5;1.8;0.7;
17;0.0;0.0;0.0;0.0;-0.4;-2.2;0.0;
18;0.0;0.0;0.0;0.0;-0.5;1.7;0.0;
19;3.3;-2.6;-2.1;0.1;-0.6;-1.8;-0.6;
20;20.7;-0.7;-4.7;20.2;-13.8;-4.2;1.2;
21;32.5;0.3;-6.1;31.9;-7.5;0.0;0.0;
22;20.6;1.4;-4.7;20.0;-13.5;4.2;-1.1;
23;3.9;3.2;-2.1;0.1;-0.6;1.7;0.6;
24;0.0;0.0;0.0;0.0;-0.5;-1.9;0.0;
25;0.0;0.0;0.0;0.0;-0.5;1.8;0.0;
26;3.7;-2.9;-2.2;0.1;-0.6;-1.8;-0.6;
27;21.7;-0.9;-4.9;21.1;-13.3;-4.5;1.1;
28;34.4;0.3;-6.3;33.8;-6.8;0.0;0.0;
29;21.6;1.5;-4.9;21.0;-13.0;4.5;-1.0;
30;4.1;3.5;-2.2;0.1;-0.6;1.7;0.6;
31;0.0;0.0;0.0;0.0;-0.5;-2.0;0.0;
32;0.0;0.0;0.0;0.0;-0.5;1.9;0.0;
33;3.8;-2.9;-2.3;0.1;-0.6;-1.8;-0.6;
34;21.9;-0.9;-5.1;21.3;-12.8;-4.5;1.0;
35;34.7;0.3;-6.6;34.0;-6.2;0.0;0.0;
36;21.8;1.5;-5.1;21.1;-12.6;4.5;-1.0;
37;4.2;3.5;-2.3;0.1;-0.6;1.7;0.6;
38;0.0;0.0;0.0;0.0;-0.5;-2.1;0.0;
39;0.0;0.0;0.0;0.0;-3.4;2.3;0.0;
40;2.5;-0.6;-2.4;0.0;1.8;-2.4;-4.8;
41;5.2;0.1;-5.2;0.1;-14.6;0.7;1.6;
42;6.8;0.0;-6.8;0.1;-6.7;0.0;0.1;
43;5.2;-0.1;-5.2;0.1;-14.4;-0.5;-1.5;
44;2.4;0.5;-2.4;0.0;1.8;2.5;4.8;
45;0.0;0.0;0.0;0.0;-3.4;-2.3;0.0;
46;0.0;0.0;0.0;0.0;-4.2;-0.4;0.0;
47;0.0;0.0;0.0;0.0;-5.5;-0.5;0.0;
48;0.0;0.0;0.0;0.0;-4.2;-0.4;0.0;
49;6.8;-2.5;-3.4;5.3;-5.5;-4.0;-0.1;
50;13.8;-1.7;-4.4;12.9;-9.7;-4.8;0.5;
51;21.5;-1.0;-5.0;20.9;-12.9;-4.6;1.0;
52;34.6;0.3;-6.5;34.0;-6.5;-0.1;0.1;
53;32.8;0.1;-5.8;32.3;-8.9;-1.9;0.6;
54;28.3;-0.3;-5.4;27.7;-11.2;-3.5;0.9;
55;6.7;-2.4;-3.3;5.3;-5.8;-4.0;-0.1;
57;13.6;-1.7;-4.2;12.9;-10.0;-4.8;0.5;
58;21.4;-0.9;-4.9;20.8;-13.3;-4.5;1.1;
59;28.0;-0.3;-5.2;27.5;-11.8;-3.5;1.0;
60;32.5;0.1;-5.5;32.0;-9.7;-1.9;0.7;
62;34.6;0.3;-6.5;34.0;-6.4;0.2;-0.1;
63;34.3;0.3;-6.2;33.8;-7.1;-0.1;0.1;
64;7.0;3.0;-3.4;5.2;-5.5;4.0;0.1;
65;13.7;2.3;-4.4;12.8;-9.5;4.8;-0.5;
66;21.4;1.5;-5.0;20.8;-12.6;4.6;-1.0;
67;32.7;0.4;-5.8;32.2;-8.8;2.0;-0.6;
68;28.1;0.9;-5.4;27.6;-11.0;3.5;-0.9;
69;6.9;3.0;-3.3;5.2;-5.7;3.9;0.1;
71;13.6;2.3;-4.2;12.7;-9.9;4.8;-0.5;
72;21.2;1.5;-4.8;20.6;-13.1;4.5;-1.0;
73;27.9;0.9;-5.2;27.4;-11.6;3.5;-1.0;
74;32.5;0.4;-5.5;32.0;-9.5;1.9;-0.7;
76;34.3;0.3;-6.2;33.8;-7.1;0.2;-0.1;
83;6.4;-2.1;-3.2;5.1;-6.1;-3.8;0.0;
84;13.1;-1.5;-4.1;12.3;-10.4;-4.6;0.6;
85;20.4;-0.7;-4.7;19.8;-13.8;-4.3;1.2;
86;26.6;-0.2;-4.9;26.2;-12.5;-3.2;1.1;
87;30.8;0.2;-5.2;30.3;-10.5;-1.7;0.8;
89;32.4;0.3;-6.0;31.9;-7.9;-0.1;0.1;
95;6.6;2.8;-3.2;5.0;-6.0;3.8;0.0;
96;13.0;2.1;-4.1;12.2;-10.2;4.5;-0.6;
97;20.2;1.4;-4.7;19.7;-13.6;4.3;-1.1;
98;26.5;0.8;-4.9;26.0;-12.4;3.3;-1.1;
99;30.7;0.4;-5.2;30.2;-10.4;1.8;-0.8;
100;32.4;0.3;-6.0;31.9;-7.9;0.2;-0.1;
111;6.9;-2.7;-2.9;5.7;-6.8;-4.3;0.0;
112;14.5;-1.9;-3.9;13.8;-11.1;-5.2;0.7;
113;22.9;-1.0;-4.4;22.4;-14.5;-4.9;1.2;
114;30.1;-0.3;-4.7;29.8;-13.2;-3.8;1.2;
115;35.1;0.2;-5.0;34.8;-11.1;-2.1;0.8;
116;12.2;0.0;-11.5;4.0;16.1;-1.4;-4.3;
117;37.1;0.3;-5.8;36.7;-8.4;-0.2;0.1;
118;12.1;0.6;-11.6;3.5;9.9;1.7;-0.1;
119;6.1;0.1;-6.1;0.2;-10.2;0.9;1.3;
120;9.1;-0.1;-9.0;1.4;-1.6;-1.1;-0.8;
121;9.7;0.3;-9.5;1.8;1.3;0.7;0.8;
122;7.1;0.0;-7.1;0.2;-4.9;0.3;0.3;
123;7.1;3.3;-2.9;5.6;-6.8;4.2;0.0;
124;14.4;2.5;-3.9;13.6;-10.9;5.2;-0.6;
125;22.7;1.7;-4.4;22.2;-14.3;4.9;-1.2;
126;30.0;1.0;-4.7;29.6;-13.0;3.8;-1.2;
127;35.0;0.5;-5.0;34.7;-11.0;2.2;-0.8;
128;37.1;0.3;-5.8;36.7;-8.4;0.2;-0.1;
129;12.2;-0.1;-11.5;4.0;16.8;1.3;4.2;
130;12.1;-0.6;-11.5;3.4;10.1;-1.8;0.1;
131;6.1;-0.1;-6.0;0.2;-10.0;-0.7;-1.3;
132;9.0;0.1;-8.9;1.5;-1.6;1.1;0.8;
