Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-2.0;1.0;0.0;
2;0.7;-0.7;-0.1;0.0;1.7;-1.0;-2.6;
3;0.4;-0.3;-0.1;0.1;-1.0;0.6;0.5;
4;0.6;-0.5;-0.2;0.1;0.0;-0.1;-0.5;
5;0.6;-0.5;-0.2;0.1;-1.9;0.1;-0.8;
6;0.6;-0.5;-0.2;0.0;4.0;0.1;5.0;
7;0.0;0.0;0.0;0.0;-4.6;0.7;0.0;
8;0.0;0.0;0.0;0.0;-2.2;-0.3;0.0;
9;0.0;0.0;0.0;0.0;-3.9;-0.2;0.0;
10;0.0;0.0;0.0;0.0;-3.5;-0.1;0.0;
11;0.0;0.0;0.0;0.0;0.0;2.4;0.0;
12;6.2;-6.2;0.0;0.1;0.0;-0.3;0.0;
13;12.8;-5.1;0.0;11.8;0.2;-2.9;0.0;
14;21.5;-4.2;0.0;21.1;0.4;-0.4;0.0;
15;14.9;-3.6;0.0;14.5;0.4;2.7;0.1;
16;2.3;-2.3;0.0;0.1;0.0;1.8;0.0;
17;0.0;0.0;0.0;0.0;0.0;0.1;0.0;
18;0.0;0.0;0.0;0.0;0.0;2.4;0.0;
19;6.2;-6.2;0.0;0.1;0.0;-0.3;0.0;
20;12.8;-5.1;0.0;11.8;0.2;-2.9;0.0;
21;21.5;-4.2;0.0;21.1;0.3;-0.4;0.0;
22;15.0;-3.6;0.0;14.5;0.3;2.7;0.0;
23;2.3;-2.3;0.0;0.1;0.0;1.8;0.0;
24;0.0;0.0;0.0;0.0;0.0;0.1;0.0;
25;0.0;0.0;0.0;0.0;0.0;2.3;0.0;
26;6.2;-6.2;0.1;0.1;0.0;-0.3;0.0;
27;12.4;-5.1;0.1;11.3;0.0;-2.8;0.0;
28;20.8;-4.3;0.2;20.4;-0.1;-0.4;0.0;
29;14.6;-3.7;0.2;14.1;-0.1;2.6;0.0;
30;2.4;-2.4;0.2;0.1;0.0;1.8;0.0;
31;0.0;0.0;0.0;0.0;0.0;0.1;0.0;
32;0.0;0.0;0.0;0.0;0.0;2.3;0.0;
33;6.1;-6.1;0.1;0.1;0.0;-0.3;0.0;
34;12.4;-5.1;0.3;11.3;-0.3;-2.8;0.1;
35;20.8;-4.2;0.4;20.4;-0.6;-0.4;0.0;
36;14.5;-3.7;0.5;14.1;-0.5;2.6;-0.1;
37;2.4;-2.3;0.3;0.1;0.1;1.8;0.0;
38;0.0;0.0;0.0;0.0;0.1;0.1;0.0;
39;0.0;0.0;0.0;0.0;2.0;1.0;0.0;
40;0.7;-0.7;0.2;0.0;-1.7;-1.0;2.6;
41;0.5;-0.3;0.4;0.1;0.9;0.6;-0.5;
42;0.8;-0.5;0.6;0.1;-0.2;-0.1;0.5;
43;0.9;-0.5;0.7;0.1;1.8;0.1;0.8;
44;0.7;-0.5;0.4;0.0;-3.9;0.1;-5.0;
45;0.0;0.0;0.0;0.0;4.7;0.7;0.0;
46;0.0;0.0;0.0;0.0;2.2;-0.3;0.0;
47;0.0;0.0;0.0;0.0;4.0;-0.2;0.0;
48;0.0;0.0;0.0;0.0;3.6;-0.1;0.0;
49;6.4;-5.9;0.2;2.2;-0.2;-2.0;0.0;
50;8.4;-5.6;0.2;6.4;-0.3;-2.7;0.1;
51;12.2;-5.1;0.3;11.1;-0.3;-2.8;0.1;
52;20.8;-4.2;0.4;20.3;-0.6;-0.5;0.0;
53;19.2;-4.4;0.4;18.7;-0.7;-1.5;0.1;
54;16.2;-4.7;0.3;15.5;-0.6;-2.3;0.1;
55;6.4;-6.0;0.1;2.2;0.0;-2.0;0.0;
57;8.5;-5.6;0.1;6.4;0.0;-2.8;0.0;
58;12.2;-5.1;0.1;11.1;0.0;-2.8;0.0;
59;16.2;-4.7;0.2;15.5;-0.1;-2.3;0.0;
60;19.2;-4.4;0.2;18.7;-0.1;-1.5;0.0;
62;20.9;-4.2;0.4;20.4;-0.6;-0.3;0.0;
