Node No.;Displacements [mm];;;;Rotations [mrad];;;
63;20.8;-4.3;0.2;20.3;-0.1;-0.5;0.0;
64;4.9;-2.7;0.3;4.1;-0.4;2.8;-0.1;
65;9.6;-3.2;0.4;9.0;-0.6;3.0;-0.1;
66;14.3;-3.7;0.5;13.9;-0.5;2.7;-0.1;
67;20.4;-4.2;0.5;20.0;-0.8;0.8;-0.1;
68;18.1;-4.0;0.5;17.7;-0.8;1.9;-0.1;
69;4.9;-2.7;0.2;4.1;-0.1;2.8;0.0;
71;9.6;-3.2;0.2;9.0;-0.1;3.0;0.0;
72;14.4;-3.7;0.2;13.9;-0.1;2.7;0.0;
73;18.2;-4.0;0.3;17.7;-0.2;1.9;0.0;
74;20.4;-4.2;0.2;20.0;-0.2;0.8;0.0;
76;20.9;-4.3;0.2;20.5;-0.1;-0.3;0.0;
83;6.4;-6.0;0.0;2.3;0.1;-2.1;0.0;
84;8.7;-5.6;0.0;6.6;0.2;-2.9;0.0;
85;12.6;-5.1;0.0;11.6;0.2;-2.9;0.0;
86;16.7;-4.7;0.0;16.1;0.3;-2.4;0.0;
87;19.9;-4.4;0.0;19.4;0.4;-1.5;0.0;
89;21.5;-4.2;0.0;21.0;0.4;-0.5;0.0;
95;4.9;-2.7;0.0;4.2;0.3;2.9;0.0;
96;9.8;-3.2;0.0;9.3;0.3;3.1;0.0;
97;14.8;-3.6;0.0;14.3;0.3;2.8;0.0;
98;18.7;-4.0;0.0;18.3;0.5;1.9;0.1;
99;21.1;-4.2;0.0;20.6;0.5;0.9;0.0;
100;21.6;-4.2;0.0;21.2;0.4;-0.3;0.0;
111;6.4;-6.0;0.0;2.3;0.1;-2.1;0.0;
112;8.7;-5.6;0.0;6.6;0.2;-2.8;0.0;
113;12.6;-5.1;0.0;11.5;0.2;-2.9;0.0;
114;16.7;-4.7;0.0;16.0;0.4;-2.4;-0.1;
115;19.8;-4.4;0.0;19.3;0.5;-1.5;-0.1;
116;6.3;-0.4;5.9;2.1;-15.7;-0.8;2.6;
117;21.4;-4.2;0.0;21.0;0.5;-0.5;0.0;
118;5.7;-0.1;5.3;2.0;-14.2;0.9;0.2;
119;1.1;-0.3;1.0;0.1;-2.3;0.7;-0.3;
120;2.6;-0.5;2.4;0.6;-6.2;-0.6;1.3;
121;2.7;-0.3;2.5;0.9;-6.5;0.3;0.0;
122;0.9;-0.5;0.8;0.1;-1.7;0.1;0.4;
123;4.9;-2.7;0.0;4.2;0.3;2.9;0.0;
124;9.8;-3.2;0.0;9.3;0.4;3.1;0.1;
125;14.7;-3.6;0.0;14.3;0.3;2.8;0.1;
126;18.7;-4.0;-0.1;18.2;0.6;1.9;0.1;
127;21.0;-4.2;-0.1;20.6;0.6;0.9;0.1;
128;21.5;-4.2;0.0;21.1;0.5;-0.3;0.0;
129;11.2;-0.6;11.1;1.2;-30.1;0.6;-4.8;
130;9.6;-0.8;9.5;1.2;-25.5;-0.6;-0.1;
131;1.8;-0.5;1.7;0.1;-3.8;-0.1;0.5;
132;4.7;-0.5;4.5;1.1;-11.9;0.7;-2.5;
133;5.7;-0.7;5.5;1.3;-14.5;-0.6;-0.5;
134;1.3;-0.5;1.1;0.1;-2.6;-0.3;0.6;
139;6.1;-0.4;-5.8;2.1;15.7;-0.8;-2.6;
140;5.5;-0.1;-5.1;2.0;14.1;0.9;-0.1;
141;0.8;-0.3;-0.8;0.1;2.2;0.7;0.3;
142;2.3;-0.5;-2.1;0.6;6.0;-0.6;-1.2;
143;2.4;-0.3;-2.2;0.9;6.3;0.3;0.0;
145;0.6;-0.5;-0.4;0.1;1.5;0.1;-0.4;
151;10.9;-0.6;-10.8;1.2;30.0;0.6;4.7;
152;9.2;-0.8;-9.1;1.2;25.4;-0.6;0.1;
153;1.4;-0.5;-1.3;0.1;3.7;-0.1;-0.5;
154;4.3;-0.5;-4.1;1.1;11.7;0.7;2.5;
155;5.3;-0.7;-5.0;1.3;14.2;-0.6;0.5;
156;0.9;-0.5;-0.8;0.1;2.4;-0.3;-0.6;
Total;21.6;0.0;11.1;21.2;30.0;3.1;5.0;
max/min;0.0;-6.2;-10.8;0.0;-30.1;-2.9;-5.0;
