Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-4.90;-0.16;-0.74;0.01;-2.48;1.03;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-4.90;-0.17;-0.74;0.01;-2.48;1.03;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-4.81;0.00;-0.46;0.01;-2.62;1.05;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-5.11;-0.51;-1.35;0.01;-1.96;0.86;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-3.87;0.76;0.79;0.01;-1.77;-0.12;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-5.51;-1.20;-2.57;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
