Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-51.72;0.69;-25.00;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-51.72;0.69;-25.00;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-50.37;0.16;-28.40;0.00;-40.06;-0.64;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-50.37;0.16;-28.40;0.00;-40.06;-0.64;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-48.16;-0.67;-31.16;0.02;-115.72;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-48.16;-0.67;-31.16;0.02;-115.72;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-39.76;0.01;39.78;0.01;-115.84;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-39.66;0.02;39.06;0.01;-83.31;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;0.825;;-39.66;0.02;39.06;0.01;-83.31;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;;1.005;;-39.64;0.02;38.90;0.01;-76.30;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-39.57;0.02;38.33;0.01;-51.39;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-37.69;0.00;16.28;0.01;40.87;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-37.62;0.01;15.55;0.01;53.40;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;;0.787;;-37.62;0.01;15.55;0.01;53.40;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-37.56;0.01;14.82;0.01;65.36;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-35.83;0.05;1.76;0.01;78.03;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-35.84;0.05;1.69;0.01;78.16;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-35.84;0.05;1.69;0.01;78.16;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-35.85;0.05;1.61;0.01;78.29;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-37.52;-0.02;-19.93;-0.01;25.61;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-37.52;-0.02;-20.00;-0.01;24.11;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-54.04;0.73;38.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-54.04;0.73;38.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-52.70;0.17;36.61;0.00;56.04;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-52.70;0.17;36.61;0.00;56.04;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-50.52;-0.70;35.26;-0.03;145.39;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-50.52;-0.70;35.26;-0.03;145.39;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-52.69;0.71;-25.08;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-52.69;0.71;-25.08;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-51.34;0.17;-28.48;0.00;-40.17;-0.66;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-51.34;0.16;-28.48;0.00;-40.17;-0.66;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-49.13;-0.68;-31.23;0.02;-116.03;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-49.13;-0.68;-31.23;0.02;-116.03;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-39.68;0.01;39.85;0.01;-116.14;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-39.57;0.02;39.13;0.01;-83.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;0.825;;-39.57;0.02;39.13;0.01;-83.56;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;;1.005;;-39.55;0.02;38.97;0.01;-76.53;-0.02;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-39.48;0.02;38.40;0.01;-51.58;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-37.35;0.00;16.33;0.00;40.92;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-37.29;0.00;15.60;0.00;53.49;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;;0.787;;-37.29;0.00;15.60;0.00;53.49;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-37.23;0.00;14.87;0.00;65.49;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-35.49;0.04;1.70;0.00;78.34;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-35.50;0.04;1.63;0.00;78.46;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-35.50;0.04;1.63;0.00;78.46;0.05;Beam | 1 - IPE 500 | L : 0.150 m
