Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-64.47;0.26;-34.89;0.02;-54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-64.47;0.25;-34.89;0.02;-54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-18.48;-0.47;0.98;-0.07;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-18.49;-0.47;0.84;-0.08;87.69;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-32.84;-0.20;-20.11;-0.03;34.06;0.69;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-32.85;-0.20;-20.18;-0.03;32.55;0.71;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-65.60;0.93;37.36;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-65.60;0.93;37.36;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-64.26;0.26;34.89;-0.02;54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-64.26;0.25;34.89;-0.02;54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-62.07;-0.83;32.70;-0.09;137.88;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-62.07;-0.83;32.70;-0.09;137.88;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-50.11;0.71;-33.72;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-50.11;0.71;-33.72;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-48.77;0.20;-31.26;0.02;-48.75;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-48.77;0.19;-31.26;0.02;-48.75;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.56;-0.62;-29.12;0.08;-123.40;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-46.56;-0.62;-29.12;0.08;-123.40;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-43.52;-0.19;39.62;-0.10;-123.52;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-43.31;-0.33;38.20;-0.13;-59.31;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-46.64;0.08;16.37;0.04;32.90;0.66;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-46.51;0.11;14.91;0.04;57.54;0.47;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-44.65;-0.45;4.13;-0.08;70.90;-0.78;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-44.66;-0.45;3.99;-0.08;71.51;-0.70;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-41.25;-0.22;-17.03;-0.03;33.04;0.67;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-41.26;-0.22;-17.10;-0.03;31.76;0.69;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-49.93;0.71;33.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-49.93;0.71;33.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-48.58;0.20;31.26;-0.02;48.74;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-48.58;0.19;31.26;-0.02;48.74;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.38;-0.62;29.12;-0.08;123.40;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-46.38;-0.62;29.12;-0.08;123.40;-0.11;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.57;0.72;-35.84;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-50.57;0.72;-35.84;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.23;0.20;-32.64;0.02;-51.37;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
1;22;;1.500;;-49.23;0.19;-32.64;0.02;-51.37;-0.68;Beam | 1 - IPE 500 | L : 4.000 m
