Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-47.93;0.00;-27.27;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-47.93;0.00;-27.27;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-43.09;0.00;-28.40;0.00;-111.48;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-43.09;0.00;-28.40;0.00;-111.48;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-32.79;-0.01;35.57;0.00;-111.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-32.54;-0.01;33.61;0.00;-54.48;0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-30.81;0.00;15.37;0.00;29.17;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-30.63;0.00;13.43;0.00;51.86;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-29.10;-0.01;2.20;0.00;67.28;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-29.12;-0.01;2.02;0.00;67.60;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-30.87;0.00;-16.55;0.00;28.44;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-30.88;0.00;-16.64;0.00;27.20;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-47.95;0.00;28.95;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-47.95;0.00;28.95;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-43.12;0.00;27.62;0.00;113.14;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-43.12;0.00;27.62;0.00;113.14;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-47.93;0.00;-27.27;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-47.93;0.00;-27.27;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-43.09;0.00;-28.40;0.00;-111.48;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-43.09;0.00;-28.40;0.00;-111.48;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-32.79;0.00;35.57;0.00;-111.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-32.54;0.00;33.61;0.00;-54.48;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-30.81;0.00;15.37;0.00;29.17;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-30.63;0.00;13.43;0.00;51.86;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-29.10;0.00;2.20;0.00;67.28;0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-29.12;0.00;2.02;0.00;67.60;0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-30.87;0.00;-16.55;0.00;28.44;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-30.88;0.00;-16.64;0.00;27.20;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-47.95;0.00;28.95;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-47.95;0.00;28.95;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-43.12;0.00;27.62;0.00;113.14;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-43.12;0.00;27.62;0.00;113.14;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-45.22;0.00;-26.42;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-45.22;0.00;-26.42;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-40.38;0.00;-27.49;0.00;-107.97;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-40.38;0.00;-27.49;0.00;-107.97;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-30.73;0.00;34.64;0.00;-108.06;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-30.48;0.00;32.67;0.00;-52.53;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-28.77;0.00;15.11;0.00;27.94;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-28.59;0.00;13.18;0.00;50.22;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-27.06;0.00;2.46;0.00;64.77;0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-27.07;0.00;2.28;0.00;65.13;0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-28.81;0.00;-15.59;0.00;27.25;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-28.82;0.00;-15.69;0.00;26.08;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-45.24;0.00;28.01;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
