Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.5;-3.0;-0.6;
8;4;;0.0;0.0;0.0;0.0;-0.4;-1.9;0.0;
9;5;;0.0;0.0;0.0;0.0;0.3;-1.8;0.3;
40;41;;0.0;0.0;0.0;0.0;0.5;2.8;-0.6;
41;42;;0.0;0.0;0.0;0.0;0.4;2.1;0.0;
42;43;;0.0;0.0;0.0;0.0;-0.2;1.7;0.3;
90;55;;0.0;0.0;0.0;0.0;0.0;-9.7;-26.3;
90;49;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.1;
92;26;;0.1;0.1;0.0;0.0;0.0;-5.2;-13.8;
92;33;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
93;57;;0.0;0.0;0.0;0.0;0.0;-9.7;-26.5;
93;50;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.3;
95;58;;0.0;0.0;0.0;0.0;0.0;-9.6;-25.1;
95;51;;0.0;0.0;0.0;0.0;0.0;-8.9;-25.0;
97;59;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.6;
97;54;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.4;
99;60;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.5;
99;53;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.4;
101;83;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.3;
101;55;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.1;
102;64;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.1;
102;69;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.3;
103;37;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
103;30;;0.1;0.1;0.0;0.0;0.0;-5.2;-13.8;
104;65;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.2;
104;71;;0.0;0.0;0.0;0.0;0.0;-9.6;-26.4;
105;66;;0.0;0.0;0.0;0.0;0.0;-9.0;-25.5;
105;72;;0.0;0.0;0.0;0.0;0.0;-9.5;-25.7;
106;68;;0.0;0.0;0.0;0.0;0.0;-8.9;-26.2;
106;73;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.4;
107;67;;0.0;0.0;0.0;0.0;0.0;-8.8;-26.3;
107;74;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
108;19;;0.1;0.1;0.0;0.0;0.0;-5.2;-13.8;
108;26;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
119;63;;0.0;0.0;0.0;0.0;0.0;-5.8;-16.0;
119;52;;0.0;0.0;0.0;0.0;0.0;-5.2;-16.0;
121;62;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.7;
121;76;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.8;
124;84;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
124;57;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
125;85;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.1;
125;58;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.0;
126;86;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.5;
126;59;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
127;87;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
127;60;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.5;
128;69;;0.0;0.0;0.0;0.0;0.0;-9.0;-26.1;
128;95;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.2;
129;30;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
129;23;;0.1;0.1;0.0;0.0;0.0;-5.2;-13.8;
130;71;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.2;
130;96;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
131;72;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.6;
131;97;;0.0;0.0;0.0;0.0;0.0;-9.3;-25.6;
132;73;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
132;98;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
133;74;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.4;
133;99;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
134;89;;0.0;0.0;0.0;0.0;0.0;-5.4;-16.0;
134;63;;0.0;0.0;0.0;0.0;0.0;-5.7;-16.0;
135;76;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.7;
135;100;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.7;
148;111;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
148;83;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.2;
149;12;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.8;
149;19;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
150;112;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
150;84;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.4;
151;113;;0.0;0.0;0.0;0.0;0.0;-9.3;-25.1;
151;85;;0.0;0.0;0.0;0.0;0.0;-9.3;-25.1;
152;114;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.5;
152;86;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
153;115;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
153;87;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
154;95;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.2;
154;123;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.2;
155;23;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.6;
155;16;;0.0;0.0;0.0;0.0;0.0;-5.2;-13.8;
156;96;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
