Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
156;124;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.3;
157;97;;0.0;0.0;0.0;0.0;0.0;-9.3;-25.6;
157;125;;0.0;0.0;0.0;0.0;0.0;-9.4;-25.6;
158;98;;0.0;0.0;0.0;0.0;0.0;-9.4;-26.4;
158;126;;0.0;0.0;0.0;0.0;0.0;-9.2;-26.3;
159;99;;0.0;0.0;0.0;0.0;0.0;-9.5;-26.5;
159;127;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.4;
160;117;;0.0;0.0;0.0;0.0;0.0;-5.4;-16.0;
160;89;;0.0;0.0;0.0;0.0;0.0;-5.8;-16.0;
161;100;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.8;
161;128;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.7;
174;139;;0.0;0.0;0.0;0.0;0.0;6.7;-21.7;
174;111;;0.0;0.0;0.0;0.0;0.0;-8.6;-26.2;
175;2;;1.0;-1.0;0.0;0.0;0.0;-3.0;-10.3;
175;12;;0.0;0.0;0.0;0.0;0.0;-4.4;-13.9;
176;140;;0.0;0.0;0.0;0.0;0.0;2.7;-25.5;
176;112;;0.0;0.0;0.0;0.0;0.0;-6.6;-25.7;
177;141;;0.0;0.0;0.0;0.0;0.0;-12.9;-26.4;
177;113;;0.0;0.0;0.0;0.0;0.0;-3.7;-23.8;
178;142;;0.0;0.0;0.0;0.0;0.0;-9.8;-25.6;
178;114;;0.0;0.0;0.0;0.0;0.0;-2.5;-25.2;
179;143;;0.0;0.0;0.0;0.0;0.0;-9.1;-26.8;
179;115;;0.0;0.0;0.0;0.0;0.0;-1.4;-25.0;
180;123;;0.0;0.0;0.0;0.0;0.0;-8.6;-27.1;
180;151;;0.0;0.0;0.0;0.0;0.0;-0.8;-22.8;
181;16;;0.0;0.0;0.0;0.0;0.0;-4.3;-14.9;
181;6;;0.4;-0.4;0.0;0.0;0.0;-4.3;-10.8;
182;124;;0.0;0.0;0.0;0.0;0.0;-6.6;-26.6;
182;152;;0.0;0.0;0.0;0.0;0.0;-3.7;-25.1;
183;125;;0.0;0.0;0.0;0.0;0.0;-3.7;-25.3;
183;153;;0.0;0.0;0.0;0.0;0.0;-13.8;-25.9;
184;126;;0.0;0.0;0.0;0.0;0.0;-2.5;-26.0;
184;154;;0.0;0.0;0.0;0.0;0.0;-13.0;-25.7;
185;127;;0.0;0.0;0.0;0.0;0.0;-1.4;-26.0;
185;155;;0.0;0.0;0.0;0.0;0.0;-14.0;-26.7;
186;145;;0.0;0.0;0.0;0.0;0.0;-13.3;-17.7;
186;117;;0.0;0.0;0.0;0.0;0.0;3.2;-14.6;
187;128;;0.0;0.0;0.0;0.0;0.0;3.0;-17.2;
187;156;;0.0;0.0;0.0;0.0;0.0;-14.4;-18.0;
200;49;;0.0;0.0;0.0;0.0;0.0;-9.3;-26.3;
200;116;;0.0;0.0;0.0;0.0;0.0;7.4;-21.6;
201;33;;0.0;0.0;0.0;0.0;0.0;-5.1;-14.0;
201;40;;0.8;-0.8;0.0;0.0;0.0;-2.7;-10.2;
202;50;;0.0;0.0;0.0;0.0;0.0;-7.2;-25.9;
202;118;;0.0;0.0;0.0;0.0;0.0;3.3;-25.4;
203;51;;0.0;0.0;0.0;0.0;0.0;-4.2;-23.9;
203;119;;0.0;0.0;0.0;0.0;0.0;-12.4;-26.3;
204;54;;0.0;0.0;0.0;0.0;0.0;-3.0;-25.3;
204;120;;0.0;0.0;0.0;0.0;0.0;-9.2;-25.5;
205;53;;0.0;0.0;0.0;0.0;0.0;-1.9;-25.1;
205;121;;0.0;0.0;0.0;0.0;0.0;-8.6;-26.7;
206;129;;0.0;0.0;0.0;0.0;0.0;0.0;-22.6;
206;64;;0.0;0.0;0.0;0.0;0.0;-9.2;-27.2;
207;44;;0.2;-0.2;0.0;0.0;0.0;-4.0;-10.8;
207;37;;0.0;0.0;0.0;0.0;0.0;-5.0;-15.0;
208;130;;0.0;0.0;0.0;0.0;0.0;-3.2;-25.0;
208;65;;0.0;0.0;0.0;0.0;0.0;-7.2;-26.7;
209;131;;0.0;0.0;0.0;0.0;0.0;-13.2;-25.8;
209;66;;0.0;0.0;0.0;0.0;0.0;-4.3;-25.4;
210;132;;0.0;0.0;0.0;0.0;0.0;-12.5;-25.5;
210;68;;0.0;0.0;0.0;0.0;0.0;-3.0;-26.1;
211;133;;0.0;0.0;0.0;0.0;0.0;-13.5;-26.5;
211;67;;0.0;0.0;0.0;0.0;0.0;-1.8;-26.0;
212;52;;0.0;0.0;0.0;0.0;0.0;2.9;-14.6;
212;122;;0.0;0.0;0.0;0.0;0.0;-13.0;-17.7;
213;134;;0.0;0.0;0.0;0.0;0.0;-14.1;-17.9;
213;62;;0.0;0.0;0.0;0.0;0.0;2.7;-17.3;
Total;;;1.0;0.1;0.0;0.0;0.5;7.4;0.3;
max/min;;;0.0;-1.0;0.0;0.0;-0.5;-14.4;-27.2;
