Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
2;2;0.000;V_z;-0.99;-0.57;6.81;0.04;-5.36;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;-0.93;-0.07;6.26;0.03;5.43;0.64;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;-0.99;-0.57;6.81;0.04;-5.36;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;-0.93;-0.07;6.26;0.03;5.43;0.64;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;-0.93;-0.07;6.26;0.03;5.43;0.64;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;-0.99;-0.57;6.81;0.04;-5.36;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;-0.93;-0.07;6.26;0.03;5.43;0.64;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;-0.99;-0.57;6.81;0.04;-5.36;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-0.93;-0.07;6.81;0.04;5.43;0.64;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;-0.99;-0.57;6.26;0.03;-5.36;0.00;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.647;;-4.14;-0.78;7.81;0.02;-4.29;-0.40;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.591;M_T;-4.14;-0.79;7.83;0.02;-4.74;-0.44;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_T;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-4.11;-0.43;7.51;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-4.18;-0.86;8.02;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-4.11;-0.43;8.02;0.02;2.81;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-4.18;-0.86;7.51;0.02;-9.42;-0.94;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-2.44;-0.94;10.47;0.06;-7.21;-0.94;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.075;;-2.44;-0.94;10.47;0.06;-7.21;-0.94;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;-2.44;-0.93;10.45;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;;0.113;N;-2.44;-0.93;10.46;0.06;-6.82;-0.90;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;N;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;-2.44;-0.93;10.45;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;-2.44;-0.93;10.45;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;;0.131;M_T;-2.44;-0.93;10.45;0.06;-6.62;-0.88;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;-2.44;-0.93;10.45;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;-2.44;-0.93;10.45;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;-2.44;-0.95;10.50;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;-2.44;-0.93;10.50;0.06;-6.43;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;-2.44;-0.95;10.45;0.06;-8.00;-1.01;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;-2.17;-0.34;14.01;0.29;-8.67;-1.75;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;-2.17;-0.34;14.01;0.29;-8.67;-1.75;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;-2.17;-0.32;14.00;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;-2.18;-0.36;14.02;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;-2.17;-0.32;14.02;0.29;-8.15;-1.72;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;-2.18;-0.36;14.00;0.29;-9.19;-1.78;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-11.69;-0.48;1.09;-0.01;0.59;2.59;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-11.69;-0.48;1.09;-0.01;0.59;2.59;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-11.59;-0.09;1.30;-0.01;0.88;2.65;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.190;;-11.40;0.61;1.63;-0.01;1.54;2.53;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_T;-12.29;-2.96;-0.30;-0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
6;;0.500;M_y;-12.09;-2.14;0.17;-0.01;-0.03;1.28;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-11.59;-0.09;1.30;-0.01;0.88;2.65;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-10.66;1.90;2.14;0.01;5.16;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-10.66;1.90;2.14;0.01;5.16;2.65;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-12.29;-2.96;-0.30;-0.01;-0.03;-0.13;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-26.55;0.10;0.41;0.00;2.96;-0.48;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-26.34;0.00;-0.30;0.00;2.99;-0.50;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-25.41;-0.43;-1.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-25.41;-0.43;-1.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-25.41;-0.43;-1.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-25.41;-0.43;-1.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-25.41;-0.43;-1.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-26.85;0.25;1.51;0.00;2.25;-0.35;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.500;M_T;-25.82;-0.25;-1.53;0.00;1.73;-0.34;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-26.44;0.05;0.03;0.00;3.02;-0.50;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-27.26;0.45;2.99;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-26.34;0.00;-0.30;0.00;2.99;-0.50;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-25.41;0.45;2.99;0.00;3.02;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-27.26;-0.43;-1.83;0.00;0.00;-0.50;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-21.99;0.03;0.02;0.00;4.88;-0.46;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-20.85;-0.36;-2.66;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-20.85;-0.36;-2.66;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-20.85;-0.36;-2.66;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-20.85;-0.36;-2.66;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-20.85;-0.36;-2.66;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-22.50;0.23;2.41;0.00;3.37;-0.30;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-21.47;-0.15;-1.87;0.00;3.60;-0.38;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-21.99;0.03;0.02;0.00;4.88;-0.46;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-22.90;0.38;4.33;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-21.88;-0.01;-0.46;0.00;4.82;-0.46;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-20.85;0.38;4.33;0.00;4.88;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-22.90;-0.36;-2.66;0.00;0.00;-0.46;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-23.29;0.08;0.66;0.00;4.73;-0.42;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-23.08;0.00;-0.47;0.00;4.77;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.15;-0.38;-2.93;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.15;-0.38;-2.93;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-22.15;-0.38;-2.93;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-22.15;-0.38;-2.93;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-22.15;-0.38;-2.93;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-23.59;0.22;2.41;0.00;3.59;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-22.77;-0.13;-1.85;0.00;3.85;-0.38;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-23.18;0.04;0.05;0.00;4.82;-0.43;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-23.99;0.39;4.77;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-23.08;0.00;-0.47;0.00;4.77;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.15;0.39;4.77;0.00;4.82;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-23.99;-0.38;-2.93;0.00;0.00;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-98.12;0.00;-66.08;0.00;-99.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-98.12;0.00;-66.09;0.00;-99.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.667;V_z;-96.80;0.00;-65.90;0.00;-176.43;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;M_T;-98.12;0.00;-66.08;0.00;-99.46;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-95.36;0.00;-66.16;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-99.91;0.00;-66.47;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-95.36;0.00;-65.90;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-99.91;0.00;-66.47;0.00;-264.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-73.27;0.01;80.36;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;M_z;-73.02;0.01;79.49;0.00;-198.73;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-72.82;0.01;78.59;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-72.82;0.01;80.36;0.00;-133.51;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-73.27;0.01;78.59;0.00;-264.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-68.95;-0.01;35.42;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.197;M_z;-68.93;-0.01;35.17;0.01;65.07;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-68.81;0.00;33.41;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-68.81;0.00;35.42;0.01;112.34;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-68.95;-0.01;33.41;0.01;58.12;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-65.14;0.05;7.07;0.01;150.83;0.05;Beam | 1 - IPE 500 | L : 0.150 m
