Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-0.8;0.9;0.0;
2;0.4;-0.4;0.0;0.0;0.7;-1.3;-1.0;
3;0.1;-0.1;0.0;0.1;-0.4;0.5;0.2;
4;0.2;-0.2;-0.1;0.1;0.0;0.0;-0.2;
5;0.3;-0.2;-0.1;0.1;-0.8;-0.2;-0.3;
6;0.1;0.0;-0.1;0.0;1.6;1.1;2.0;
7;0.0;0.0;0.0;0.0;-1.8;-0.3;0.0;
8;0.0;0.0;0.0;0.0;-0.9;-0.4;0.0;
9;0.0;0.0;0.0;0.0;-1.6;-0.4;0.0;
10;0.0;0.0;0.0;0.0;-1.4;-0.3;0.0;
11;0.0;0.0;0.0;0.0;0.0;2.2;0.0;
12;4.6;-4.5;0.0;0.1;0.0;-1.4;0.0;
13;20.0;-2.7;0.0;19.8;0.1;-4.4;0.0;
14;32.6;-1.5;0.0;32.6;0.2;-0.1;0.0;
15;20.8;-0.4;0.0;20.8;0.1;4.3;0.0;
16;1.5;1.5;0.0;0.1;0.0;1.9;0.0;
17;0.0;0.0;0.0;0.0;0.0;-1.4;0.0;
18;0.0;0.0;0.0;0.0;0.0;2.2;0.0;
19;4.6;-4.6;0.0;0.1;0.0;-1.4;0.0;
20;20.0;-2.7;0.0;19.8;0.1;-4.4;0.0;
21;32.6;-1.5;0.0;32.6;0.1;-0.1;0.0;
22;20.8;-0.4;0.0;20.8;0.1;4.3;0.0;
23;1.5;1.5;0.0;0.1;0.0;1.9;0.0;
24;0.0;0.0;0.0;0.0;0.0;-1.4;0.0;
25;0.0;0.0;0.0;0.0;0.0;2.2;0.0;
26;4.5;-4.5;0.0;0.1;0.0;-1.4;0.0;
27;19.7;-2.7;0.1;19.5;0.0;-4.3;0.0;
28;32.1;-1.5;0.1;32.1;0.0;-0.1;0.0;
29;20.5;-0.5;0.1;20.5;0.0;4.2;0.0;
30;1.5;1.5;0.1;0.1;0.0;1.9;0.0;
31;0.0;0.0;0.0;0.0;0.0;-1.3;0.0;
32;0.0;0.0;0.0;0.0;0.0;2.2;0.0;
33;4.5;-4.5;0.0;0.1;0.0;-1.4;0.0;
34;19.7;-2.7;0.1;19.5;-0.1;-4.3;0.0;
35;32.1;-1.5;0.2;32.1;-0.2;-0.1;0.0;
36;20.5;-0.5;0.2;20.5;-0.2;4.2;0.0;
37;1.5;1.5;0.1;0.1;0.0;1.9;0.0;
38;0.0;0.0;0.0;0.0;0.0;-1.3;0.0;
39;0.0;0.0;0.0;0.0;0.8;0.9;0.0;
40;0.4;-0.4;0.1;0.0;-0.7;-1.3;1.0;
41;0.2;-0.1;0.2;0.1;0.4;0.5;-0.2;
42;0.3;-0.2;0.2;0.1;-0.1;0.0;0.2;
43;0.4;-0.2;0.3;0.1;0.7;-0.2;0.3;
44;0.2;0.0;0.2;0.0;-1.6;1.1;-2.0;
45;0.0;0.0;0.0;0.0;1.9;-0.3;0.0;
46;0.0;0.0;0.0;0.0;0.9;-0.4;0.0;
47;0.0;0.0;0.0;0.0;1.6;-0.4;0.0;
48;0.0;0.0;0.0;0.0;1.4;-0.3;0.0;
49;6.2;-4.1;0.1;4.6;-0.1;-3.6;0.0;
50;12.1;-3.4;0.1;11.7;-0.1;-4.5;0.0;
51;19.4;-2.7;0.1;19.2;-0.1;-4.3;0.0;
52;32.1;-1.5;0.2;32.0;-0.2;-0.3;0.0;
53;30.2;-1.7;0.2;30.2;-0.3;-1.9;0.0;
54;25.8;-2.1;0.1;25.7;-0.2;-3.4;0.0;
55;6.2;-4.1;0.0;4.6;0.0;-3.6;0.0;
57;12.2;-3.4;0.0;11.7;0.0;-4.5;0.0;
58;19.4;-2.7;0.1;19.2;0.0;-4.3;0.0;
59;25.8;-2.1;0.1;25.7;0.0;-3.4;0.0;
60;30.2;-1.7;0.1;30.2;0.0;-1.9;0.0;
62;32.1;-1.5;0.2;32.1;-0.2;0.0;0.0;
63;32.1;-1.5;0.1;32.1;0.0;-0.3;0.0;
64;5.4;1.0;0.1;5.3;-0.2;3.9;0.0;
65;12.6;0.3;0.2;12.6;-0.2;4.6;0.0;
66;20.2;-0.4;0.2;20.2;-0.2;4.3;0.0;
67;30.7;-1.4;0.2;30.6;-0.3;1.7;0.0;
68;26.5;-1.0;0.2;26.5;-0.3;3.2;0.0;
69;5.4;1.0;0.1;5.3;0.0;3.9;0.0;
71;12.6;0.3;0.1;12.6;0.0;4.6;0.0;
