Node No.;Displacements [mm];;;;Rotations [mrad];;;
42;2.4;0.0;-2.4;0.1;-2.6;0.0;0.0;
43;1.8;-0.1;-1.8;0.1;-5.8;-0.3;-0.6;
44;0.8;0.3;-0.8;0.0;0.7;1.8;1.9;
45;0.0;0.0;0.0;0.0;-1.2;-1.3;0.0;
46;0.0;0.0;0.0;0.0;-1.5;0.0;0.0;
47;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;
48;0.0;0.0;0.0;0.0;-1.5;0.0;0.0;
49;5.8;-2.6;-1.1;5.0;-2.4;-3.8;0.0;
50;12.5;-1.9;-1.5;12.3;-4.0;-4.6;0.2;
51;20.0;-1.2;-1.7;19.9;-5.2;-4.3;0.4;
52;32.5;0.0;-2.2;32.4;-2.5;-0.2;0.0;
53;30.8;-0.1;-2.0;30.7;-3.5;-1.8;0.3;
54;26.4;-0.5;-1.9;26.4;-4.5;-3.3;0.4;
55;5.8;-2.6;-1.1;5.0;-2.5;-3.8;0.0;
57;12.5;-1.9;-1.5;12.2;-4.1;-4.6;0.2;
58;19.9;-1.2;-1.7;19.8;-5.4;-4.3;0.5;
59;26.3;-0.5;-1.8;26.3;-4.8;-3.3;0.4;
60;30.7;-0.1;-1.9;30.6;-3.8;-1.8;0.3;
62;32.5;0.0;-2.2;32.4;-2.5;0.2;0.0;
63;32.4;0.0;-2.1;32.3;-2.8;-0.2;0.0;
64;5.8;2.6;-1.1;5.0;-2.4;3.8;0.0;
65;12.5;1.9;-1.5;12.3;-3.9;4.6;-0.2;
66;20.0;1.2;-1.7;19.9;-5.1;4.3;-0.4;
67;30.8;0.1;-2.0;30.7;-3.5;1.8;-0.2;
68;26.4;0.5;-1.9;26.4;-4.4;3.3;-0.4;
69;5.7;2.6;-1.1;5.0;-2.5;3.8;0.0;
71;12.5;1.9;-1.4;12.2;-4.1;4.6;-0.2;
72;19.9;1.2;-1.7;19.8;-5.3;4.3;-0.4;
73;26.3;0.5;-1.8;26.3;-4.7;3.3;-0.4;
74;30.7;0.1;-1.9;30.6;-3.8;1.8;-0.3;
76;32.4;0.0;-2.1;32.3;-2.8;0.2;0.0;
83;5.7;-2.5;-1.1;5.0;-2.6;-3.7;0.0;
84;12.3;-1.8;-1.4;12.1;-4.3;-4.5;0.3;
85;19.7;-1.1;-1.6;19.6;-5.6;-4.3;0.5;
86;26.0;-0.5;-1.7;25.9;-5.0;-3.3;0.5;
87;30.2;-0.1;-1.7;30.2;-4.2;-1.8;0.3;
89;31.9;0.0;-2.0;31.8;-3.1;-0.1;0.0;
95;5.7;2.5;-1.1;5.0;-2.6;3.7;0.0;
96;12.3;1.8;-1.4;12.1;-4.2;4.5;-0.3;
97;19.7;1.1;-1.6;19.6;-5.5;4.3;-0.5;
98;26.0;0.5;-1.7;25.9;-5.0;3.3;-0.5;
99;30.2;0.1;-1.7;30.2;-4.1;1.8;-0.3;
100;31.9;0.0;-2.0;31.8;-3.1;0.2;0.0;
111;5.9;-2.7;-1.0;5.2;-2.9;-3.9;0.0;
112;12.9;-2.0;-1.3;12.7;-4.5;-4.8;0.3;
113;20.7;-1.2;-1.5;20.6;-5.9;-4.5;0.5;
114;27.4;-0.6;-1.6;27.3;-5.3;-3.5;0.5;
115;32.0;-0.2;-1.7;31.9;-4.4;-1.9;0.3;
116;5.5;0.0;-4.4;3.4;6.2;-1.3;-1.7;
117;33.7;0.0;-2.0;33.7;-3.3;-0.2;0.0;
118;5.4;0.5;-4.4;3.1;3.9;1.5;0.0;
119;2.2;0.1;-2.1;0.2;-4.2;0.8;0.6;
120;3.6;-0.1;-3.3;1.5;-0.7;-1.1;-0.3;
121;4.0;0.3;-3.5;1.9;0.5;0.8;0.3;
122;2.5;0.0;-2.5;0.1;-1.9;0.3;0.1;
123;5.9;2.7;-1.0;5.2;-2.8;3.9;0.0;
124;12.9;2.0;-1.3;12.7;-4.5;4.8;-0.3;
125;20.7;1.2;-1.5;20.6;-5.8;4.5;-0.5;
126;27.4;0.6;-1.6;27.3;-5.2;3.5;-0.5;
127;32.0;0.1;-1.7;31.9;-4.4;1.9;-0.3;
128;33.7;0.0;-2.0;33.7;-3.3;0.2;0.0;
129;5.5;-0.1;-4.4;3.3;6.5;1.2;1.7;
130;5.3;-0.6;-4.4;3.0;3.9;-1.6;0.0;
131;2.1;-0.1;-2.1;0.1;-4.1;-0.5;-0.5;
132;3.6;0.0;-3.2;1.6;-0.7;1.1;0.3;
133;4.0;-0.4;-3.4;2.0;0.4;-0.8;-0.3;
134;2.5;-0.1;-2.5;0.2;-1.9;-0.3;-0.1;
139;4.0;0.0;-2.3;3.2;0.7;-1.3;-0.8;
140;4.0;0.5;-2.6;2.9;-1.0;1.4;0.1;
141;1.7;0.1;-1.7;0.1;-5.4;0.7;0.6;
142;2.7;-0.1;-2.2;1.6;-3.7;-1.1;0.3;
143;2.9;0.3;-2.2;1.9;-2.9;0.8;0.5;
145;2.0;0.0;-2.0;0.1;-3.0;0.3;0.1;
151;3.9;-0.1;-2.3;3.1;0.9;1.2;0.8;
152;3.9;-0.6;-2.6;2.9;-0.9;-1.5;-0.1;
153;1.7;-0.1;-1.7;0.1;-5.3;-0.5;-0.6;
154;2.7;0.0;-2.1;1.6;-3.7;1.1;-0.3;
155;3.0;-0.4;-2.2;2.0;-3.0;-0.8;-0.5;
156;2.0;-0.1;-2.0;0.2;-3.0;-0.3;-0.1;
Total;33.7;3.2;0.0;33.7;6.5;4.8;1.9;
max/min;0.0;-3.2;-4.4;0.0;-6.1;-4.8;-1.9;
