Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.19;-0.27;4.66;0.01;-3.48;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.15;-0.09;4.25;0.00;3.88;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;0.28;-0.15;-0.13;-0.01;3.80;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;0.29;0.01;-0.28;-0.01;3.67;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.30;0.07;-0.33;-0.01;3.61;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;0.30;0.07;-0.33;-0.01;3.61;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;0.32;0.25;-0.53;-0.01;3.25;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;0.76;0.20;-4.91;-0.02;3.17;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;0.80;0.38;-5.31;-0.02;-5.26;-0.27;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;1.24;0.16;-9.70;-0.06;-5.34;-0.27;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.24;0.16;-9.71;-0.06;-5.71;-0.28;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;1.24;0.16;-9.71;-0.06;-5.71;-0.28;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;1.24;0.17;-9.72;-0.06;-6.07;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-0.96;-0.32;5.57;0.01;-6.47;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-0.91;-0.15;5.18;0.01;1.99;0.12;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-0.47;-0.17;0.80;0.00;1.91;0.12;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-0.46;0.00;0.63;0.00;2.40;0.18;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-0.44;0.24;0.40;0.00;2.90;0.06;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;0.01;0.23;-3.98;0.00;2.82;0.06;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;0.04;0.40;-4.39;0.00;-4.09;-0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;0.31;0.37;-7.05;-0.01;-4.14;-0.51;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;0.31;0.37;-7.08;-0.01;-5.19;-0.56;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;0.98;-0.37;7.18;0.01;-4.36;-0.52;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;0.71;-0.41;4.52;0.00;-4.31;-0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;0.67;-0.24;4.11;0.00;2.81;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.23;-0.24;-0.27;0.00;2.89;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.21;-0.01;-0.50;0.00;2.52;0.18;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.19;0.16;-0.67;0.00;2.12;0.12;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-0.24;0.14;-5.05;-0.01;2.20;0.12;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-0.29;0.32;-5.44;-0.01;-6.06;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.25;-0.17;9.86;0.06;-6.18;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.25;-0.17;9.86;0.06;-6.18;-0.30;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;0.81;-0.39;5.47;0.02;-5.73;-0.29;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;0.77;-0.21;5.07;0.02;2.97;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.33;-0.26;0.69;0.01;3.05;0.25;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.31;-0.07;0.48;0.01;3.53;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.31;-0.07;0.48;0.01;3.53;0.38;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.30;-0.01;0.43;0.01;3.63;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.29;0.15;0.28;0.01;3.84;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-0.15;0.09;-4.10;0.00;3.92;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-0.19;0.26;-4.50;-0.01;-3.18;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;153;0.075;N;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-0.96;-0.32;5.57;0.01;-6.47;-0.29;Beam | 3 - HEA 140 | L : 1.575 m
1;192;145;1.650;V_y;0.04;0.40;-4.39;0.00;-4.09;-0.51;Beam | 3 - HEA 140 | L : 1.650 m
1;194;156;0.000;V_y;0.71;-0.41;4.52;0.00;-4.31;-0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;1.24;0.17;-9.72;-0.06;-6.07;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.25;-0.17;9.85;0.06;-5.81;-0.29;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;1.24;0.16;-9.70;-0.06;-5.34;-0.27;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;-0.15;0.09;-4.10;0.00;3.92;0.34;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.25;-0.18;9.87;0.06;-6.54;-0.31;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.612;M_z;0.29;0.01;-0.28;-0.01;3.67;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;4;4;0.000;M_z;0.98;-0.38;7.21;0.01;-5.43;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;;1.25;0.40;9.87;0.06;3.92;0.39;
1;;;;;-0.96;-0.41;-9.72;-0.06;-6.54;-0.58;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-48.68;-0.15;56.40;-0.06;-180.93;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-48.41;-0.28;55.02;-0.08;-88.99;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-47.57;-0.17;46.25;-0.05;-89.31;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-47.39;-0.24;44.80;-0.07;-14.17;0.19;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-46.55;-0.15;36.04;-0.05;-14.49;0.18;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-46.42;-0.19;34.54;-0.06;43.75;0.49;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-45.58;0.09;25.78;0.02;43.43;0.49;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-45.58;0.09;25.71;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 0.075 m
2;12;13;0.000;;-38.21;0.00;24.86;0.02;45.36;0.48;Beam | 1 - IPE 500 | L : 1.575 m
2;12;114;1.575;;-38.10;0.03;23.40;0.02;83.37;0.42;Beam | 1 - IPE 500 | L : 1.575 m
2;165;114;0.000;;-37.25;0.11;14.63;0.04;83.05;0.42;Beam | 1 - IPE 500 | L : 1.650 m
2;165;115;1.650;;-37.13;0.13;13.09;0.03;105.92;0.14;Beam | 1 - IPE 500 | L : 1.650 m
2;166;115;0.000;;-36.27;0.20;4.33;0.04;105.60;0.14;Beam | 1 - IPE 500 | L : 1.650 m
2;166;117;1.650;;-36.13;0.20;2.77;0.02;111.46;-0.33;Beam | 1 - IPE 500 | L : 1.650 m
2;167;117;0.000;;-35.60;0.29;-2.54;0.04;111.26;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
2;167;14;0.150;;-35.58;0.28;-2.68;0.04;110.87;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
2;13;14;0.000;;-35.55;-0.29;2.95;-0.04;110.87;-0.39;Beam | 1 - IPE 500 | L : 0.150 m
2;13;128;0.150;;-35.57;-0.29;2.81;-0.04;111.30;-0.33;Beam | 1 - IPE 500 | L : 0.150 m
2;168;128;0.000;;-36.10;-0.21;-2.51;-0.02;111.23;-0.33;Beam | 1 - IPE 500 | L : 1.650 m
2;168;127;1.650;;-36.24;-0.20;-4.06;-0.04;105.82;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;169;127;0.000;;-37.10;-0.13;-12.82;-0.03;105.70;0.13;Beam | 1 - IPE 500 | L : 1.650 m
2;169;126;1.650;;-37.22;-0.12;-14.37;-0.04;83.26;0.42;Beam | 1 - IPE 500 | L : 1.650 m
2;170;126;0.000;;-38.07;-0.03;-23.13;-0.02;83.15;0.42;Beam | 1 - IPE 500 | L : 1.575 m
2;170;15;1.575;;-38.18;-0.01;-24.59;-0.02;45.56;0.48;Beam | 1 - IPE 500 | L : 1.575 m
2;14;15;0.000;;-45.55;-0.09;-25.44;-0.02;45.56;0.48;Beam | 1 - IPE 500 | L : 0.075 m
2;14;125;0.075;;-45.56;-0.09;-25.51;-0.02;43.65;0.49;Beam | 1 - IPE 500 | L : 0.075 m
2;171;125;0.000;;-46.39;0.18;-34.27;0.06;43.53;0.48;Beam | 1 - IPE 500 | L : 1.650 m
2;171;124;1.650;;-46.53;0.15;-35.77;0.05;-14.27;0.18;Beam | 1 - IPE 500 | L : 1.650 m
2;172;124;0.000;;-47.36;0.23;-44.54;0.07;-14.38;0.18;Beam | 1 - IPE 500 | L : 1.650 m
2;172;123;1.650;;-47.54;0.16;-45.99;0.05;-89.08;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;173;123;0.000;;-48.38;0.28;-54.75;0.08;-89.20;-0.06;Beam | 1 - IPE 500 | L : 1.650 m
2;173;16;1.650;;-48.65;0.15;-56.14;0.05;-180.70;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
