Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-0.72;-0.38;4.74;0.03;-3.72;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-0.68;-0.06;4.34;0.02;3.77;0.44;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-0.25;-0.22;-0.04;0.00;3.69;0.44;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-0.23;0.03;-0.19;0.00;3.62;0.50;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-0.23;0.13;-0.25;0.00;3.57;0.49;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-0.23;0.13;-0.25;0.00;3.57;0.49;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-0.20;0.44;-0.45;0.00;3.29;0.24;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;0.24;0.33;-4.83;-0.02;3.21;0.24;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.194;;0.27;0.59;-5.12;-0.02;-2.74;-0.33;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;0.28;0.62;-5.23;-0.02;-5.10;-0.61;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;0.72;0.10;-9.62;-0.11;-5.18;-0.61;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;0.72;0.11;-9.63;-0.11;-5.54;-0.62;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;0.72;0.11;-9.63;-0.11;-5.54;-0.62;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;0.72;0.11;-9.63;-0.11;-5.90;-0.63;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-2.84;-0.57;5.59;0.01;-6.55;-0.63;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.647;;-2.81;-0.52;5.44;0.01;-2.98;-0.26;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-2.79;-0.29;5.21;0.01;1.96;0.13;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-2.36;-0.36;0.83;0.00;1.88;0.13;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-2.34;-0.08;0.66;0.00;2.39;0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-2.32;0.31;0.42;0.00;2.90;0.16;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-1.88;0.26;-3.97;-0.01;2.82;0.16;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.795;;-1.85;0.46;-4.16;-0.01;-0.41;-0.13;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-1.85;0.46;-4.17;-0.01;-0.53;-0.15;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-1.85;0.46;-4.17;-0.01;-0.53;-0.15;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-1.84;0.55;-4.40;-0.01;-4.07;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-1.57;0.45;-7.19;-0.03;-4.12;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-1.57;0.45;-7.21;-0.02;-4.66;-0.61;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-1.57;0.45;-7.21;-0.02;-4.66;-0.61;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-1.57;0.45;-7.23;-0.02;-5.20;-0.65;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;-1.63;-0.63;7.31;0.04;-5.57;-0.68;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-1.63;-0.63;7.29;0.04;-5.02;-0.63;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;-1.63;-0.63;7.29;0.04;-5.02;-0.63;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;-1.63;-0.62;7.27;0.04;-4.47;-0.58;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;-1.90;-0.75;4.60;0.02;-4.42;-0.58;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-1.91;-0.61;4.40;0.02;-0.71;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;-1.91;-0.61;4.40;0.02;-0.71;0.00;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;-1.94;-0.27;4.19;0.02;2.83;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;-2.38;-0.42;-0.20;0.00;2.92;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-2.40;0.10;-0.41;0.00;2.66;0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.825;;-2.40;0.10;-0.41;0.00;2.66;0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;-2.40;0.20;-0.45;0.00;2.60;0.50;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;-2.42;0.66;-0.62;0.00;2.23;0.20;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;-2.85;0.53;-5.02;-0.02;2.31;0.20;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.496;;-2.86;0.77;-5.15;-0.02;-0.21;-0.13;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-2.87;0.87;-5.22;-0.02;-1.72;-0.37;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.787;;-2.87;0.87;-5.22;-0.02;-1.72;-0.37;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;-2.90;0.99;-5.41;-0.02;-5.90;-1.12;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;-1.45;-0.24;9.74;0.20;-6.39;-1.18;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-1.45;-0.23;9.74;0.20;-6.03;-1.17;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;-1.45;-0.23;9.74;0.20;-6.03;-1.17;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;-1.45;-0.22;9.73;0.20;-5.67;-1.15;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;-1.89;-1.09;5.33;0.04;-5.59;-1.15;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.583;;-1.90;-1.02;5.20;0.04;-2.52;-0.52;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-1.90;-0.96;5.14;0.03;-1.27;-0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;197;;0.825;;-1.90;-0.96;5.14;0.03;-1.27;-0.28;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;-1.92;-0.63;4.93;0.03;2.88;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;-2.37;-0.82;0.53;0.01;2.96;0.39;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-2.39;-0.32;0.32;0.01;3.32;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;-2.39;-0.32;0.32;0.01;3.32;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;-2.40;-0.16;0.27;0.01;3.38;0.92;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.290;;-2.40;0.02;0.20;0.01;3.44;0.94;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.490;;-2.41;0.19;0.15;0.01;3.48;0.92;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;-2.41;0.33;0.11;0.01;3.50;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;-2.84;0.02;-4.29;-0.04;3.58;0.87;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.645;;-2.86;0.48;-4.45;-0.04;0.75;0.71;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-2.86;0.57;-4.50;-0.04;-0.05;0.62;Beam | 3 - HEA 140 | L : 1.650 m
1;199;;0.825;;-2.86;0.57;-4.50;-0.04;-0.05;0.62;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;-2.88;0.77;-4.70;-0.05;-3.85;0.03;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;190;;0.028;N;0.72;0.11;-9.62;-0.11;-5.45;-0.62;Beam | 3 - HEA 140 | L : 0.075 m
1;196;5;1.575;N;-2.90;0.99;-5.41;-0.02;-5.90;-1.12;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;V_y;-2.90;0.99;-5.41;-0.02;-5.90;-1.12;Beam | 3 - HEA 140 | L : 1.575 m
1;197;153;0.000;V_y;-1.89;-1.09;5.33;0.04;-5.59;-1.15;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;V_z;-1.45;-0.24;9.74;0.20;-6.39;-1.18;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;0.72;0.11;-9.63;-0.11;-5.90;-0.63;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;-1.45;-0.22;9.73;0.20;-5.67;-1.15;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;0.72;0.10;-9.62;-0.11;-5.18;-0.61;Beam | 3 - HEA 140 | L : 0.075 m
1;2;139;1.650;M_y;-0.68;-0.06;4.34;0.02;3.77;0.44;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_y;-2.84;-0.57;5.59;0.01;-6.55;-0.63;Beam | 3 - HEA 140 | L : 1.575 m
1;198;;1.238;M_z;-2.40;-0.01;0.21;0.01;3.43;0.94;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_z;-1.45;-0.24;9.74;0.20;-6.39;-1.18;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;;0.72;0.99;9.74;0.20;3.77;0.94;
1;;;;;-2.90;-1.09;-9.63;-0.11;-6.55;-1.18;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-51.67;0.00;56.19;0.00;-184.40;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-51.40;0.00;54.82;0.00;-92.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-50.55;0.00;46.05;0.00;-93.11;0.00;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-50.37;0.01;44.61;0.00;-18.30;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-49.53;0.00;35.84;0.00;-18.62;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;163;113;1.650;;-49.40;0.00;34.35;0.00;39.30;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
2;164;113;0.000;;-48.56;0.01;25.58;0.00;38.98;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
2;164;13;0.075;;-48.55;0.01;25.51;0.00;40.89;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
