Node No.;Displacements [mm];;;;Rotations [mrad];;;
122;0.1;0.0;0.0;0.1;0.0;0.1;0.0;
123;3.6;1.6;0.1;3.2;-0.2;2.4;0.0;
124;7.9;1.2;0.1;7.9;-0.2;2.9;0.0;
125;12.8;0.7;0.1;12.7;-0.2;2.8;0.0;
126;16.9;0.3;0.1;16.9;-0.1;2.1;0.0;
127;19.7;0.1;0.1;19.7;-0.1;1.2;0.0;
128;20.7;0.0;0.1;20.7;-0.1;0.1;0.0;
129;1.7;-0.1;0.0;1.7;-0.2;0.7;0.0;
130;1.6;-0.3;0.0;1.5;-0.1;-0.8;0.0;
131;0.1;-0.1;0.0;0.1;-0.1;-0.2;0.0;
132;1.0;0.0;0.0;1.0;0.0;0.6;0.0;
133;1.2;-0.2;0.0;1.2;0.0;-0.5;0.0;
134;0.1;-0.1;0.0;0.1;0.0;-0.2;0.0;
139;1.8;0.0;0.1;1.8;-0.2;-0.7;0.0;
140;1.7;0.3;0.1;1.7;-0.2;0.8;0.0;
141;0.1;0.1;0.1;0.1;-0.2;0.4;0.0;
142;0.9;-0.1;0.1;0.9;-0.2;-0.6;0.0;
143;1.1;0.2;0.1;1.0;-0.1;0.4;0.0;
145;0.1;0.0;0.1;0.1;-0.1;0.1;0.0;
151;1.7;-0.1;0.1;1.7;-0.2;0.7;0.0;
152;1.6;-0.3;0.1;1.5;-0.2;-0.8;0.0;
153;0.1;-0.1;0.1;0.1;-0.2;-0.2;0.0;
154;1.0;0.0;0.1;1.0;-0.2;0.6;0.0;
155;1.2;-0.2;0.1;1.2;-0.2;-0.5;0.0;
156;0.1;-0.1;0.1;0.1;-0.1;-0.2;0.0;
Total;20.8;1.9;0.1;20.8;0.2;2.9;0.0;
max/min;0.0;-1.9;0.0;0.0;-0.2;-2.9;0.0;
