Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;0.1;0.4;0.0;
2;0.2;-0.2;0.1;0.0;-0.1;-0.7;0.0;
3;0.1;0.0;0.1;0.1;-0.2;0.3;0.0;
4;0.1;0.0;0.1;0.1;-0.1;0.0;0.0;
5;0.1;0.0;0.1;0.1;-0.2;-0.1;0.0;
6;0.1;0.1;0.1;0.0;-0.1;0.7;0.0;
7;0.0;0.0;0.0;0.0;0.1;-0.4;0.0;
8;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
9;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
10;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
11;0.0;0.0;0.0;0.0;0.2;1.2;0.0;
12;1.9;-1.9;0.1;0.1;-0.2;-1.1;0.0;
13;13.0;-0.7;0.1;12.9;-0.2;-2.8;0.0;
14;20.8;0.0;0.1;20.7;-0.1;0.0;0.0;
15;13.0;0.7;0.1;12.9;-0.2;2.8;0.0;
16;1.9;1.9;0.1;0.1;-0.2;1.1;0.0;
17;0.0;0.0;0.0;0.0;0.2;-1.2;0.0;
18;0.0;0.0;0.0;0.0;0.2;1.2;0.0;
19;1.9;-1.9;0.0;0.1;-0.2;-1.1;0.0;
20;13.0;-0.7;0.0;13.0;-0.1;-2.8;0.0;
21;20.8;0.0;0.0;20.8;0.0;0.0;0.0;
22;13.0;0.7;0.0;13.0;-0.1;2.8;0.0;
23;1.9;1.9;0.0;0.1;-0.2;1.1;0.0;
24;0.0;0.0;0.0;0.0;0.2;-1.2;0.0;
25;0.0;0.0;0.0;0.0;0.2;1.1;0.0;
26;1.9;-1.9;0.0;0.1;-0.2;-1.0;0.0;
27;12.5;-0.7;0.0;12.5;-0.1;-2.7;0.0;
28;20.1;0.0;0.0;20.1;0.0;0.0;0.0;
29;12.5;0.7;0.0;12.5;-0.1;2.7;0.0;
30;1.9;1.9;0.0;0.1;-0.2;1.0;0.0;
31;0.0;0.0;0.0;0.0;0.2;-1.1;0.0;
32;0.0;0.0;0.0;0.0;0.2;1.1;0.0;
33;1.9;-1.9;0.0;0.1;-0.2;-1.0;0.0;
34;12.5;-0.7;0.0;12.5;-0.1;-2.7;0.0;
35;20.1;0.0;0.0;20.1;0.0;0.0;0.0;
36;12.5;0.7;0.0;12.5;-0.1;2.7;0.0;
37;1.9;1.9;0.0;0.1;-0.2;1.0;0.0;
38;0.0;0.0;0.0;0.0;0.2;-1.1;0.0;
39;0.0;0.0;0.0;0.0;0.1;0.4;0.0;
40;0.2;-0.2;0.0;0.0;-0.1;-0.7;0.0;
41;0.1;0.0;0.0;0.1;-0.1;0.3;0.0;
42;0.1;0.0;0.0;0.1;0.0;0.0;0.0;
43;0.1;0.0;0.0;0.1;-0.1;-0.1;0.0;
44;0.1;0.1;0.0;0.0;-0.1;0.7;0.0;
45;0.0;0.0;0.0;0.0;0.1;-0.4;0.0;
46;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
47;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
48;0.0;0.0;0.0;0.0;0.1;0.0;0.0;
49;3.5;-1.6;0.0;3.1;-0.1;-2.3;0.0;
50;7.7;-1.2;0.0;7.6;-0.1;-2.8;0.0;
51;12.3;-0.7;0.0;12.3;-0.1;-2.7;0.0;
52;20.1;0.0;0.0;20.1;0.0;-0.1;0.0;
53;19.0;-0.1;0.0;19.0;0.0;-1.1;0.0;
54;16.3;-0.3;0.0;16.3;0.0;-2.1;0.0;
55;3.5;-1.6;0.0;3.1;-0.1;-2.3;0.0;
57;7.7;-1.2;0.0;7.6;-0.1;-2.8;0.0;
58;12.3;-0.7;0.0;12.3;-0.1;-2.7;0.0;
59;16.3;-0.3;0.0;16.3;0.0;-2.1;0.0;
60;19.0;-0.1;0.0;19.0;0.0;-1.1;0.0;
62;20.1;0.0;0.0;20.1;0.0;0.1;0.0;
63;20.1;0.0;0.0;20.1;0.0;-0.1;0.0;
64;3.5;1.6;0.0;3.1;-0.1;2.4;0.0;
65;7.7;1.2;0.0;7.6;-0.1;2.8;0.0;
66;12.3;0.7;0.0;12.3;-0.1;2.7;0.0;
67;19.0;0.1;0.0;19.0;0.0;1.1;0.0;
68;16.3;0.3;0.0;16.3;0.0;2.1;0.0;
69;3.5;1.6;0.0;3.1;-0.1;2.4;0.0;
71;7.7;1.2;0.0;7.6;-0.1;2.8;0.0;
72;12.3;0.7;0.0;12.3;-0.1;2.7;0.0;
73;16.3;0.3;0.0;16.3;0.0;2.1;0.0;
74;19.0;0.1;0.0;19.0;0.0;1.1;0.0;
76;20.1;0.0;0.0;20.1;0.0;0.1;0.0;
83;3.6;-1.7;0.0;3.2;-0.1;-2.4;0.0;
84;8.0;-1.2;0.0;7.9;-0.1;-2.9;0.0;
85;12.8;-0.7;0.0;12.8;-0.1;-2.8;0.0;
86;16.9;-0.3;0.0;16.9;0.0;-2.1;0.0;
87;19.7;-0.1;0.0;19.7;0.0;-1.2;0.0;
89;20.8;0.0;0.0;20.8;0.0;-0.1;0.0;
95;3.6;1.6;0.0;3.2;-0.1;2.4;0.0;
96;8.0;1.2;0.0;7.9;-0.1;2.9;0.0;
97;12.8;0.7;0.0;12.8;-0.1;2.8;0.0;
98;16.9;0.3;0.0;16.9;0.0;2.1;0.0;
99;19.7;0.1;0.0;19.7;0.0;1.2;0.0;
100;20.8;0.0;0.0;20.8;0.0;0.1;0.0;
111;3.6;-1.6;0.1;3.2;-0.2;-2.4;0.0;
112;7.9;-1.2;0.1;7.9;-0.2;-2.9;0.0;
113;12.8;-0.7;0.1;12.7;-0.2;-2.8;0.0;
114;16.9;-0.3;0.1;16.9;-0.1;-2.1;0.0;
115;19.7;-0.1;0.1;19.7;-0.1;-1.2;0.0;
116;1.8;0.0;0.0;1.8;-0.2;-0.7;0.0;
117;20.7;0.0;0.1;20.7;-0.1;-0.1;0.0;
118;1.7;0.3;0.0;1.7;-0.1;0.8;0.0;
119;0.1;0.1;0.0;0.1;-0.1;0.4;0.0;
120;0.9;-0.1;0.0;0.9;-0.1;-0.6;0.0;
121;1.1;0.2;0.0;1.0;0.0;0.4;0.0;
