Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.3;0.6;0.0;
2;0.4;-0.4;0.0;0.0;1.1;-0.7;-1.7;
3;0.2;-0.2;-0.1;0.1;-0.7;0.4;0.3;
4;0.3;-0.3;-0.1;0.0;0.0;-0.1;-0.3;
5;0.3;-0.3;-0.2;0.0;-1.3;0.0;-0.5;
6;0.3;-0.3;-0.1;0.0;2.7;0.1;3.3;
7;0.0;0.0;0.0;0.0;-3.1;0.4;0.0;
8;0.0;0.0;0.0;0.0;-1.5;-0.2;0.0;
9;0.0;0.0;0.0;0.0;-2.6;-0.1;0.0;
10;0.0;0.0;0.0;0.0;-2.3;-0.1;0.0;
11;0.0;0.0;0.0;0.0;0.0;1.7;0.0;
12;4.2;-4.2;0.0;0.1;0.0;-0.3;0.0;
13;9.4;-3.4;0.0;8.8;0.1;-2.1;0.0;
14;15.8;-2.8;0.0;15.6;0.3;-0.2;0.0;
15;10.9;-2.4;0.0;10.6;0.2;2.0;0.0;
16;1.4;-1.4;0.0;0.1;0.0;1.3;0.0;
17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
18;0.0;0.0;0.0;0.0;0.0;1.7;0.0;
19;4.2;-4.2;0.0;0.1;0.0;-0.3;0.0;
20;9.5;-3.4;0.0;8.8;0.2;-2.1;0.0;
21;15.8;-2.8;0.0;15.6;0.2;-0.2;0.0;
22;10.9;-2.4;0.0;10.6;0.2;2.0;0.0;
23;1.4;-1.4;0.0;0.1;0.0;1.3;0.0;
24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
25;0.0;0.0;0.0;0.0;0.0;1.6;0.0;
26;4.2;-4.2;0.0;0.1;0.0;-0.3;0.0;
27;9.1;-3.4;0.1;8.5;0.0;-2.1;0.0;
28;15.3;-2.8;0.1;15.1;-0.1;-0.2;0.0;
29;10.6;-2.4;0.2;10.3;0.0;2.0;0.0;
30;1.4;-1.4;0.1;0.1;0.0;1.3;0.0;
31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
32;0.0;0.0;0.0;0.0;0.0;1.6;0.0;
33;4.2;-4.2;0.1;0.1;0.0;-0.3;0.0;
34;9.1;-3.4;0.2;8.5;-0.2;-2.1;0.0;
35;15.3;-2.8;0.3;15.1;-0.4;-0.2;0.0;
36;10.6;-2.4;0.3;10.3;-0.3;2.0;-0.1;
37;1.4;-1.4;0.2;0.1;0.0;1.2;0.0;
38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
39;0.0;0.0;0.0;0.0;1.3;0.6;0.0;
40;0.4;-0.4;0.1;0.0;-1.1;-0.7;1.7;
41;0.3;-0.2;0.3;0.1;0.6;0.4;-0.3;
42;0.5;-0.3;0.4;0.0;-0.1;-0.1;0.4;
43;0.5;-0.3;0.4;0.0;1.2;0.0;0.5;
44;0.4;-0.3;0.3;0.0;-2.6;0.1;-3.3;
45;0.0;0.0;0.0;0.0;3.1;0.4;0.0;
46;0.0;0.0;0.0;0.0;1.5;-0.2;0.0;
47;0.0;0.0;0.0;0.0;2.6;-0.1;0.0;
48;0.0;0.0;0.0;0.0;2.4;-0.1;0.0;
49;4.4;-4.1;0.1;1.7;-0.1;-1.5;0.0;
50;6.1;-3.8;0.1;4.8;-0.2;-2.0;0.0;
51;9.0;-3.4;0.2;8.3;-0.2;-2.1;0.0;
52;15.3;-2.8;0.3;15.0;-0.4;-0.3;0.0;
53;14.2;-2.9;0.3;13.9;-0.4;-1.1;0.1;
54;11.9;-3.1;0.2;11.5;-0.4;-1.7;0.1;
55;4.4;-4.1;0.0;1.7;0.0;-1.5;0.0;
57;6.1;-3.8;0.1;4.8;0.0;-2.0;0.0;
58;9.0;-3.4;0.1;8.3;0.0;-2.1;0.0;
59;11.9;-3.1;0.1;11.5;-0.1;-1.7;0.0;
60;14.2;-2.9;0.1;13.9;-0.1;-1.1;0.0;
62;15.4;-2.8;0.3;15.1;-0.4;-0.2;0.0;
63;15.3;-2.8;0.1;15.0;-0.1;-0.3;0.0;
64;3.4;-1.7;0.2;2.9;-0.3;2.0;0.0;
65;6.9;-2.0;0.3;6.6;-0.4;2.2;-0.1;
66;10.4;-2.4;0.3;10.1;-0.3;2.0;-0.1;
67;15.0;-2.8;0.3;14.7;-0.5;0.6;0.0;
68;13.3;-2.6;0.3;13.0;-0.5;1.4;-0.1;
69;3.4;-1.7;0.1;2.9;0.0;2.0;0.0;
71;6.9;-2.0;0.1;6.6;-0.1;2.2;0.0;
72;10.4;-2.4;0.2;10.1;0.0;2.0;0.0;
73;13.3;-2.6;0.2;13.0;-0.1;1.4;0.0;
74;15.0;-2.8;0.2;14.7;-0.1;0.6;0.0;
76;15.4;-2.8;0.1;15.1;-0.1;-0.2;0.0;
83;4.5;-4.1;0.0;1.8;0.1;-1.6;0.0;
84;6.3;-3.8;0.0;5.0;0.1;-2.1;0.0;
85;9.3;-3.4;0.0;8.6;0.2;-2.1;0.0;
86;12.4;-3.1;0.0;11.9;0.2;-1.8;0.0;
87;14.7;-2.9;0.0;14.4;0.3;-1.1;0.0;
89;15.8;-2.8;0.0;15.6;0.3;-0.3;0.0;
95;3.4;-1.6;0.0;3.0;0.2;2.1;0.0;
96;7.1;-2.0;0.0;6.8;0.2;2.3;0.0;
97;10.7;-2.3;0.0;10.5;0.2;2.0;0.0;
98;13.7;-2.6;0.0;13.4;0.3;1.5;0.0;
99;15.5;-2.8;0.0;15.2;0.3;0.7;0.0;
100;15.9;-2.8;0.0;15.6;0.3;-0.2;0.0;
111;4.5;-4.1;0.0;1.8;0.1;-1.5;0.0;
112;6.3;-3.8;0.0;5.0;0.1;-2.1;0.0;
113;9.3;-3.4;0.0;8.6;0.1;-2.1;0.0;
114;12.3;-3.1;0.0;11.9;0.2;-1.8;0.0;
115;14.6;-2.9;0.0;14.4;0.3;-1.1;0.0;
116;4.2;-0.2;4.0;1.5;-10.5;-0.6;1.8;
117;15.8;-2.8;0.0;15.5;0.3;-0.3;0.0;
118;3.8;0.0;3.5;1.5;-9.5;0.6;0.1;
119;0.7;-0.1;0.7;0.1;-1.5;0.5;-0.2;
120;1.7;-0.3;1.6;0.5;-4.1;-0.4;0.8;
121;1.8;-0.2;1.7;0.7;-4.3;0.3;0.0;
122;0.6;-0.3;0.5;0.1;-1.1;0.1;0.3;
123;3.4;-1.6;0.0;3.0;0.2;2.1;0.0;
124;7.1;-2.0;0.0;6.8;0.3;2.3;0.0;
125;10.7;-2.3;0.0;10.5;0.2;2.0;0.0;
126;13.7;-2.6;0.0;13.4;0.4;1.5;0.0;
127;15.4;-2.8;0.0;15.2;0.4;0.7;0.0;
128;15.9;-2.8;0.0;15.6;0.3;-0.2;0.0;
129;7.5;-0.3;7.4;0.9;-20.0;0.5;-3.2;
130;6.4;-0.5;6.3;0.9;-17.0;-0.5;-0.1;
131;1.2;-0.3;1.2;0.0;-2.5;-0.1;0.3;
132;3.1;-0.3;3.0;0.8;-7.9;0.5;-1.7;
133;3.8;-0.4;3.6;1.0;-9.6;-0.4;-0.3;
134;0.8;-0.3;0.8;0.1;-1.7;-0.2;0.4;
139;4.1;-0.2;-3.8;1.5;10.4;-0.6;-1.7;
140;3.7;0.0;-3.4;1.5;9.4;0.6;-0.1;
141;0.5;-0.1;-0.5;0.1;1.4;0.5;0.2;
142;1.5;-0.3;-1.4;0.5;4.0;-0.4;-0.8;
143;1.6;-0.2;-1.4;0.7;4.2;0.3;0.0;
145;0.4;-0.3;-0.3;0.1;1.0;0.1;-0.3;
151;7.2;-0.3;-7.2;0.9;19.9;0.5;3.1;
152;6.2;-0.5;-6.1;0.9;16.9;-0.5;0.1;
153;0.9;-0.3;-0.9;0.0;2.4;-0.1;-0.3;
154;2.9;-0.3;-2.7;0.8;7.8;0.5;1.7;
155;3.5;-0.4;-3.3;1.0;9.4;-0.4;0.3;
156;0.6;-0.3;-0.5;0.1;1.6;-0.2;-0.4;
Total;15.9;0.0;7.4;15.6;19.9;2.3;3.3;
max/min;0.0;-4.2;-7.2;0.0;-20.0;-2.1;-3.3;
