Member Set No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;Obergurt;;;;;;;;;;
1;2;2;0.000;;-5.33;-1.98;5.13;0.12;-4.81;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-5.30;-1.48;4.87;0.10;-0.67;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;0.825;;-5.30;-1.48;4.87;0.10;-0.67;1.50;Beam | 3 - HEA 140 | L : 1.650 m
1;2;;1.005;;-5.29;-1.25;4.81;0.10;0.21;1.75;Beam | 3 - HEA 140 | L : 1.650 m
1;2;139;1.650;;-5.28;-0.09;4.57;0.09;3.26;2.19;Beam | 3 - HEA 140 | L : 1.650 m
1;188;139;0.000;;-4.86;-0.84;0.30;-0.02;3.18;2.20;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.160;;-4.85;-0.48;0.23;-0.02;3.22;2.30;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.360;;-4.85;-0.07;0.15;-0.02;3.26;2.36;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.612;;-4.84;0.39;0.05;-0.02;3.28;2.32;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-4.83;0.79;-0.03;-0.01;3.28;2.20;Beam | 3 - HEA 140 | L : 1.650 m
1;188;;0.825;;-4.83;0.79;-0.03;-0.01;3.28;2.20;Beam | 3 - HEA 140 | L : 1.650 m
1;188;140;1.650;;-4.80;2.04;-0.35;-0.01;3.12;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;140;0.000;;-4.37;1.56;-4.63;-0.08;3.04;1.00;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-4.34;2.37;-4.91;-0.09;-0.90;-0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;0.825;;-4.34;2.37;-4.91;-0.09;-0.90;-0.64;Beam | 3 - HEA 140 | L : 1.650 m
1;189;;1.067;;-4.33;2.52;-4.98;-0.09;-2.09;-1.24;Beam | 3 - HEA 140 | L : 1.650 m
1;189;141;1.650;;-4.32;2.70;-5.16;-0.09;-5.03;-2.80;Beam | 3 - HEA 140 | L : 1.650 m
1;190;141;0.000;;-3.90;0.47;-9.43;-0.49;-5.11;-2.80;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-3.90;0.50;-9.44;-0.49;-5.46;-2.83;Beam | 3 - HEA 140 | L : 0.075 m
1;190;;0.037;;-3.90;0.50;-9.44;-0.49;-5.46;-2.83;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;;-3.90;0.53;-9.45;-0.49;-5.80;-2.87;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;;-5.41;-2.49;5.50;0.05;-6.08;-2.87;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-5.37;-2.20;5.25;0.06;-1.86;-0.96;Beam | 3 - HEA 140 | L : 1.575 m
1;3;;0.787;;-5.37;-2.20;5.25;0.06;-1.86;-0.96;Beam | 3 - HEA 140 | L : 1.575 m
1;3;142;1.575;;-5.35;-1.36;4.99;0.06;2.18;0.47;Beam | 3 - HEA 140 | L : 1.575 m
1;191;142;0.000;;-4.92;-1.67;0.70;0.01;2.10;0.47;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.688;;-4.90;-0.53;0.45;0.01;2.50;1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-4.90;-0.27;0.40;0.01;2.56;1.31;Beam | 3 - HEA 140 | L : 1.650 m
1;191;;0.825;;-4.90;-0.27;0.40;0.01;2.56;1.31;Beam | 3 - HEA 140 | L : 1.650 m
1;191;143;1.650;;-4.87;1.03;0.10;0.01;2.76;0.96;Beam | 3 - HEA 140 | L : 1.650 m
1;192;143;0.000;;-4.44;0.65;-4.19;-0.05;2.69;0.96;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.41;1.49;-4.47;-0.05;-0.89;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;192;;0.825;;-4.41;1.49;-4.47;-0.05;-0.89;0.05;Beam | 3 - HEA 140 | L : 1.650 m
1;192;145;1.650;;-4.39;1.84;-4.74;-0.05;-4.69;-1.37;Beam | 3 - HEA 140 | L : 1.650 m
1;193;145;0.000;;-4.13;1.51;-7.37;-0.11;-4.74;-1.37;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-4.13;1.53;-7.39;-0.11;-5.29;-1.49;Beam | 3 - HEA 140 | L : 0.150 m
1;193;;0.075;;-4.13;1.53;-7.39;-0.11;-5.29;-1.49;Beam | 3 - HEA 140 | L : 0.150 m
1;193;4;0.150;;-4.13;1.54;-7.41;-0.11;-5.84;-1.62;Beam | 3 - HEA 140 | L : 0.150 m
1;4;4;0.000;;1.53;-1.17;7.57;0.06;-5.19;-1.68;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.53;-1.16;7.55;0.06;-4.62;-1.58;Beam | 3 - HEA 140 | L : 0.150 m
1;4;;0.075;;1.53;-1.16;7.55;0.06;-4.62;-1.58;Beam | 3 - HEA 140 | L : 0.150 m
1;4;156;0.150;;1.52;-1.15;7.53;0.06;-4.06;-1.49;Beam | 3 - HEA 140 | L : 0.150 m
1;194;156;0.000;;1.26;-1.40;4.58;0.02;-4.01;-1.49;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;1.24;-1.18;4.24;0.02;-0.37;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.825;;1.24;-1.18;4.24;0.02;-0.37;-0.41;Beam | 3 - HEA 140 | L : 1.650 m
1;194;;0.855;;1.24;-1.17;4.23;0.02;-0.24;-0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;194;155;1.650;;1.21;-0.67;3.96;0.02;3.02;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;155;0.000;;0.78;-0.79;-0.29;0.00;3.09;0.37;Beam | 3 - HEA 140 | L : 1.650 m
1;195;;0.962;;0.75;0.18;-0.62;0.00;2.66;0.70;Beam | 3 - HEA 140 | L : 1.650 m
1;195;154;1.650;;0.73;0.89;-0.85;0.00;2.15;0.32;Beam | 3 - HEA 140 | L : 1.650 m
1;196;154;0.000;;0.31;0.70;-5.09;-0.03;2.23;0.32;Beam | 3 - HEA 140 | L : 1.575 m
1;196;;0.928;;0.28;1.28;-5.40;-0.03;-2.63;-0.64;Beam | 3 - HEA 140 | L : 1.575 m
1;196;5;1.575;;0.25;1.41;-5.61;-0.03;-6.20;-1.53;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;;1.79;-0.33;9.87;0.28;-6.69;-1.62;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.79;-0.31;9.85;0.28;-6.32;-1.60;Beam | 3 - HEA 140 | L : 0.075 m
1;5;;0.037;;1.79;-0.31;9.85;0.28;-6.32;-1.60;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;;1.79;-0.30;9.84;0.28;-5.95;-1.57;Beam | 3 - HEA 140 | L : 0.075 m
1;197;153;0.000;;1.36;-1.56;5.59;0.05;-5.88;-1.57;Beam | 3 - HEA 140 | L : 1.650 m
1;197;152;1.650;;1.32;-0.85;5.05;0.04;2.91;0.59;Beam | 3 - HEA 140 | L : 1.650 m
1;198;152;0.000;;0.88;-1.12;0.81;0.01;2.98;0.59;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.85;-0.34;0.53;0.01;3.54;1.21;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;0.825;;0.85;-0.34;0.53;0.01;3.54;1.21;Beam | 3 - HEA 140 | L : 1.650 m
1;198;;1.038;;0.85;-0.09;0.45;0.01;3.64;1.25;Beam | 3 - HEA 140 | L : 1.650 m
1;198;151;1.650;;0.83;0.55;0.24;0.01;3.85;1.10;Beam | 3 - HEA 140 | L : 1.650 m
1;199;151;0.000;;0.41;0.13;-4.00;-0.05;3.93;1.10;Beam | 3 - HEA 140 | L : 1.650 m
1;199;6;1.650;;0.36;0.92;-4.55;-0.06;-3.13;0.03;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;5;5;0.000;N;1.79;-0.33;9.87;0.28;-6.69;-1.62;Beam | 3 - HEA 140 | L : 0.075 m
1;3;3;0.000;N;-5.41;-2.49;5.50;0.05;-6.08;-2.87;Beam | 3 - HEA 140 | L : 1.575 m
1;189;141;1.650;V_y;-4.32;2.70;-5.16;-0.09;-5.03;-2.80;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;V_y;-5.41;-2.49;5.50;0.05;-6.08;-2.87;Beam | 3 - HEA 140 | L : 1.575 m
1;5;5;0.000;V_z;1.79;-0.33;9.87;0.28;-6.69;-1.62;Beam | 3 - HEA 140 | L : 0.075 m
1;190;3;0.075;V_z;-3.90;0.53;-9.45;-0.49;-5.80;-2.87;Beam | 3 - HEA 140 | L : 0.075 m
1;5;153;0.075;M_T;1.79;-0.30;9.84;0.28;-5.95;-1.57;Beam | 3 - HEA 140 | L : 0.075 m
1;190;141;0.000;M_T;-3.90;0.47;-9.43;-0.49;-5.11;-2.80;Beam | 3 - HEA 140 | L : 0.075 m
1;199;151;0.000;M_y;0.41;0.13;-4.00;-0.05;3.93;1.10;Beam | 3 - HEA 140 | L : 1.650 m
1;5;5;0.000;M_y;1.79;-0.33;9.87;0.28;-6.69;-1.62;Beam | 3 - HEA 140 | L : 0.075 m
1;188;;0.413;M_z;-4.85;0.02;0.13;-0.02;3.26;2.36;Beam | 3 - HEA 140 | L : 1.650 m
1;3;3;0.000;M_z;-5.41;-2.49;5.50;0.05;-6.08;-2.87;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;;1.79;2.70;9.87;0.28;3.93;2.36;
1;;;;;-5.41;-2.49;-9.45;-0.49;-6.69;-2.87;
;;;;;;;;;;;
2;Obergurt;;;;;;;;;;
2;11;12;0.000;;-55.38;0.02;55.71;0.02;-161.37;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-55.22;0.03;54.76;0.02;-115.79;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;0.825;;-55.22;0.03;54.76;0.02;-115.79;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;11;;1.005;;-55.18;0.03;54.55;0.02;-105.96;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;11;111;1.650;;-55.08;0.04;53.78;0.02;-71.01;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;111;0.000;;-54.27;0.00;45.19;0.00;-71.32;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-54.15;0.00;44.20;0.01;-34.44;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;;0.825;;-54.15;0.00;44.20;0.01;-34.44;-0.03;Beam | 1 - IPE 500 | L : 1.650 m
2;162;112;1.650;;-54.05;0.01;43.19;0.01;1.61;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
2;163;112;0.000;;-53.24;-0.02;34.60;0.00;1.30;-0.04;Beam | 1 - IPE 500 | L : 1.650 m
