Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-37.84;0.00;-25.86;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-37.84;0.00;-25.86;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-36.49;0.00;-24.77;0.00;-37.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-36.49;0.00;-24.77;0.00;-37.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-34.26;0.00;-24.08;0.00;-98.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-34.26;0.00;-24.08;0.00;-98.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-26.92;0.00;28.03;0.00;-98.63;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-26.73;0.01;26.57;0.00;-53.57;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-25.63;-0.01;13.08;0.01;14.07;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-25.50;-0.01;11.65;0.01;33.55;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-24.24;0.05;3.11;0.01;50.70;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-24.25;0.05;3.04;0.01;50.93;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-24.25;0.05;3.04;0.01;50.93;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-24.25;0.05;2.98;0.01;51.16;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-25.48;-0.01;-10.99;-0.01;28.82;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-25.48;-0.01;-11.02;-0.01;28.41;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-25.48;-0.01;-11.02;-0.01;28.41;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-25.48;-0.01;-11.06;-0.01;28.00;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-35.32;0.00;14.08;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-35.32;0.00;14.08;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-33.97;0.00;17.14;0.00;23.41;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-33.97;0.00;17.13;0.00;23.41;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-31.72;0.00;19.40;0.00;70.26;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-31.72;0.00;19.40;0.00;70.26;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-37.86;0.00;-25.88;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-37.86;0.00;-25.88;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-36.51;0.00;-24.78;0.00;-38.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-36.51;0.00;-24.79;0.00;-38.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-34.28;0.00;-24.09;0.00;-98.63;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-34.28;0.00;-24.09;0.00;-98.63;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-26.93;0.01;28.04;0.00;-98.69;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-26.75;0.01;26.59;0.00;-53.61;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-25.65;-0.01;13.09;0.00;14.08;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-25.51;-0.01;11.66;0.00;33.57;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-24.27;0.04;3.11;0.01;50.75;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-24.27;0.04;3.04;0.01;50.98;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-24.27;0.04;3.04;0.01;50.98;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-24.28;0.04;2.97;0.01;51.21;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-25.51;0.00;-11.00;0.00;28.85;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-25.51;0.00;-11.04;0.00;28.44;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-25.51;0.00;-11.04;0.00;28.44;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-25.51;0.00;-11.07;0.00;28.02;-0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-35.35;0.00;14.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-35.35;0.00;14.10;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-33.99;0.00;17.15;0.00;23.44;0.00;Beam | 1 - IPE 500 | L : 4.000 m
