Node No.;Displacements [mm];;;;Rotations [mrad];;;
;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Node Comment
1;0.0;0.0;0.0;0.0;-1.3;0.8;0.0;
2;0.5;-0.5;0.0;0.0;1.1;-1.1;-1.7;
3;0.2;-0.2;-0.1;0.1;-0.7;0.5;0.3;
4;0.3;-0.3;-0.1;0.1;0.0;0.0;-0.3;
5;0.4;-0.3;-0.2;0.1;-1.3;0.0;-0.5;
6;0.3;-0.3;-0.1;0.0;2.7;0.5;3.3;
7;0.0;0.0;0.0;0.0;-3.1;0.2;0.0;
8;0.0;0.0;0.0;0.0;-1.5;-0.3;0.0;
9;0.0;0.0;0.0;0.0;-2.6;-0.2;0.0;
10;0.0;0.0;0.0;0.0;-2.3;-0.2;0.0;
11;0.0;0.0;0.0;0.0;0.0;2.1;0.0;
12;5.0;-5.0;0.0;0.1;0.0;-0.8;0.0;
13;14.6;-3.7;0.0;14.1;0.1;-3.3;0.0;
14;24.3;-2.7;0.0;24.1;0.3;-0.2;0.0;
15;16.0;-2.0;0.0;15.9;0.2;3.2;0.0;
16;0.5;-0.5;0.0;0.1;0.0;1.7;0.0;
17;0.0;0.0;0.0;0.0;0.0;-0.5;0.0;
18;0.0;0.0;0.0;0.0;0.0;2.1;0.0;
19;5.0;-5.0;0.0;0.1;0.0;-0.8;0.0;
20;14.6;-3.7;0.0;14.1;0.2;-3.3;0.0;
21;24.3;-2.7;0.0;24.1;0.2;-0.2;0.0;
22;16.1;-2.0;0.0;15.9;0.2;3.2;0.0;
23;0.5;-0.5;0.0;0.1;0.0;1.7;0.0;
24;0.0;0.0;0.0;0.0;0.0;-0.5;0.0;
25;0.0;0.0;0.0;0.0;0.0;2.1;0.0;
26;5.0;-5.0;0.0;0.1;0.0;-0.7;0.0;
27;14.3;-3.7;0.1;13.8;0.0;-3.2;0.0;
28;23.8;-2.8;0.1;23.6;-0.1;-0.2;0.0;
29;15.7;-2.0;0.2;15.6;-0.1;3.1;0.0;
30;0.6;-0.6;0.1;0.1;0.0;1.7;0.0;
31;0.0;0.0;0.0;0.0;0.0;-0.5;0.0;
32;0.0;0.0;0.0;0.0;0.0;2.1;0.0;
33;5.0;-5.0;0.1;0.1;0.0;-0.7;0.0;
34;14.3;-3.7;0.2;13.8;-0.2;-3.2;0.0;
35;23.8;-2.8;0.3;23.6;-0.4;-0.2;0.0;
36;15.7;-2.0;0.3;15.6;-0.3;3.1;-0.1;
37;0.6;-0.6;0.2;0.1;0.0;1.7;0.0;
38;0.0;0.0;0.0;0.0;0.0;-0.5;0.0;
39;0.0;0.0;0.0;0.0;1.4;0.8;0.0;
40;0.5;-0.5;0.1;0.0;-1.1;-1.1;1.7;
41;0.3;-0.2;0.3;0.1;0.6;0.5;-0.3;
42;0.5;-0.3;0.4;0.1;-0.1;0.0;0.4;
43;0.6;-0.3;0.4;0.1;1.2;0.0;0.5;
44;0.4;-0.3;0.3;0.0;-2.6;0.5;-3.4;
45;0.0;0.0;0.0;0.0;3.1;0.2;0.0;
46;0.0;0.0;0.0;0.0;1.5;-0.3;0.0;
47;0.0;0.0;0.0;0.0;2.7;-0.2;0.0;
48;0.0;0.0;0.0;0.0;2.4;-0.2;0.0;
49;5.6;-4.7;0.1;3.1;-0.1;-2.5;0.0;
50;9.1;-4.2;0.1;8.0;-0.2;-3.3;0.0;
51;14.1;-3.7;0.2;13.6;-0.2;-3.2;0.0;
52;23.7;-2.8;0.3;23.5;-0.4;-0.3;0.0;
53;22.1;-2.9;0.3;22.0;-0.5;-1.6;0.1;
54;18.8;-3.2;0.2;18.5;-0.4;-2.6;0.1;
55;5.6;-4.7;0.1;3.1;0.0;-2.5;0.0;
57;9.1;-4.2;0.1;8.1;0.0;-3.3;0.0;
58;14.1;-3.7;0.1;13.6;0.0;-3.2;0.0;
59;18.8;-3.2;0.1;18.5;-0.1;-2.6;0.0;
60;22.2;-2.9;0.1;22.0;-0.1;-1.6;0.0;
62;23.8;-2.8;0.3;23.6;-0.4;-0.1;0.0;
63;23.7;-2.8;0.1;23.6;-0.1;-0.3;0.0;
64;4.4;-0.9;0.2;4.2;-0.3;3.0;0.0;
65;9.9;-1.5;0.3;9.8;-0.4;3.4;-0.1;
66;15.5;-2.0;0.3;15.4;-0.3;3.1;-0.1;
67;22.9;-2.7;0.3;22.8;-0.5;1.1;0.0;
68;20.1;-2.4;0.3;19.9;-0.5;2.3;-0.1;
69;4.4;-0.9;0.1;4.3;0.0;3.0;0.0;
71;9.9;-1.5;0.1;9.8;-0.1;3.4;0.0;
72;15.5;-2.0;0.2;15.4;-0.1;3.1;0.0;
