Node No.;Displacements [mm];;;;Rotations [mrad];;;
73;20.1;-2.4;0.2;19.9;-0.1;2.3;0.0;
74;23.0;-2.7;0.2;22.8;-0.1;1.1;0.0;
76;23.8;-2.8;0.1;23.6;-0.1;-0.1;0.0;
83;5.7;-4.7;0.0;3.1;0.1;-2.6;0.0;
84;9.3;-4.2;0.0;8.3;0.1;-3.3;0.0;
85;14.4;-3.7;0.0;13.9;0.2;-3.3;0.0;
86;19.2;-3.2;0.0;18.9;0.2;-2.6;0.0;
87;22.7;-2.9;0.0;22.5;0.3;-1.6;0.0;
89;24.2;-2.7;0.0;24.1;0.2;-0.4;0.0;
95;4.4;-0.9;0.0;4.3;0.2;3.1;0.0;
96;10.1;-1.4;0.0;10.0;0.2;3.5;0.0;
97;15.8;-2.0;0.0;15.7;0.2;3.2;0.0;
98;20.5;-2.4;0.0;20.4;0.3;2.3;0.0;
99;23.4;-2.7;0.0;23.3;0.3;1.2;0.0;
100;24.3;-2.8;0.0;24.2;0.3;-0.1;0.0;
111;5.7;-4.7;0.0;3.1;0.1;-2.6;0.0;
112;9.3;-4.2;0.0;8.2;0.1;-3.3;0.0;
113;14.4;-3.7;0.0;13.9;0.1;-3.3;0.0;
114;19.2;-3.2;0.0;18.9;0.3;-2.6;0.0;
115;22.6;-2.9;0.0;22.4;0.3;-1.6;0.0;
116;4.6;-0.2;4.0;2.4;-10.5;-1.0;1.8;
117;24.2;-2.7;0.0;24.1;0.3;-0.3;0.0;
118;4.2;0.1;3.5;2.3;-9.5;1.0;0.1;
119;0.7;-0.2;0.7;0.1;-1.5;0.7;-0.2;
120;1.9;-0.3;1.6;1.0;-4.1;-0.7;0.8;
121;2.1;-0.1;1.7;1.3;-4.3;0.5;0.0;
122;0.6;-0.3;0.5;0.1;-1.1;0.2;0.3;
123;4.4;-0.9;0.0;4.3;0.2;3.1;0.0;
124;10.1;-1.4;0.0;10.0;0.3;3.5;0.0;
125;15.8;-2.0;0.0;15.7;0.2;3.2;0.0;
126;20.5;-2.4;0.0;20.3;0.4;2.3;0.0;
127;23.4;-2.7;0.0;23.3;0.4;1.2;0.0;
128;24.3;-2.8;0.0;24.1;0.3;-0.1;0.0;
129;7.6;-0.4;7.4;1.8;-20.0;0.8;-3.2;
130;6.6;-0.7;6.3;1.7;-17.0;-0.9;-0.1;
131;1.2;-0.4;1.2;0.1;-2.6;-0.2;0.3;
132;3.3;-0.3;3.0;1.3;-8.0;0.8;-1.7;
133;4.0;-0.6;3.6;1.5;-9.6;-0.7;-0.3;
134;0.9;-0.4;0.8;0.1;-1.7;-0.3;0.4;
139;4.5;-0.2;-3.8;2.4;10.4;-1.0;-1.7;
140;4.1;0.1;-3.4;2.3;9.4;1.0;-0.1;
141;0.5;-0.2;-0.5;0.1;1.5;0.7;0.2;
142;1.7;-0.3;-1.4;1.0;4.0;-0.7;-0.8;
143;1.9;-0.1;-1.4;1.3;4.2;0.5;0.0;
145;0.4;-0.3;-0.3;0.1;1.0;0.2;-0.3;
151;7.4;-0.4;-7.2;1.8;19.9;0.8;3.1;
152;6.3;-0.7;-6.1;1.7;16.9;-0.9;0.1;
153;0.9;-0.4;-0.9;0.1;2.4;-0.2;-0.3;
154;3.0;-0.3;-2.7;1.3;7.8;0.8;1.7;
155;3.7;-0.6;-3.3;1.5;9.5;-0.7;0.3;
156;0.6;-0.4;-0.5;0.1;1.6;-0.3;-0.4;
Total;24.3;0.1;7.4;24.2;19.9;3.5;3.3;
max/min;0.0;-5.0;-7.2;0.0;-20.0;-3.3;-3.4;
