Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;
8;4;;0.0;0.0;0.0;0.0;0.0;-0.1;0.3;
9;5;;0.0;0.0;0.0;0.0;0.0;-0.1;0.3;
40;41;;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;
41;42;;0.0;0.0;0.0;0.0;0.0;0.0;0.3;
42;43;;0.0;0.0;0.0;0.0;0.0;0.0;0.3;
90;55;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
90;49;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
92;26;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
92;33;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
93;57;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
93;50;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
95;58;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
95;51;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
97;59;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
97;54;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
99;60;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
99;53;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
101;83;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
101;55;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
102;64;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
102;69;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
103;37;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
103;30;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
104;65;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
104;71;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
105;66;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
105;72;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
106;68;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
106;73;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
107;67;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
107;74;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.0;
108;19;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
108;26;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
119;63;;0.0;0.0;0.0;0.0;0.0;-2.0;-5.7;
119;52;;0.0;0.0;0.0;0.0;0.0;-2.0;-5.7;
121;62;;0.0;0.0;0.0;0.0;0.0;-2.0;-5.7;
121;76;;0.0;0.0;0.0;0.0;0.0;-2.0;-5.7;
124;84;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
124;57;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
125;85;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
125;58;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
126;86;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
126;59;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
127;87;;0.0;0.0;0.0;0.0;0.0;-3.0;-9.0;
127;60;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.1;
128;69;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
128;95;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
129;30;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
129;23;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
130;71;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
130;96;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
131;72;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
131;97;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
132;73;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
132;98;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.0;
133;74;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.1;
133;99;;0.0;0.0;0.0;0.0;0.0;-3.0;-9.0;
134;89;;0.0;0.0;0.0;0.0;0.0;-1.9;-5.7;
134;63;;0.0;0.0;0.0;0.0;0.0;-2.2;-5.8;
135;76;;0.0;0.0;0.0;0.0;0.0;-2.2;-5.8;
135;100;;0.0;0.0;0.0;0.0;0.0;-1.9;-5.7;
148;111;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
148;83;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
149;12;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
149;19;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
150;112;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
150;84;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
151;113;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
151;85;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
152;114;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
152;86;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
153;115;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
153;87;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
154;95;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
154;123;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
155;23;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
155;16;;0.0;0.0;0.0;0.0;0.0;-1.8;-5.0;
156;96;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
156;124;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
157;97;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
157;125;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
158;98;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
158;126;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
159;99;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.1;
159;127;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.1;
160;117;;0.0;0.0;0.0;0.0;0.0;-2.1;-5.7;
