Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-6.69;-4.80;2.41;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-6.69;-4.80;2.41;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-6.09;-0.76;-0.16;0.01;1.70;4.18;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-6.09;-0.76;-0.16;0.01;1.70;4.18;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-6.00;-0.12;-0.55;0.01;1.61;4.28;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.190;;-5.81;1.01;-1.18;0.01;1.22;4.07;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-6.69;-4.80;2.41;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-6.69;-4.80;2.41;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-6.69;-4.80;2.41;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;M_T;-5.68;1.66;-1.53;0.01;0.80;3.65;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.333;M_y;-6.16;-1.21;0.13;0.01;1.70;4.01;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-6.00;-0.12;-0.55;0.01;1.61;4.28;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-5.05;3.06;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-5.05;3.06;2.41;0.01;1.70;4.28;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-6.69;-4.80;-2.31;0.00;-2.27;-0.26;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-4.76;-1.99;3.16;0.11;-3.19;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;-4.74;-1.51;2.90;0.10;-0.68;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.825;;-4.74;-1.51;2.90;0.10;-0.68;1.50;Beam | 3 - HEA 140 | L : 1.650 m
2;;1.005;;-4.73;-1.29;2.84;0.10;-0.16;1.75;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;-4.72;-0.15;2.60;0.10;1.62;2.24;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;-4.72;-0.15;2.60;0.10;1.62;2.24;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;-4.76;-1.99;3.16;0.11;-3.19;-0.02;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;-4.72;-0.15;2.60;0.10;1.62;2.24;Beam | 3 - HEA 140 | L : 1.650 m
