Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-69.47;0.00;-42.79;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-69.47;0.00;-42.79;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-65.99;0.00;-44.38;0.00;-174.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-65.99;0.00;-44.38;0.00;-174.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-50.33;0.00;55.19;0.00;-174.73;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-50.07;-0.01;53.81;0.00;-84.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-47.22;0.00;23.64;0.00;45.46;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-47.11;0.00;22.17;0.00;81.55;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-44.59;-0.01;3.96;0.00;104.78;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-44.60;-0.01;3.81;0.00;105.37;-0.01;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-47.23;0.00;-24.46;0.00;44.45;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-47.24;0.00;-24.53;0.00;42.61;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-69.43;0.00;45.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-69.43;0.00;45.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.96;0.00;43.18;0.00;176.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-65.96;0.00;43.18;0.00;176.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.47;0.00;-42.79;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-69.47;0.00;-42.79;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-65.99;0.00;-44.38;0.00;-174.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-65.99;0.00;-44.38;0.00;-174.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-50.33;0.00;55.19;0.00;-174.73;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-50.07;0.00;53.81;0.00;-84.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-47.22;0.00;23.64;0.00;45.46;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-47.11;0.00;22.17;0.00;81.55;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-44.59;0.00;3.96;0.00;104.78;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-44.60;0.00;3.81;0.00;105.37;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-47.23;0.00;-24.46;0.00;44.45;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-47.24;0.00;-24.53;0.00;42.61;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-69.43;0.00;45.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-69.43;0.00;45.24;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-65.96;0.00;43.18;0.00;176.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-65.96;0.00;43.18;0.00;176.98;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-67.47;0.00;-42.16;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-67.47;0.00;-42.16;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-63.99;0.00;-43.71;0.00;-171.96;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-63.99;0.00;-43.71;0.00;-171.96;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-48.80;0.00;54.49;0.00;-172.13;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-48.54;0.00;53.11;0.00;-83.33;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-45.67;0.00;23.45;0.00;44.55;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-45.56;0.00;21.98;0.00;80.33;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-43.03;0.00;4.15;0.00;102.92;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-43.05;0.00;4.01;0.00;103.53;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-45.70;0.00;-23.76;0.00;43.57;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-45.71;0.00;-23.82;0.00;41.79;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-67.43;0.00;44.54;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
