Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.3;0.0;-1.8;-1.4;1.1;0.5;-0.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;2.3;0.0;-1.8;-1.4;1.1;0.5;-0.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;2.5;0.0;-2.0;-1.5;1.3;0.3;-0.6;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;u_y;2.7;0.0;-2.2;-1.5;1.8;-0.3;0.0;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_z;2.6;0.0;-2.1;-1.5;1.5;0.1;-0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;1.7;0.0;-1.7;-0.3;2.9;-1.2;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;1.1;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;2.7;0.0;0.0;0.0;2.9;1.1;0.5;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;-2.2;-1.5;0.0;-1.2;-1.5;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;u_x;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_x;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_y;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_y;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;u_z;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;u_z;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_x;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_x;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_y;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;;0.619;φ_y;3.4;-0.1;-3.3;0.9;1.3;-1.4;-2.7;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;φ_z;6.1;-0.1;-5.7;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;φ_z;1.5;-0.1;-1.5;0.0;0.8;-1.2;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;6.1;-0.1;-1.5;2.2;2.3;-0.8;-1.9;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;1.5;-0.1;-5.7;0.0;0.8;-1.4;-2.9;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;;
3;3;0.000;;7.1;0.0;-7.1;0.1;-15.3;0.4;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;7.7;0.0;-7.6;0.8;-9.2;-0.6;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;u_x;7.7;0.0;-7.6;0.8;-9.2;-0.6;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_x;7.1;0.0;-7.1;0.1;-15.3;0.4;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;u_y;7.1;0.0;-7.1;0.1;-15.3;0.4;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_y;7.7;0.0;-7.6;0.8;-9.2;-0.6;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;u_z;7.7;0.0;-7.6;0.8;-9.2;-0.6;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.197;u_z;7.1;0.0;-7.1;0.0;-14.5;0.1;-0.2;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;φ_x;7.7;0.0;-7.6;0.8;-9.2;-0.6;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_x;7.1;0.0;-7.1;0.1;-15.3;0.4;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;φ_y;7.1;0.0;-7.1;0.1;-15.3;0.4;-0.1;Beam | 3 - HEA 140 | L : 1.575 m
3;;1.260;φ_y;7.6;0.0;-7.5;0.5;-10.5;-0.7;-0.4;Beam | 3 - HEA 140 | L : 1.575 m
