Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.5;-3.0;-0.2;
8;4;;0.0;0.0;0.0;0.0;0.5;-3.4;0.6;
9;5;;0.0;0.0;0.0;0.0;0.8;-5.0;0.5;
40;41;;0.0;0.0;0.0;0.0;0.5;2.8;-0.2;
41;42;;0.0;0.0;0.0;0.0;-0.5;3.2;0.6;
42;43;;0.0;0.0;0.0;0.0;-0.8;4.7;0.5;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.5;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.4;
92;26;;0.1;0.1;0.0;0.0;0.0;-3.3;-9.4;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.3;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.6;
93;50;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.5;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.3;-16.8;
95;51;;0.0;0.0;0.0;0.0;0.0;-6.0;-16.7;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.7;
97;54;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.5;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.8;
99;53;;0.0;0.0;0.0;0.0;0.0;-5.6;-17.6;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.4;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.5;
102;64;;0.0;0.0;0.0;0.0;0.0;-5.9;-17.5;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.6;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.4;-9.3;
103;30;;0.1;0.1;0.0;0.0;0.0;-3.3;-9.4;
104;65;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.7;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.9;
105;66;;0.0;0.0;0.0;0.0;0.0;-5.8;-16.2;
105;72;;0.0;0.0;0.0;0.0;0.0;-6.4;-16.4;
106;68;;0.0;0.0;0.0;0.0;0.0;-5.5;-17.8;
106;73;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.0;
107;67;;0.0;0.0;0.0;0.0;0.0;-5.5;-17.8;
107;74;;0.0;0.0;0.0;0.0;0.0;-6.5;-17.9;
108;19;;0.1;0.1;0.0;0.0;0.0;-3.3;-9.4;
108;26;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.3;
119;63;;0.0;0.0;0.0;0.0;0.0;-4.5;-13.8;
119;52;;0.0;0.0;0.0;0.0;0.0;-3.8;-13.7;
121;62;;0.0;0.0;0.0;0.0;0.0;-3.2;-10.9;
121;76;;0.0;0.0;0.0;0.0;0.0;-4.0;-10.9;
124;84;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.5;
124;57;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.6;
125;85;;0.0;0.0;0.0;0.0;0.0;-6.0;-16.7;
125;58;;0.0;0.0;0.0;0.0;0.0;-6.3;-16.8;
126;86;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.5;
126;59;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.6;
127;87;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.6;
127;60;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.7;
128;69;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.6;
128;95;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.6;
129;30;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.3;
129;23;;0.1;0.1;0.0;0.0;0.0;-3.3;-9.4;
130;71;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.8;
130;96;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.8;
131;72;;0.0;0.0;0.0;0.0;0.0;-6.3;-16.4;
131;97;;0.0;0.0;0.0;0.0;0.0;-5.9;-16.3;
132;73;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.9;
132;98;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.8;
133;74;;0.0;0.0;0.0;0.0;0.0;-6.3;-17.9;
133;99;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.8;
134;89;;0.0;0.0;0.0;0.0;0.0;-3.9;-13.7;
134;63;;0.0;0.0;0.0;0.0;0.0;-4.4;-13.8;
135;76;;0.0;0.0;0.0;0.0;0.0;-3.9;-10.9;
135;100;;0.0;0.0;0.0;0.0;0.0;-3.4;-10.9;
148;111;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.5;
148;83;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.5;
149;12;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.4;
149;19;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.3;
150;112;;0.0;0.0;0.0;0.0;0.0;-6.1;-17.5;
150;84;;0.0;0.0;0.0;0.0;0.0;-6.4;-17.6;
151;113;;0.0;0.0;0.0;0.0;0.0;-6.1;-16.7;
151;85;;0.0;0.0;0.0;0.0;0.0;-6.5;-16.8;
152;114;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.5;
152;86;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.7;
153;115;;0.0;0.0;0.0;0.0;0.0;-5.8;-17.6;
153;87;;0.0;0.0;0.0;0.0;0.0;-6.7;-17.8;
154;95;;0.0;0.0;0.0;0.0;0.0;-6.6;-17.7;
154;123;;0.0;0.0;0.0;0.0;0.0;-6.0;-17.6;
155;23;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.3;
155;16;;0.0;0.0;0.0;0.0;0.0;-3.3;-9.4;
156;96;;0.0;0.0;0.0;0.0;0.0;-6.7;-17.9;
156;124;;0.0;0.0;0.0;0.0;0.0;-5.9;-17.8;
157;97;;0.0;0.0;0.0;0.0;0.0;-6.6;-16.4;
157;125;;0.0;0.0;0.0;0.0;0.0;-5.9;-16.3;
158;98;;0.0;0.0;0.0;0.0;0.0;-6.8;-18.0;
158;126;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.8;
159;99;;0.0;0.0;0.0;0.0;0.0;-6.8;-18.0;
159;127;;0.0;0.0;0.0;0.0;0.0;-5.7;-17.8;
160;117;;0.0;0.0;0.0;0.0;0.0;-3.9;-13.7;
