Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-35.66;0.48;-20.78;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-35.66;0.48;-20.78;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-32.07;-0.45;-20.73;0.01;-83.07;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-32.07;-0.45;-20.73;0.01;-83.07;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-24.75;-0.01;26.39;0.00;-83.13;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-24.58;-0.01;24.93;0.00;-40.79;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-23.35;0.00;11.42;0.00;21.29;0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-23.22;0.00;9.99;0.00;38.15;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-22.07;-0.01;1.71;0.00;49.72;-0.03;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-22.08;-0.01;1.57;0.00;49.97;-0.02;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-23.32;0.00;-12.17;0.00;21.36;0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-23.32;0.00;-12.24;0.00;20.45;0.01;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-35.57;0.48;20.78;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-35.57;0.48;20.78;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-31.98;-0.45;20.73;-0.01;83.07;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-31.98;-0.45;20.73;-0.01;83.07;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-36.29;0.48;-20.82;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-36.29;0.48;-20.82;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-32.70;-0.46;-20.76;0.01;-83.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-32.70;-0.46;-20.76;0.01;-83.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-24.66;0.00;26.42;0.00;-83.25;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-24.49;0.00;24.96;0.00;-40.86;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-23.12;0.00;11.45;0.00;21.30;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-22.98;0.00;10.01;0.00;38.19;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-21.84;0.00;1.68;0.00;49.86;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-21.85;0.00;1.54;0.00;50.10;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-23.24;0.00;-12.19;0.00;21.37;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-23.24;0.00;-12.26;0.00;20.45;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-36.19;0.48;20.82;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-36.19;0.48;20.82;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-32.60;-0.46;20.76;-0.01;83.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;23;4.000;;-32.60;-0.46;20.76;-0.01;83.19;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-33.56;0.45;-20.14;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;25;0.000;;-33.56;0.45;-20.14;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-29.97;-0.42;-20.09;0.01;-80.50;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;22;26;4.000;;-29.97;-0.42;-20.09;0.01;-80.50;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;23;26;0.000;;-22.76;0.00;25.71;0.00;-80.57;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;23;55;1.650;;-22.59;0.00;24.24;0.00;-39.35;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;24;27;0.000;;-21.31;0.00;11.24;0.00;20.39;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;24;59;1.575;;-21.18;0.00;9.81;0.00;36.97;0.00;Beam | 1 - IPE 500 | L : 1.575 m
1;25;28;0.000;;-20.03;0.00;1.88;0.00;47.93;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;25;76;0.150;;-20.04;0.00;1.74;0.00;48.20;0.00;Beam | 1 - IPE 500 | L : 0.150 m
1;26;29;0.000;;-21.34;0.00;-11.48;0.00;20.47;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;26;72;0.075;;-21.34;0.00;-11.55;0.00;19.60;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;27;31;0.000;;-33.46;0.45;20.14;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
