Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;-0.6;-3.3;-0.3;
8;4;;0.0;0.0;0.0;0.0;-0.4;-2.2;0.1;
9;5;;0.0;0.0;0.0;0.0;0.3;-2.1;0.1;
40;41;;0.0;0.0;0.0;0.0;0.5;3.1;-0.3;
41;42;;0.0;0.0;0.0;0.0;0.4;2.2;0.1;
42;43;;0.0;0.0;0.0;0.0;-0.3;1.9;0.1;
90;55;;0.0;0.0;0.0;0.0;0.0;-4.7;-12.6;
90;49;;0.0;0.0;0.0;0.0;0.0;-4.0;-12.4;
92;26;;0.1;0.1;0.0;0.0;0.0;-2.5;-6.6;
92;33;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
93;57;;0.0;0.0;0.0;0.0;0.0;-4.7;-12.7;
93;50;;0.0;0.0;0.0;0.0;0.0;-4.0;-12.5;
95;58;;0.0;0.0;0.0;0.0;0.0;-4.6;-11.9;
95;51;;0.0;0.0;0.0;0.0;0.0;-4.0;-11.8;
97;59;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.7;
97;54;;0.0;0.0;0.0;0.0;0.0;-3.9;-12.5;
99;60;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.7;
99;53;;0.0;0.0;0.0;0.0;0.0;-3.9;-12.6;
101;83;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.5;
101;55;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.5;
102;64;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.3;
102;69;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.4;
103;37;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
103;30;;0.1;0.1;0.0;0.0;0.0;-2.5;-6.7;
104;65;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.3;
104;71;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.5;
105;66;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.0;
105;72;;0.0;0.0;0.0;0.0;0.0;-4.5;-12.1;
106;68;;0.0;0.0;0.0;0.0;0.0;-4.0;-12.3;
106;73;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.5;
107;67;;0.0;0.0;0.0;0.0;0.0;-3.9;-12.4;
107;74;;0.0;0.0;0.0;0.0;0.0;-4.6;-12.6;
108;19;;0.1;0.1;0.0;0.0;0.0;-2.5;-6.7;
108;26;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
119;63;;0.0;0.0;0.0;0.0;0.0;-2.8;-7.8;
119;52;;0.0;0.0;0.0;0.0;0.0;-2.3;-7.7;
121;62;;0.0;0.0;0.0;0.0;0.0;-2.6;-9.6;
121;76;;0.0;0.0;0.0;0.0;0.0;-3.2;-9.7;
124;84;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.6;
124;57;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.6;
125;85;;0.0;0.0;0.0;0.0;0.0;-4.2;-11.8;
125;58;;0.0;0.0;0.0;0.0;0.0;-4.4;-11.8;
126;86;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.6;
126;59;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.6;
127;87;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.6;
127;60;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.7;
128;69;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.3;
128;95;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
129;30;;0.0;0.0;0.0;0.0;0.0;-2.2;-6.6;
129;23;;0.1;0.1;0.0;0.0;0.0;-2.5;-6.7;
130;71;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.4;
130;96;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
131;72;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.0;
131;97;;0.0;0.0;0.0;0.0;0.0;-4.3;-12.0;
132;73;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.4;
132;98;;0.0;0.0;0.0;0.0;0.0;-4.2;-12.4;
133;74;;0.0;0.0;0.0;0.0;0.0;-4.4;-12.5;
133;99;;0.0;0.0;0.0;0.0;0.0;-4.1;-12.5;
134;89;;0.0;0.0;0.0;0.0;0.0;-2.4;-7.7;
