Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-5.59;0.04;-0.50;0.00;-0.51;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_y;-4.35;-0.08;-0.50;0.00;-2.01;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_z;-6.00;0.09;-0.51;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;M_z;-5.18;0.00;-0.50;0.00;-1.01;-0.09;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-4.35;0.09;-0.50;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-6.00;-0.08;-0.51;0.00;-2.01;-0.09;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;-0.73;0.00;2.31;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;-0.79;0.00;2.86;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;-0.73;0.00;2.86;0.00;2.06;0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;-0.79;0.00;2.31;0.00;-2.20;0.00;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;-1.92;0.00;3.28;0.00;-3.70;0.00;Beam | 3 - HEA 140 | L : 1.575 m
