Member No.;Node;Location;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;4.8;0.0;3.9;-2.8;-1.8;1.0;1.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;4.8;0.0;3.9;-2.8;-1.8;1.0;1.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;5.2;0.0;4.2;-3.0;-2.1;0.6;0.9;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;5.4;0.0;4.4;-3.1;-2.4;0.2;0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;;5.4;0.0;4.4;-3.1;-2.4;0.2;0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;1;0.000;u_x;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;u_x;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_y;5.4;0.0;4.4;-3.1;-2.4;0.2;0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_y;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;u_z;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.000;u_z;5.4;0.0;4.4;-3.1;-2.4;0.2;0.4;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_x;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_x;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_y;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_y;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;φ_z;0.0;0.0;0.0;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;φ_z;2.3;0.0;2.2;-0.6;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;5.4;0.0;4.4;0.0;0.0;2.3;3.3;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;0.0;0.0;0.0;-3.1;-4.8;-2.4;-1.8;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;;
2;2;0.000;;1.8;-0.1;1.8;0.0;-2.3;-2.4;4.6;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;9.1;-0.1;8.2;3.9;-16.3;-1.4;2.6;Beam | 3 - HEA 140 | L : 1.650 m
