Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;0.0;-0.1;-0.5;
8;4;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
9;5;;0.0;0.0;0.0;0.0;0.0;-0.1;0.2;
40;41;;0.0;0.0;0.0;0.0;0.0;0.0;-0.5;
41;42;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;
42;43;;0.0;0.0;0.0;0.0;0.0;0.0;0.2;
90;55;;0.0;0.0;0.0;0.0;0.0;-6.7;-18.4;
90;49;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
92;26;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.6;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.5;
93;57;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.4;
93;50;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
95;58;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.3;
95;51;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
97;59;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
97;54;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
99;60;;0.0;0.0;0.0;0.0;0.0;-6.5;-18.3;
99;53;;0.0;0.0;0.0;0.0;0.0;-6.4;-18.3;
101;83;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.4;
101;55;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
102;64;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
102;69;;0.0;0.0;0.0;0.0;0.0;-6.7;-18.4;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.1;-9.5;
103;30;;0.0;0.0;0.0;0.0;0.0;-3.6;-9.6;
104;65;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
104;71;;0.0;0.0;0.0;0.0;0.0;-6.6;-18.4;
105;66;;0.0;0.0;0.0;0.0;0.0;-6.3;-18.3;
