Member No.;Node;;Displacements [mm];;;;Rotations [mrad];;;
;No.;;|u|;u_x;u_y;u_z;φ_x;φ_y;φ_z;
7;3;;0.0;0.0;0.0;0.0;1.7;16.8;-0.3;
8;4;;0.0;0.0;0.0;0.0;0.1;10.3;0.4;
9;5;;0.0;0.0;0.0;0.0;-1.6;16.6;0.9;
40;41;;0.0;0.0;0.0;0.0;1.3;14.3;-0.2;
41;42;;0.0;0.0;0.0;0.0;0.0;7.4;0.4;
42;43;;0.0;0.0;0.0;0.0;-1.3;14.0;0.7;
90;55;;0.0;0.0;0.0;0.0;0.0;-0.1;-17.1;
90;49;;0.0;0.0;0.0;0.0;0.0;-12.3;-18.4;
92;26;;0.1;0.1;0.0;0.0;0.0;-2.7;-10.0;
92;33;;0.0;0.0;0.0;0.0;0.0;-3.9;-8.8;
93;57;;0.0;0.0;0.0;0.0;0.0;4.0;-16.1;
93;50;;0.0;0.0;0.0;0.0;0.0;-16.4;-19.4;
95;58;;0.0;0.0;0.0;0.0;0.0;7.2;-15.2;
95;51;;0.0;0.0;0.0;0.0;0.0;-19.5;-20.2;
97;59;;0.0;0.0;0.0;0.0;0.0;5.8;-15.4;
97;54;;0.0;0.0;0.0;0.0;0.0;-18.0;-20.0;
99;60;;0.0;0.0;0.0;0.0;0.0;3.6;-16.0;
99;53;;0.0;0.0;0.0;0.0;0.0;-15.8;-19.4;
101;83;;0.0;0.0;0.0;0.0;0.0;0.1;-17.2;
101;55;;0.0;0.0;0.0;0.0;0.0;-12.5;-18.5;
102;64;;0.0;0.0;0.0;0.0;0.0;-12.2;-18.3;
102;69;;0.0;0.0;0.0;0.0;0.0;-0.2;-17.1;
103;37;;0.0;0.0;0.0;0.0;0.0;-3.9;-8.8;
103;30;;0.1;0.1;0.0;0.0;0.0;-2.7;-10.0;
104;65;;0.0;0.0;0.0;0.0;0.0;-16.2;-19.4;
104;71;;0.0;0.0;0.0;0.0;0.0;3.8;-16.1;
