Section No.;Member;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;IPE 500 | 1 - S235;;;;;;;;;;
1;10;11;0.000;;-54.61;0.00;-37.16;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;11;0.000;;-54.61;0.00;-37.16;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-53.26;0.00;-36.23;0.00;-55.06;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;;1.500;;-53.26;0.00;-36.23;0.00;-55.06;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-51.09;0.00;-35.75;0.00;-144.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;10;12;4.000;;-51.09;0.00;-35.75;0.00;-144.56;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;11;12;0.000;;-39.73;0.01;42.44;0.00;-144.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;11;111;1.650;;-39.51;0.01;41.02;0.00;-75.81;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;12;13;0.000;;-37.62;-0.01;19.21;0.01;25.95;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;12;114;1.575;;-37.49;-0.01;17.76;0.01;55.06;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;13;14;0.000;;-35.54;0.05;4.29;0.01;78.13;0.08;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-35.54;0.05;4.22;0.01;78.45;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;13;;0.075;;-35.54;0.05;4.22;0.01;78.45;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;13;128;0.150;;-35.55;0.05;4.15;0.01;78.76;0.07;Beam | 1 - IPE 500 | L : 0.150 m
1;14;15;0.000;;-37.45;-0.01;-17.07;-0.01;40.54;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-37.45;-0.01;-17.11;-0.01;39.90;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;;0.037;;-37.45;-0.01;-17.11;-0.01;39.90;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;14;125;0.075;;-37.45;-0.01;-17.14;-0.01;39.26;0.00;Beam | 1 - IPE 500 | L : 0.075 m
1;15;17;0.000;;-52.07;0.00;25.94;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;17;0.000;;-52.07;0.00;25.94;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-50.72;0.00;28.82;0.00;41.08;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;;1.500;;-50.72;0.00;28.82;0.00;41.08;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-48.51;0.00;30.75;0.00;116.74;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;15;16;4.000;;-48.51;0.00;30.75;0.00;116.74;0.01;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-54.63;0.00;-37.19;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;18;0.000;;-54.63;0.00;-37.19;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-53.29;0.00;-36.25;0.00;-55.09;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;;1.500;;-53.29;0.00;-36.25;0.00;-55.09;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-51.11;0.00;-35.77;0.00;-144.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;16;19;4.000;;-51.11;0.00;-35.77;0.00;-144.66;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;17;19;0.000;;-39.76;0.01;42.46;0.00;-144.78;0.00;Beam | 1 - IPE 500 | L : 1.650 m
1;17;83;1.650;;-39.54;0.01;41.04;0.00;-75.87;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
1;18;20;0.000;;-37.64;-0.01;19.22;0.00;25.97;-0.02;Beam | 1 - IPE 500 | L : 1.575 m
1;18;86;1.575;;-37.52;-0.01;17.78;0.00;55.10;-0.01;Beam | 1 - IPE 500 | L : 1.575 m
1;19;21;0.000;;-35.57;0.04;4.28;0.01;78.21;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-35.58;0.04;4.21;0.01;78.53;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;;0.075;;-35.58;0.04;4.21;0.01;78.53;0.06;Beam | 1 - IPE 500 | L : 0.150 m
1;19;100;0.150;;-35.59;0.04;4.14;0.01;78.85;0.05;Beam | 1 - IPE 500 | L : 0.150 m
1;20;22;0.000;;-37.49;-0.01;-17.10;0.00;40.58;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-37.49;-0.01;-17.13;0.00;39.94;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;;0.037;;-37.49;-0.01;-17.13;0.00;39.94;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;20;97;0.075;;-37.49;-0.01;-17.17;0.00;39.29;-0.02;Beam | 1 - IPE 500 | L : 0.075 m
1;21;24;0.000;;-52.11;0.00;25.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;24;0.000;;-52.11;0.00;25.97;0.00;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
1;21;;1.500;;-50.76;0.00;28.85;0.00;41.13;0.00;Beam | 1 - IPE 500 | L : 4.000 m
