Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
;No.;x [m];;N;V_y / V_u;V_z / V_v;M_T;M_y / M_u;M_z / M_v;Section (Material) | Member Comment
1;1;0.000;;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.68;-0.11;-0.53;0.01;-1.72;0.68;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.500;;-3.68;-0.11;-0.53;0.01;-1.72;0.68;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;;-3.61;0.00;-0.35;0.01;-1.82;0.69;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;2;4.000;N;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;N;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_y;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_y;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;V_z;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;V_z;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.000;M_T;-3.83;-0.34;-0.94;0.01;-1.35;0.56;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_T;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
1;1;0.000;M_y;-4.14;-0.79;-1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
1;;2.500;M_y;-3.38;0.29;0.12;0.00;-1.89;0.57;Beam | 2 - HEA 160 | L : 4.000 m
1;;1.738;M_z;-3.61;0.00;-0.35;0.01;-1.82;0.69;Beam | 2 - HEA 160 | L : 4.000 m
1;2;4.000;M_z;-2.92;0.50;0.49;0.00;-1.35;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-2.92;0.50;0.49;0.01;0.00;0.69;Beam | 2 - HEA 160 | L : 4.000 m
1;;;;-4.14;-0.79;-1.76;0.00;-1.89;-0.08;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
2;2;0.000;;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;139;1.650;N;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;N;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_y;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_y;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;V_z;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;V_z;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_T;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_T;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_y;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_y;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
2;139;1.650;M_z;1.35;-0.16;1.60;0.00;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;2;0.000;M_z;1.31;-0.45;2.00;0.01;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;1.35;-0.16;2.00;0.01;1.83;0.57;Beam | 3 - HEA 140 | L : 1.650 m
2;;;;1.31;-0.45;1.60;0.00;-1.14;-0.01;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
3;3;0.000;;0.02;-0.51;2.47;0.02;-2.91;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;142;1.575;N;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;N;0.02;-0.51;2.47;0.02;-2.91;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_y;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_y;0.02;-0.51;2.47;0.02;-2.91;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;V_z;0.02;-0.51;2.47;0.02;-2.91;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;V_z;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;;0.394;M_T;0.04;-0.49;2.37;0.02;-1.95;-0.25;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_T;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_y;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_y;0.02;-0.51;2.47;0.02;-2.91;-0.45;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;0.07;-0.23;2.09;0.02;0.68;0.20;Beam | 3 - HEA 140 | L : 1.575 m
